Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_52795_1963.anexo1, Art. 1º, caput",4,5,"[ INTRODUÇÃO | Generalidades | ] Os serviços de radiodifusão, compreendendo a transmissão de sons (radiodifusão sonora) e a transmissão de sons e imagens (televisão), a serem direta e livremente recebidas pelo público em geral, obedecerão aos preceitos da Lei nº 4.117, de 27 de agosto de 1962, do Decreto nº 52.026, de 20 de maio de 1963, deste Regulamento e das normas baixadas pelo Ministério das Comunicações, observando, quanto à outorga para execução desses serviços, as disposições da Lei nº 8.666, de 21 de junho de 1993.(Redação dada pelo Decreto nº 2.108, de 24.12.1996)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art1_cpt
"PAR","decreto_52795_1963.anexo1, Art. 1º, Parágrafo único.",6,7,"[ INTRODUÇÃO | Generalidades | ] Os serviços de radiodifusão obedecerão, também, às normas constantes dos atos internacionais em vigor e dos que no futuro se celebrarem, referendados pelo Congresso Nacional.(Redação dada pelo Decreto nº 2.108, de 24.12.1996)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art1_par1u
"CPT","decreto_52795_1963.anexo1, Art. 2º, caput",10,11,"[ INTRODUÇÃO | Generalidades | ] Compete, exclusivamente, à União dispor sôbre qualquer assunto referente aos serviços de radiodifusão.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art2_cpt
"CPT","decreto_52795_1963.anexo1, Art. 3º, caput",16,17,"[ INTRODUÇÃO | Da finalidade dos serviços | ] Os serviços de radiodifusão tem finalidade educativa e cultural, mesmo em seus aspectos informativo e recreativo, e são considerados de interêsse nacional, sendo permitida, apenas, a exploração comercial dos mesmos, na medida em que não prejudique êsse interêsse e aquela finalidade.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art3_cpt
"PAR","decreto_52795_1963.anexo1, Art. 3º, § 1º",18,19,"[ INTRODUÇÃO | Da finalidade dos serviços | ] Para atingir tal finalidade, o CONTEL, de acordo com a legislação em vigor, promoverá as medidas necessárias à instalação e funcionamento de estações radiodifusoras no território nacional. (Redação dada pelo Decreto nº 91.837, de 25.10.1985)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art3_par1
"PAR","decreto_52795_1963.anexo1, Art. 3º, § 2º",20,21,"[ INTRODUÇÃO | Da finalidade dos serviços | ] Todos os municípios brasileiros têm direito de postular a concessão de radiodifusão, desde que haja viabilidade técnica. (Redação dada pelo Decreto nº 91.837, de 25.10.1985)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art3_par2
"CPT","decreto_52795_1963.anexo1, Art. 4º, caput",27,56,"[ DA CLASSIFICAÇÃO DOS SERVIÇOS | ] Os serviços de radiodifusão, para os efeitos dêste Regulamento, assim se classificam: º) quanto ao tipo de transmissão: de sons (radiodifusão sonora); de sons e imagens (televisão); º) quanto à área de serviços; local; regional; nacional; º) quanto ao tipo de modulação: amplitude modulada (AM); freqüência modulada (FM); º) quanto ao tempo de funcionamento: de horário limitado; de horário ilimitado; º) quanto à faixa de freqüência e comprimento das ondas radioelétricas:",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art4_cpt
"CPT","decreto_52795_1963.anexo1, Art. 5º, caput",61,114,"[ Das definições | ] Para os efeitos dêste Regulamento, os têrmos que figuram a seguir tem os significados definidos após cada um deles: Autorização - É o ato pelo qual o Poder Público competente concede ou permite a pessoas físicas ou jurídicas, de direito público ou privado, a faculdade de executar e explorar, em seu nome ou por conta própria, serviços de telecomunicações, durante um determinado prazo. Certificado de licença - É o documento expedido pelo Contel, que habilita as concessionárias e permissionárias a iniciar a execução de serviços de radiodifusão. Concessão - É a autorização outorgada pelo poder competente a entidades executoras de serviços de radiodifusão sonora de caráter nacional ou regional e de televisão. Emissão - É a propagação pelo espaço, sem guia especial, de ondas radioelétricas geradas para efeito de telecomunicações. Estação geradora - É a estação radiodifusora que realiza emissões portadoras de programas que tem origem em seus próprios estúdios. Estação Radiodifusora - é o conjunto de equipamentos, incluindo as instalações acessórias, necessário a assegurar serviço de radiodifusão. Estação Radiodifusora de amplitude modulada - é a estação radiodifusora que realiza as suas emissões com modulação em amplitude (AM). Estação Radiodifusora de freqüência modulada - é a estação radiodifusora que realiza as suas emissões com modulação em freqüência (FM). Estação Radiodifusora de horário ilimitado - é aquela que está autorizada a executar serviços de radiodifusão durante as 24 (vinte e quatro) horas do dia. Estação Radiodifusora de horário limitado – é aquela que esta autorizada a executar serviços de radiodifusão somente em um período de tempo determinado no decorrer das 24 (vinte e quatro) horas do dia. (Revogado pelo Decreto nº 81.600, de 25.4.1978) (Revogado pelo Decreto nº 81.600, de 25.4.1978) Estúdio - é o local de onde se origina a programação irradiada por uma estação radiodifusora. Estúdio auxiliar - é o local de onde se origina a parte complementar da programação irradiada por uma estação radiodifusora. Estúdio principal - é o local de onde se origina a maior parte da programação irradiada por uma estação radiodifusora. Indicativo de Chamada - é o prefixo através do qual uma estação radiodifusora é identificada. Interferência - é qualquer emissão, irradiação ou indução que obstrua, total ou parcialmente, ou interrompa repetidamente serviços de telecomunicações. Modulação - é o processo pelo qual uma característica da onda portadora é modificada de acôrdo com a intensidade da onda a ser transmitida, representativa de símbolos, caracteres, sinais escritos, imagens, sons ou informações de qualquer natureza. Modulação em amplitude - é o tipo de modulação que modifica a amplitude da onda portadora. Modulação em freqüência - é o tipo de modulação que modifica a freqüência da onda portadora. Permissão - é a autorização outorgada pelo poder competente a entidades par a execução de serviço de radiodifusão de caráter local. Radiodifusão - é o serviço de telecomunicações que permite a transmissão de sons (radiodifusão sonora) ou a transmissão de sons e imagens (televisão), destinada a ser direta e livremente recebida pelo público. Rêde local de radiodifusão - é o conjunto de estações radiodifusoras instaladas em uma determinada localidade, organizadas em cadeia, para transmissão simultânea de uma mesma programação. Rêde nacional de radiodifusão - é o conjunto de todas as estações radiodifusoras instaladas no país, organizadas em cadeia, para a transmissão simultânea de uma mesma programação. Rêde regional de radiodifusão - é o conjunto de estações radiodifusoras instaladas em uma determinada região do país, organizada em cadeia, para a transmissão simultânea de uma mesma programação. ESTAÇÃO TRANSMISSORA DE EMISSORA DE RADIODIFUSÃO - é o conjunto de equipamentos, dispositivos e instalações acessórias situados no mesmo local e destinados a transmitir a programação da emissora. (Redação dada pelo Decreto nº 10.775, de 2021) Vigência",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art5_cpt
"PAR","decreto_52795_1963.anexo1, Art. 5º, Parágrafo único.",115,116,"[ Das definições | ] Os têrmos não definidos nêste Regulamento tem o significado estabelecido nos atos internacionais aprovados pelo Congresso Nacional.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art5_par1u
"CPT","decreto_52795_1963.anexo1, Art. 6º, caput",122,123,"[ DA COMPETÊNCIA | Para a Outorga | ] À União compete, privativamente, autorizar, em todo território nacional, inclusive águas territoriais e espaço aéreo, a execução de serviços de radiodifusão.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art6_cpt
"PAR","decreto_52795_1963.anexo1, Art. 6º, § 1º",124,125,"[ DA COMPETÊNCIA | Para a Outorga | ] Compete ao Presidente da República outorgar, por meio de concessão, a exploração dos serviços de radiodifusão de sons e imagens. (Redação dada pelo Decreto nº 7.670, de 2012)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art6_par1
"PAR","decreto_52795_1963.anexo1, Art. 6º, § 2º",126,127,"[ DA COMPETÊNCIA | Para a Outorga | ] Compete ao Ministro de Estado das Comunicações outorgar, por meio de concessão, permissão ou autorização, a exploração dos serviços de radiodifusão sonora. (Redação dada pelo Decreto nº 7.670, de 2012)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art6_par2
"CPT","decreto_52795_1963.anexo1, Art. 7º, caput",132,145,"[ DA COMPETÊNCIA | Para a Execução | ] São competentes para a execução de serviços de radiodifusão a União; os Estados e Territórios; os Municípios; as Universidades; sociedades anônimas ou de responsabilidade limitada, observado o disposto no § 1o do art. 222 da Constituição; e (Redação dada pelo Decreto nº 7.670, de 2012) as Fundações.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art7_cpt
"PAR","decreto_52795_1963.anexo1, Art. 7º, Parágrafo único.",146,147,"[ DA COMPETÊNCIA | Para a Execução | ] Terão preferência para a execução de serviços de radiodifusão as pessoas jurídicas de direito público interno, inclusive universidades.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art7_par1u
"CPT","decreto_52795_1963.anexo1, Art. 8º, caput",150,151,"[ DA COMPETÊNCIA | Para a Execução | ] As emprêsas que executam serviços de radiodifusão terão, obrigatòriamente, diretores e gerentes brasileiros natos.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art8_cpt
"CPT","decreto_52795_1963.anexo1, Art. 9º, caput",156,157,"[ DA COMPETÊNCIA | Para a Fiscalização | ] Compete privativamente à União, através do CONTEL, a fiscalização dos serviços de radiodifusão em tudo o que disser respeito à observância das leis, regulamentos e atos internacionais em vigor no País, as normas baixadas pela CONTEL, e às obrigações contraídas pelas concessionárias e permissionárias, decorrentes do ato de outorga.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art9_cpt
"PAR","decreto_52795_1963.anexo1, Art. 9º, Parágrafo único.",158,159,"[ DA COMPETÊNCIA | Para a Fiscalização | ] A fiscalização será exercida pelas Delegacias Regionais nas respectivas jurisdições, ou por pessoas credenciadas pelo CONTEL.",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art9_par1u
"CPT","decreto_52795_1963.anexo1, Art. 10., caput",166,167,"[ DO PROCESSAMENTO PARA A OUTORGA DE CONCESSÕES E PERMISSÕES | DAS CONDIÇÕES INICIAIS | ] A outorga para execução dos serviços de radiodifusão será precedida de procedimento licitatório, observadas as disposições legais e regulamentares. (Redação dada pelo Decreto nº 2.108, de 24.12.1996)",urn:lex:br:federal:decreto:1963-10-31;52795!anexo1!art10_cpt
