Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_11182_20050927, Art. 1º, caput",3,4,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] Fica criada a Agência Nacional de Aviação Civil - ANAC, entidade integrante da Administração Pública Federal indireta, submetida a regime autárquico especial, vinculada ao Ministério da Defesa, com prazo de duração indeterminado.",urn:lex:br:federal:lei:2005-09-27;11182!art1_cpt
"PAR","lei_11182_20050927, Art. 1º, Parágrafo único.",5,6,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] A ANAC terá sede e foro no Distrito Federal, podendo instalar unidades administrativas regionais.",urn:lex:br:federal:lei:2005-09-27;11182!art1_par1u
"CPT","lei_11182_20050927, Art. 2º, caput",9,10,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] Compete à União, por intermédio da ANAC e nos termos das políticas estabelecidas pelos Poderes Executivo e Legislativo, regular e fiscalizar as atividades de aviação civil e de infraestrutura aeronáutica e aeroportuária.",urn:lex:br:federal:lei:2005-09-27;11182!art2_cpt
"CPT","lei_11182_20050927, Art. 3º, caput",13,24,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] A Anac, no exercício de suas competências, deverá observar e implementar as orientações, diretrizes e políticas estabelecidas pelo governo federal, especialmente no que se refere a: (“Caput” do artigo com redação dada pela Lei nº 12.462, de 4.8.2011) a representação do Brasil em convenções, acordos, tratados e atos de transporte aéreo internacional com outros países ou organizações internacionais de aviação civil; o estabelecimento do modelo de concessão de infraestrutura aeroportuária, a ser submetido ao Presidente da República; (Revogado pela Medida Provisória nº 1.089, de 29.12.2021, convertida na Lei nº 14.368, de 14.6.2022) a suplementação de recursos para aeroportos de interesse estratégico, econômico ou turístico; e (Revogado pela Medida Provisória nº 1.089, de 29.12.2021, convertida na Lei nº 14.368, de 14.6.2022)",urn:lex:br:federal:lei:2005-09-27;11182!art3_cpt
"CPT","lei_11182_20050927, Art. 4º, caput",27,28,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] A natureza de autarquia especial conferida à ANAC é caracterizada por independência administrativa, autonomia financeira, ausência de subordinação hierárquica e mandato fixo de seus dirigentes.",urn:lex:br:federal:lei:2005-09-27;11182!art4_cpt
"CPT","lei_11182_20050927, Art. 5º, caput",31,32,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] A ANAC atuará como autoridade de aviação civil, assegurando-se-lhe, nos termos desta Lei, as prerrogativas necessárias ao exercício adequado de sua competência.",urn:lex:br:federal:lei:2005-09-27;11182!art5_cpt
"CPT","lei_11182_20050927, Art. 6º, caput",35,36,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] Com o objetivo de harmonizar suas ações institucionais na área da defesa e promoção da concorrência, a ANAC celebrará convênios com os órgãos e entidades do Governo Federal, competentes sobre a matéria.",urn:lex:br:federal:lei:2005-09-27;11182!art6_cpt
"PAR","lei_11182_20050927, Art. 6º, Parágrafo único.",37,38,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] Quando, no exercício de suas atribuições, a ANAC tomar conhecimento de fato que configure ou possa configurar infração contra a ordem econômica, ou que comprometa a defesa e a promoção da concorrência, deverá comunicá-lo aos órgãos e entidades referidos no caput deste artigo, para que adotem as providências cabíveis.",urn:lex:br:federal:lei:2005-09-27;11182!art6_par1u
"CPT","lei_11182_20050927, Art. 7º, caput",41,42,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] O Poder Executivo instalará a ANAC, mediante a aprovação de seu regulamento e estrutura organizacional, por decreto, no prazo de até 180 (cento e oitenta) dias a partir da publicação desta Lei.",urn:lex:br:federal:lei:2005-09-27;11182!art7_cpt
"PAR","lei_11182_20050927, Art. 7º, Parágrafo único.",43,44,"[ Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências. | DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC | ] A edição do regulamento investirá a ANAC no exercício de suas atribuições.",urn:lex:br:federal:lei:2005-09-27;11182!art7_par1u
