Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ALI","lei_11182_20050927.anexo3, , caput, Alínea a",1,2,"[  ] a) QUADRO DAS GRATIFICAÇÕES DE EXERCÍCIO EM CARGO DE CONFIANÇA DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - OFICIAIS-GENERAIS E OFICIAIS",urn:lex:br:federal:lei:2005-09-27;11182!anexo3!ali1
"ALI","lei_11182_20050927.anexo3, , caput, Alínea b",3,4,"[  ] b) QUADRO DAS GRATIFICAÇÕES DE REPRESENTAÇÃO PELO EXERCÍCIO DE FUNÇÃO DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL – GRADUADOS(Redação dada pela Lei nº 11.292, de 26.4.2006)",urn:lex:br:federal:lei:2005-09-27;11182!anexo3!ali2
