Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","decreto_lei_3689_19411003, Art. 13-B., § 2º",228,235,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Na hipótese de que trata o caput, o sinal: não permitirá acesso ao conteúdo da comunicação de qualquer natureza, que dependerá de autorização judicial, conforme disposto em lei; deverá ser fornecido pela prestadora de telefonia móvel celular por período não superior a 30 (trinta) dias, renovável por uma única vez, por igual período; para períodos superiores àquele de que trata o inciso II, será necessária a apresentação de ordem judicial.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art13-2_par2
"PAR","decreto_lei_3689_19411003, Art. 13-B., § 3º",236,237,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Na hipótese prevista neste artigo, o inquérito policial deverá ser instaurado no prazo máximo de 72 (setenta e duas) horas, contado do registro da respectiva ocorrência policial.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art13-2_par3
"PAR","decreto_lei_3689_19411003, Art. 13-B., § 4º",238,239,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Não havendo manifestação judicial no prazo de 12 (doze) horas, a autoridade competente requisitará às empresas prestadoras de serviço de telecomunicações e/ou telemática que disponibilizem imediatamente os meios técnicos adequados - como sinais, informações e outros - que permitam a localização da vítima ou dos suspeitos do delito em curso, com imediata comunicação ao juiz. (Artigo acrescido pela Lei nº 13.344, de 6.10.2016, publicada no DOU de 7.10.2016, em vigor 45 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art13-2_par4
"CPT","decreto_lei_3689_19411003, Art. 14., caput",242,243,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] O ofendido, ou seu representante legal, e o indiciado poderão requerer qualquer diligência, que será realizada, ou não, a juízo da autoridade.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14_cpt
"CPT","decreto_lei_3689_19411003, Art. 14-A., caput",246,247,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Nos casos em que servidores vinculados às instituições dispostas no art. 144 da Constituição Federal figurarem como investigados em inquéritos policiais, inquéritos policiais militares e demais procedimentos extrajudiciais, cujo objeto for a investigação de fatos relacionados ao uso da força letal praticados no exercício profissional, de forma consumada ou tentada, incluindo as situações dispostas no art. 23 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), o indiciado poderá constituir defensor.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_cpt
"PAR","decreto_lei_3689_19411003, Art. 14-A., § 1º",248,249,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Para os casos previstos no caput deste artigo, o investigado deverá ser citado da instauração do procedimento investigatório, podendo constituir defensor no prazo de até 48 (quarenta e oito) horas a contar do recebimento da citação.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_par1
"PAR","decreto_lei_3689_19411003, Art. 14-A., § 2º",250,251,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Esgotado o prazo disposto no § 1º deste artigo com ausência de nomeação de defensor pelo investigado, a autoridade responsável pela investigação deverá intimar a instituição a que estava vinculado o investigado à época da ocorrência dos fatos, para que essa, no prazo de 48 (quarenta e oito) horas, indique defensor para a representação do investigado.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_par2
"PAR","decreto_lei_3689_19411003, Art. 14-A., § 3º",252,253,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Havendo necessidade de indicação de defensor nos termos do § 2º deste artigo, a defesa caberá preferencialmente à Defensoria Pública, e, nos locais em que ela não estiver instalada, a União ou a Unidade da Federação correspondente à respectiva competência territorial do procedimento instaurado deverá disponibilizar profissional para acompanhamento e realização de todos os atos relacionados à defesa administrativa do investigado. (Parágrafo vetado pelo Presidente da República na Lei nº 13.964, de 24.12.2019, mantido pelo Congresso Nacional e publicado no DOU de 30.4.2021)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_par3
"PAR","decreto_lei_3689_19411003, Art. 14-A., § 4º",254,255,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] A indicação do profissional a que se refere o § 3º deste artigo deverá ser precedida de manifestação de que não existe defensor público lotado na área territorial onde tramita o inquérito e com atribuição para nele atuar, hipótese em que poderá ser indicado profissional que não integre os quadros próprios da Administração. (Parágrafo vetado pelo Presidente da República na Lei nº 13.964, de 24.12.2019, mantido pelo Congresso Nacional e publicado no DOU de 30.4.2021)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_par4
"PAR","decreto_lei_3689_19411003, Art. 14-A., § 5º",256,257,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Na hipótese de não atuação da Defensoria Pública, os custos com o patrocínio dos interesses dos investigados nos procedimentos de que trata este artigo correrão por conta do orçamento próprio da instituição a que este esteja vinculado à época da ocorrência dos fatos investigados. (Parágrafo vetado pelo Presidente da República na Lei nº 13.964, de 24.12.2019, mantido pelo Congresso Nacional e publicado no DOU de 30.4.2021)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_par5
"PAR","decreto_lei_3689_19411003, Art. 14-A., § 6º",258,259,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] As disposições constantes deste artigo se aplicam aos servidores militares vinculados às instituições dispostas no art. 142 da Constituição Federal, desde que os fatos investigados digam respeito a missões para a Garantia da Lei e da Ordem. (Artigo acrescido pela Lei nº 13.964, de 24.12.2019, publicada na Edição Extra do DOU de 24.12.2019, em vigor 30 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art14-1_par6
"CPT","decreto_lei_3689_19411003, Art. 15., caput",262,263,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Se o indiciado for menor, ser-lhe-á nomeado curador pela autoridade policial.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art15_cpt
"CPT","decreto_lei_3689_19411003, Art. 16., caput",266,267,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] O Ministério Público não poderá requerer a devolução do inquérito à autoridade policial, senão para novas diligências, imprescindíveis ao oferecimento da denúncia.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art16_cpt
"CPT","decreto_lei_3689_19411003, Art. 17., caput",270,271,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] A autoridade policial não poderá mandar arquivar autos de inquérito.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art17_cpt
"CPT","decreto_lei_3689_19411003, Art. 18., caput",274,275,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Depois de ordenado o arquivamento do inquérito pela autoridade judiciária, por falta de base para a denúncia, a autoridade policial poderá proceder a novas pesquisas, se de outras provas tiver notícia.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art18_cpt
"CPT","decreto_lei_3689_19411003, Art. 19., caput",278,279,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Nos crimes em que não couber ação pública, os autos do inquérito serão remetidos ao juízo competente, onde aguardarão a iniciativa do ofendido ou de seu representante legal, ou serão entregues ao requerente, se o pedir, mediante traslado.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art19_cpt
"CPT","decreto_lei_3689_19411003, Art. 20., caput",282,283,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] A autoridade assegurará no inquérito o sigilo necessário à elucidação do fato ou exigido pelo interesse da sociedade.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art20_cpt
"PAR","decreto_lei_3689_19411003, Art. 20., Parágrafo único.",284,285,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Nos atestados de antecedentes que lhe forem solicitados, a autoridade policial não poderá mencionar quaisquer anotações referentes a instauração de inquérito contra os requerentes. (Parágrafo único acrescido pela Lei nº 6.900, de 14.4.1981, e com redação dada pela Lei nº 12.681, de 4.7.2012)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art20_par1u
"CPT","decreto_lei_3689_19411003, Art. 21., caput",288,289,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] A incomunicabilidade do indiciado dependerá sempre de despacho nos autos e somente será permitida quando o interesse da sociedade ou a conveniência da investigação o exigir.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art21_cpt
"PAR","decreto_lei_3689_19411003, Art. 21., Parágrafo único.",290,291,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] A incomunicabilidade, que não excederá de três dias, será decretada por despacho fundamentado do Juiz, a requerimento da autoridade policial, ou do órgão do Ministério Público, respeitado, em qualquer hipótese, o disposto no artigo 89, inciso III, do Estatuto da Ordem dos Advogados do Brasil (Lei n. 4.215, de 27 de abril de 1963). (Parágrafo único com redação dada pela Lei nº 5.010, de 30.5.1966)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art21_par1u
"CPT","decreto_lei_3689_19411003, Art. 22., caput",294,295,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] No Distrito Federal e nas comarcas em que houver mais de uma circunscrição policial, a autoridade com exercício em uma delas poderá, nos inquéritos a que esteja procedendo, ordenar diligências em circunscrição de outra, independentemente de precatórias ou requisições, e bem assim providenciará, até que compareça a autoridade competente, sobre qualquer fato que ocorra em sua presença, noutra circunscrição.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art22_cpt
"CPT","decreto_lei_3689_19411003, Art. 23., caput",298,299,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DO INQUÉRITO POLICIAL | ] Ao fazer a remessa dos autos do inquérito ao juiz competente, a autoridade policial oficiará ao Instituto de Identificação e Estatística, ou repartição congênere, mencionando o juízo a que tiverem sido distribuídos, e os dados relativos à infração penal e à pessoa do indiciado.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art23_cpt
"CPT","decreto_lei_3689_19411003, Art. 24., caput",304,305,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Nos crimes de ação pública, esta será promovida por denúncia do Ministério Público, mas dependerá, quando a lei o exigir, de requisição do Ministro da Justiça, ou de representação do ofendido ou de quem tiver qualidade para representá-lo.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art24_cpt
"PAR","decreto_lei_3689_19411003, Art. 24., § 1º",306,307,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] No caso de morte do ofendido ou quando declarado ausente por decisão judicial, o direito de representação passará ao cônjuge, ascendente, descendente ou irmão. (Parágrafo único transformado em § 1º pela Lei nº 8.699, de 27.8.1993)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art24_par1
"PAR","decreto_lei_3689_19411003, Art. 24., § 2º",308,309,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Seja qual for o crime, quando praticado em detrimento do patrimônio ou interesse da União, Estado e Município, a ação penal será pública. (Parágrafo acrescido pela Lei nº 8.699, de 27.8.1993)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art24_par2
"CPT","decreto_lei_3689_19411003, Art. 25., caput",312,313,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] A representação será irretratável, depois de oferecida a denúncia.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art25_cpt
"CPT","decreto_lei_3689_19411003, Art. 26., caput",316,317,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] A ação penal, nas contravenções, será iniciada com o auto de prisão em flagrante ou por meio de portaria expedida pela autoridade judiciária ou policial.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art26_cpt
"CPT","decreto_lei_3689_19411003, Art. 27., caput",320,321,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Qualquer pessoa do povo poderá provocar a iniciativa do Ministério Público, nos casos em que caiba a ação pública, fornecendo-lhe, por escrito, informações sobre o fato e a autoria e indicando o tempo, o lugar e os elementos de convicção.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art27_cpt
"CPT","decreto_lei_3689_19411003, Art. 28., caput",324,325,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Ordenado o arquivamento do inquérito policial ou de quaisquer elementos informativos da mesma natureza, o órgão do Ministério Público comunicará à vítima, ao investigado e à autoridade policial e encaminhará os autos para a instância de revisão ministerial para fins de homologação, na forma da lei. (“Caput” do artigo com redação dada pela Lei nº 13.964, de 24.12.2019, publicada na Edição Extra do DOU de 24.12.2019, em vigor 30 dias após a publicação) (Vide ADIs nºs 6.298, 6.299, 6.300 e 6.305, cuja Decisão foi publicada no DOU de 4.9.2023)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28_cpt
"PAR","decreto_lei_3689_19411003, Art. 28., § 1º",326,327,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Se a vítima, ou seu representante legal, não concordar com o arquivamento do inquérito policial, poderá, no prazo de 30 (trinta) dias do recebimento da comunicação, submeter a matéria à revisão da instância competente do órgão ministerial, conforme dispuser a respectiva lei orgânica. (Parágrafo acrescido pela Lei nº 13.964, de 24.12.2019, publicada na Edição Extra do DOU de 24.12.2019, em vigor 30 dias após a publicação) (Vide ADIs nºs 6.298, 6.299, 6.300 e 6.305, cuja Decisão foi publicada no DOU de 4.9.2023)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28_par1
"PAR","decreto_lei_3689_19411003, Art. 28., § 2º",328,329,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Nas ações penais relativas a crimes praticados em detrimento da União, Estados e Municípios, a revisão do arquivamento do inquérito policial poderá ser provocada pela chefia do órgão a quem couber a sua representação judicial. (Parágrafo acrescido pela Lei nº 13.964, de 24.12.2019, publicada na Edição Extra do DOU de 24.12.2019, em vigor 30 dias após a publicação)",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28_par2
"CPT","decreto_lei_3689_19411003, Art. 28-A., caput",332,343,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Não sendo caso de arquivamento e tendo o investigado confessado formal e circunstancialmente a prática de infração penal sem violência ou grave ameaça e com pena mínima inferior a 4 (quatro) anos, o Ministério Público poderá propor acordo de não persecução penal, desde que necessário e suficiente para reprovação e prevenção do crime, mediante as seguintes condições ajustadas cumulativa e alternativamente: reparar o dano ou restituir a coisa à vítima, exceto na impossibilidade de fazê-lo; renunciar voluntariamente a bens e direitos indicados pelo Ministério Público como instrumentos, produto ou proveito do crime; prestar serviço à comunidade ou a entidades públicas por período correspondente à pena mínima cominada ao delito diminuída de um a dois terços, em local a ser indicado pelo juízo da execução, na forma do art. 46 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal); pagar prestação pecuniária, a ser estipulada nos termos do art. 45 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), a entidade pública ou de interesse social, a ser indicada pelo juízo da execução, que tenha, preferencialmente, como função proteger bens jurídicos iguais ou semelhantes aos aparentemente lesados pelo delito; ou cumprir, por prazo determinado, outra condição indicada pelo Ministério Público, desde que proporcional e compatível com a infração penal imputada.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28-1_cpt
"PAR","decreto_lei_3689_19411003, Art. 28-A., § 1º",344,345,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Para aferição da pena mínima cominada ao delito a que se refere o caput deste artigo, serão consideradas as causas de aumento e diminuição aplicáveis ao caso concreto.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28-1_par1
"PAR","decreto_lei_3689_19411003, Art. 28-A., § 2º",346,355,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] O disposto no caput deste artigo não se aplica nas seguintes hipóteses: se for cabível transação penal de competência dos Juizados Especiais Criminais, nos termos da lei; se o investigado for reincidente ou se houver elementos probatórios que indiquem conduta criminal habitual, reiterada ou profissional, exceto se insignificantes as infrações penais pretéritas; ter sido o agente beneficiado nos 5 (cinco) anos anteriores ao cometimento da infração, em acordo de não persecução penal, transação penal ou suspensão condicional do processo; e nos crimes praticados no âmbito de violência doméstica ou familiar, ou praticados contra a mulher por razões da condição de sexo feminino, em favor do agressor.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28-1_par2
"PAR","decreto_lei_3689_19411003, Art. 28-A., § 3º",356,357,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] O acordo de não persecução penal será formalizado por escrito e será firmado pelo membro do Ministério Público, pelo investigado e por seu defensor.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28-1_par3
"PAR","decreto_lei_3689_19411003, Art. 28-A., § 4º",358,359,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Para a homologação do acordo de não persecução penal, será realizada audiência na qual o juiz deverá verificar a sua voluntariedade, por meio da oitiva do investigado na presença do seu defensor, e sua legalidade.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28-1_par4
"PAR","decreto_lei_3689_19411003, Art. 28-A., § 5º",360,361,"[ Código de Processo Penal. | DO PROCESSO EM GERAL | DA AÇÃO PENAL | ] Se o juiz considerar inadequadas, insuficientes ou abusivas as condições dispostas no acordo de não persecução penal, devolverá os autos ao Ministério Público para que seja reformulada a proposta de acordo, com concordância do investigado e seu defensor.",urn:lex:br:federal:decreto.lei:1941-10-03;3689!art28-1_par5
