Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","res_anatel_740_2020.anexo1, Art. 1º, caput",4,5,"[ DAS DISPOSIÇÕES GERAIS | Do Objeto | ] Este Regulamento tem por objetivo estabelecer condutas e procedimentos para a promoção da segurança nas redes e serviços de telecomunicações, incluindo a Segurança Cibernética e a proteção das Infraestruturas Críticas de Telecomunicações.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art1_cpt
"CPT","res_anatel_740_2020.anexo1, Art. 2º, caput",10,11,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] As disposições deste Regulamento aplicam-se a todas as prestadoras dos serviços de telecomunicações de interesse coletivo, ressalvadas as de Pequeno Porte, conforme conceito definido na regulamentação, observado o disposto neste artigo.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2_cpt
"PAR","res_anatel_740_2020.anexo1, Art. 2º, § 1º",12,13,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] O Conselho Diretor da Anatel poderá, motivadamente, incluir ou dispensar, total ou parcialmente, as prestadoras de serviços de telecomunicações de interesse coletivo ou restrito, independentemente do porte, empresas detentoras de direito de exploração de satélite para transporte de sinais de telecomunicações e demais empresas do ecossistema de telecomunicações envolvidos direta ou indiretamente na gestão ou no desenvolvimento das redes e serviços de telecomunicações, da incidência das disposições deste Regulamento.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2_par1
"PAR","res_anatel_740_2020.anexo1, Art. 2º, § 2º",14,15,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] Os princípios elencados no art. 4º e as diretrizes estabelecidas no art. 5º devem ser observados por todas as prestadoras dos serviços de telecomunicações, de interesse coletivo ou restrito, independentemente do porte, ainda que dispensadas do cumprimento das demais disposições deste Regulamento, bem como pelas demais pessoas naturais ou jurídicas envolvidas direta ou indiretamente na gestão ou no desenvolvimento das redes e serviços de telecomunicações.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2_par2
"PAR","res_anatel_740_2020.anexo1, Art. 2º, § 3º",16,17,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] A dispensa da incidência das disposições deste Regulamento não isenta, em qualquer caso, a prestadora do cumprimento de outras disposições legais e regulamentares.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2_par3
"CPT","res_anatel_740_2020.anexo1, Art. 2º-A., caput",20,21,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] Todas as Prestadoras dos Serviços de Telecomunicações de Interesse Coletivo, independentemente do porte, ficam sujeitas ao cumprimento do art. 8º deste Regulamento. (Incluído pela Resolução nº 767, de 7 de agosto de 2024)",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2-1_cpt
"PAR","res_anatel_740_2020.anexo1, Art. 2º-A., Parágrafo único.",22,23,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] O cumprimento da obrigação de que trata o caput se dará no prazo e na forma estabelecidos pelo Grupo Técnico de Segurança Cibernética e Gestão de Riscos de Infraestrutura Crítica (GT-Ciber), nos termos do art. 8º, parágrafo único, deste Regulamento. (Incluído pela Resolução nº 767, de 7 de agosto de 2024)",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2-1_par1u
"CPT","res_anatel_740_2020.anexo1, Art. 2º-B., caput",26,33,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] Aplicam-se os arts. 6º, 7º, 9º, 10 e 11 deste Regulamento às: (Incluído pela Resolução nº 767, de 7 de agosto de 2024) operadoras de cabo submarino com destino internacional; (Incluído pela Resolução nº 767, de 7 de agosto de 2024) prestadoras do Serviço Móvel Pessoal detentoras de rede própria; e, (Incluído pela Resolução nº 767, de 7 de agosto de 2024) operadoras de rede que ofertam tráfego em mercado de atacado pertencentes aos grupos econômicos classificados como PMS no Mercado de Transporte de Dados em Alta Capacidade, conforme Plano Geral de Metas de Competição (PGMC). (Incluído pela Resolução nº 767, de 7 de agosto de 2024)",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2-2_cpt
"PAR","res_anatel_740_2020.anexo1, Art. 2º-B., § 1º",34,35,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] O disposto neste artigo se aplica independentemente do porte das prestadoras e operadoras mencionadas no caput. (Incluído pela Resolução nº 767, de 7 de agosto de 2024)",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2-2_par1
"PAR","res_anatel_740_2020.anexo1, Art. 2º-B., § 2º",36,37,"[ DAS DISPOSIÇÕES GERAIS | Da Abrangência | ] Após levantamento prévio, a Superintendência responsável expedirá portaria identificando nominalmente o rol das prestadoras e operadoras que se submeterão ao cumprimento das disposições referidas no caput. (Incluído pela Resolução nº 767, de 7 de agosto de 2024)",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2020-12-21;740!anexo1!art2-2_par2
