Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ART","decreto_12308_2024, Art. 2º",7,20,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 2º Compete ao CITDigital: I – submeter ao Presidente da República diretrizes e propostas para políticas públicas destinadas à transformação digital; II – apreciar as propostas e o planejamento de ações relacionadas à transformação digital a serem executadas pela administração pública federal, a fim de propor ao Presidente da República prioridades para os programas e os projetos que os integrem; III – informar o Presidente da República sobre o acompanhamento das ações de governo para a implementação da Estratégia Brasileira para a Transformação Digital – E-Digital; IV – revisar as ações de governo para a implementação da E-Digital; e V – estabelecer a orientação do Governo nos assuntos e nas atividades relacionadas à transformação digital.",urn:lex:br:federal:decreto:2024-12-11;12308!art2
"ART","decreto_12308_2024, Art. 3º",21,32,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 3º A E-Digital consiste em um conjunto de recomendações estratégicas com vistas a orientar as iniciativas do Poder Executivo federal em transformação digital, com os objetivos de: I – ampliar o acesso a serviços públicos; II – promover os direitos do cidadão; III – fortalecer a democracia e a participação social; e IV – garantir o desenvolvimento socioeconômico soberano, sustentável e inclusivo, com inovação e aumento da competitividade, da autonomia produtiva e tecnológica e dos níveis de emprego e de renda no País.",urn:lex:br:federal:decreto:2024-12-11;12308!art3
"ART","decreto_12308_2024, Art. 4º",33,44,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 4º O CITDigital é composto pelas seguintes instâncias: I – Plenário; II – Comitê Executivo; III – Câmaras Técnicas; e IV – Conselho Consultivo para a Transformação Digital.",urn:lex:br:federal:decreto:2024-12-11;12308!art4
"ART","decreto_12308_2024, Art. 5º",45,66,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: I – Casa Civil, que o presidirá; II – Ministério da Ciência, Tecnologia e Inovação; III – Ministério das Comunicações; IV – Ministério do Desenvolvimento, Indústria, Comércio e Serviços; V – Ministério da Fazenda; VI – Ministério da Gestão e da Inovação em Serviços Públicos; VII – Ministério da Justiça e Segurança Pública; e VIII – Secretaria de Comunicação Social da Presidência da República. Parágrafo único. Os membros do Plenário serão representados, em suas ausências e seus impedimentos, por seus substitutos legais.",urn:lex:br:federal:decreto:2024-12-11;12308!art5
"ART","decreto_12308_2024, Art. 6º",67,76,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 6º O Plenário se reunirá, em caráter ordinário, semestralmente e, em caráter extraordinário, mediante convocação de seu Presidente. § 1º O quórum de reunião do Plenário é de maioria absoluta e o quórum de aprovação é de maioria simples. § 2º Na hipótese de empate, além do voto ordinário, o Presidente do Plenário terá o voto de qualidade. § 3º O Presidente do Plenário poderá convidar representantes de outros órgãos e entidades, públicas e privadas, e da sociedade civil, quando da pauta constar assunto de sua área de atuação ou a critério de seu Presidente, para participar de suas reuniões, sem direito a voto.",urn:lex:br:federal:decreto:2024-12-11;12308!art6
"ART","decreto_12308_2024, Art. 7º",77,94,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 7º Compete ao Comitê Executivo do CITDigital: I – monitorar a implementação da E-Digital e submeter o resultado ao CITDigital; II – propor e planejar ações de governo para a transformação digital e indicar prioridades; III – promover o alinhamento do Poder Executivo federal, de modo a contribuir com a elaboração das posições brasileiras em negociações internacionais sobre a matéria; IV – prestar contas anuais dos seus trabalhos ao CITDigital; V – instituir grupos de trabalho e estabelecer prazo determinado de seu funcionamento, sua composição e seus objetivos específicos; VI – instituir novas câmaras técnicas e estabelecer seus temas de acompanhamento, sua coordenação e sua composição; e VII – promover estudos, elaborar manifestações e propor ao Plenário medidas relativas aos assuntos e às atividades relacionadas à transformação digital.",urn:lex:br:federal:decreto:2024-12-11;12308!art7
"ART","decreto_12308_2024, Art. 8º",95,104,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 8º O Comitê Executivo será composto por um representante titular e o respectivo suplente dos órgãos de que trata o art. 5º. § 1º A coordenação do Comitê Executivo será exercida pela Casa Civil. § 2º Os membros do Comitê Executivo serão indicados pelos titulares dos órgãos que representam e deverão ser ocupantes de Função Comissionada Executiva – FCE ou Cargo Comissionado Executivo – CCE de nível 17 ou superior, e os respectivos suplentes deverão ser ocupantes de FCE ou CCE de nível 15 ou superior. § 3º Os membros do Comitê Executivo e os respectivos suplentes serão designados em ato do Ministro de Estado da Casa Civil.",urn:lex:br:federal:decreto:2024-12-11;12308!art8
"ART","decreto_12308_2024, Art. 9º",105,116,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 9º São Câmaras Técnicas do CITDigital: I – Transformação Digital do Estado, coordenada pelo Ministério da Gestão e da Inovação em Serviços Públicos; II – Economia Digital, coordenada pelo Ministério do Desenvolvimento, Indústria, Comércio e Serviços; e III – Cidadania Digital e Democracia, coordenada pela Casa Civil. Parágrafo único. A composição das Câmaras Técnicas será estabelecida em ato do Coordenador do Comitê Executivo.",urn:lex:br:federal:decreto:2024-12-11;12308!art9
"ART","decreto_12308_2024, Art. 10.",117,122,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 10. O Conselho Consultivo para a Transformação Digital será composto por especialistas e representantes com notório saber da comunidade científica, da sociedade civil e do setor produtivo. Parágrafo único. A composição do Conselho Consultivo será estabelecida em ato do Coordenador do Comitê Executivo.",urn:lex:br:federal:decreto:2024-12-11;12308!art10
"ART","decreto_12308_2024, Art. 11.",123,126,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 11. Compete ao Conselho Consultivo assessorar o Plenário e o Comitê Executivo do CITDigital.",urn:lex:br:federal:decreto:2024-12-11;12308!art11
"ART","decreto_12308_2024, Art. 12.",127,130,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 12. A participação no CITDigital será considerada prestação de serviço público relevante, não remunerada.",urn:lex:br:federal:decreto:2024-12-11;12308!art12
"ART","decreto_12308_2024, Art. 13.",131,134,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 13. A E-Digital, aprovada pela Portaria nº 6.543, de 16 de novembro de 2022, do Ministério da Ciência, Tecnologia e Inovação, permanece válida até a sua próxima revisão.",urn:lex:br:federal:decreto:2024-12-11;12308!art13
"ART","decreto_12308_2024, Art. 14.",135,148,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 14. Ficam revogados: I – o Decreto nº 9.319, de 21 de março de 2018; II – o Decreto nº 9.804, de 23 de maio de 2019; III – o art. 9º do Decreto nº 10.332, de 28 de abril de 2020; IV – o Decreto nº 10.782, de 30 de agosto de 2021; e V – o art. 22 do Decreto nº 12.069, de 21 de junho de 2024.",urn:lex:br:federal:decreto:2024-12-11;12308!art14
"ART","decreto_12308_2024, Art. 15.",149,152,"[ Institui o Comitê Interministerial para a Transformação Digital. | ] Art. 15. Este Decreto entra em vigor na data de sua publicação.",urn:lex:br:federal:decreto:2024-12-11;12308!art15
"INC","decreto_12308_2024, Art. 2º, caput, Inciso I",9,10,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 2º Compete ao CITDigital: ] I – submeter ao Presidente da República diretrizes e propostas para políticas públicas destinadas à transformação digital;",urn:lex:br:federal:decreto:2024-12-11;12308!art2_cpt_inc1
"INC","decreto_12308_2024, Art. 2º, caput, Inciso II",11,12,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 2º Compete ao CITDigital: ] II – apreciar as propostas e o planejamento de ações relacionadas à transformação digital a serem executadas pela administração pública federal, a fim de propor ao Presidente da República prioridades para os programas e os projetos que os integrem;",urn:lex:br:federal:decreto:2024-12-11;12308!art2_cpt_inc2
"INC","decreto_12308_2024, Art. 2º, caput, Inciso III",13,14,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 2º Compete ao CITDigital: ] III – informar o Presidente da República sobre o acompanhamento das ações de governo para a implementação da Estratégia Brasileira para a Transformação Digital – E-Digital;",urn:lex:br:federal:decreto:2024-12-11;12308!art2_cpt_inc3
"INC","decreto_12308_2024, Art. 2º, caput, Inciso IV",15,16,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 2º Compete ao CITDigital: ] IV – revisar as ações de governo para a implementação da E-Digital; e",urn:lex:br:federal:decreto:2024-12-11;12308!art2_cpt_inc4
"INC","decreto_12308_2024, Art. 2º, caput, Inciso V",17,18,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 2º Compete ao CITDigital: ] V – estabelecer a orientação do Governo nos assuntos e nas atividades relacionadas à transformação digital.",urn:lex:br:federal:decreto:2024-12-11;12308!art2_cpt_inc5
"INC","decreto_12308_2024, Art. 3º, caput, Inciso I",23,24,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 3º A E-Digital consiste em um conjunto de recomendações estratégicas com vistas a orientar as iniciativas do Poder Executivo federal em transformação digital, com os objetivos de: ] I – ampliar o acesso a serviços públicos;",urn:lex:br:federal:decreto:2024-12-11;12308!art3_cpt_inc1
"INC","decreto_12308_2024, Art. 3º, caput, Inciso II",25,26,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 3º A E-Digital consiste em um conjunto de recomendações estratégicas com vistas a orientar as iniciativas do Poder Executivo federal em transformação digital, com os objetivos de: ] II – promover os direitos do cidadão;",urn:lex:br:federal:decreto:2024-12-11;12308!art3_cpt_inc2
"INC","decreto_12308_2024, Art. 3º, caput, Inciso III",27,28,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 3º A E-Digital consiste em um conjunto de recomendações estratégicas com vistas a orientar as iniciativas do Poder Executivo federal em transformação digital, com os objetivos de: ] III – fortalecer a democracia e a participação social; e",urn:lex:br:federal:decreto:2024-12-11;12308!art3_cpt_inc3
"INC","decreto_12308_2024, Art. 3º, caput, Inciso IV",29,30,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 3º A E-Digital consiste em um conjunto de recomendações estratégicas com vistas a orientar as iniciativas do Poder Executivo federal em transformação digital, com os objetivos de: ] IV – garantir o desenvolvimento socioeconômico soberano, sustentável e inclusivo, com inovação e aumento da competitividade, da autonomia produtiva e tecnológica e dos níveis de emprego e de renda no País.",urn:lex:br:federal:decreto:2024-12-11;12308!art3_cpt_inc4
"INC","decreto_12308_2024, Art. 4º, caput, Inciso I",35,36,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 4º O CITDigital é composto pelas seguintes instâncias: ] I – Plenário;",urn:lex:br:federal:decreto:2024-12-11;12308!art4_cpt_inc1
"INC","decreto_12308_2024, Art. 4º, caput, Inciso II",37,38,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 4º O CITDigital é composto pelas seguintes instâncias: ] II – Comitê Executivo;",urn:lex:br:federal:decreto:2024-12-11;12308!art4_cpt_inc2
"INC","decreto_12308_2024, Art. 4º, caput, Inciso III",39,40,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 4º O CITDigital é composto pelas seguintes instâncias: ] III – Câmaras Técnicas; e",urn:lex:br:federal:decreto:2024-12-11;12308!art4_cpt_inc3
"INC","decreto_12308_2024, Art. 4º, caput, Inciso IV",41,42,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 4º O CITDigital é composto pelas seguintes instâncias: ] IV – Conselho Consultivo para a Transformação Digital.",urn:lex:br:federal:decreto:2024-12-11;12308!art4_cpt_inc4
"INC","decreto_12308_2024, Art. 5º, caput, Inciso I",47,48,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] I – Casa Civil, que o presidirá;",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc1
"INC","decreto_12308_2024, Art. 5º, caput, Inciso II",49,50,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] II – Ministério da Ciência, Tecnologia e Inovação;",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc2
"INC","decreto_12308_2024, Art. 5º, caput, Inciso III",51,52,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] III – Ministério das Comunicações;",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc3
"INC","decreto_12308_2024, Art. 5º, caput, Inciso IV",53,54,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] IV – Ministério do Desenvolvimento, Indústria, Comércio e Serviços;",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc4
"INC","decreto_12308_2024, Art. 5º, caput, Inciso V",55,56,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] V – Ministério da Fazenda;",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc5
"INC","decreto_12308_2024, Art. 5º, caput, Inciso VI",57,58,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] VI – Ministério da Gestão e da Inovação em Serviços Públicos;",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc6
"INC","decreto_12308_2024, Art. 5º, caput, Inciso VII",59,60,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] VII – Ministério da Justiça e Segurança Pública; e",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc7
"INC","decreto_12308_2024, Art. 5º, caput, Inciso VIII",61,62,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 5º O Plenário é composto pelos Ministros de Estado dos seguintes órgãos: ] VIII – Secretaria de Comunicação Social da Presidência da República.",urn:lex:br:federal:decreto:2024-12-11;12308!art5_cpt_inc8
"INC","decreto_12308_2024, Art. 7º, caput, Inciso I",79,80,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] I – monitorar a implementação da E-Digital e submeter o resultado ao CITDigital;",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc1
"INC","decreto_12308_2024, Art. 7º, caput, Inciso II",81,82,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] II – propor e planejar ações de governo para a transformação digital e indicar prioridades;",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc2
"INC","decreto_12308_2024, Art. 7º, caput, Inciso III",83,84,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] III – promover o alinhamento do Poder Executivo federal, de modo a contribuir com a elaboração das posições brasileiras em negociações internacionais sobre a matéria;",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc3
"INC","decreto_12308_2024, Art. 7º, caput, Inciso IV",85,86,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] IV – prestar contas anuais dos seus trabalhos ao CITDigital;",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc4
"INC","decreto_12308_2024, Art. 7º, caput, Inciso V",87,88,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] V – instituir grupos de trabalho e estabelecer prazo determinado de seu funcionamento, sua composição e seus objetivos específicos;",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc5
"INC","decreto_12308_2024, Art. 7º, caput, Inciso VI",89,90,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] VI – instituir novas câmaras técnicas e estabelecer seus temas de acompanhamento, sua coordenação e sua composição; e",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc6
"INC","decreto_12308_2024, Art. 7º, caput, Inciso VII",91,92,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 7º Compete ao Comitê Executivo do CITDigital: ] VII – promover estudos, elaborar manifestações e propor ao Plenário medidas relativas aos assuntos e às atividades relacionadas à transformação digital.",urn:lex:br:federal:decreto:2024-12-11;12308!art7_cpt_inc7
"INC","decreto_12308_2024, Art. 9º, caput, Inciso I",107,108,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 9º São Câmaras Técnicas do CITDigital: ] I – Transformação Digital do Estado, coordenada pelo Ministério da Gestão e da Inovação em Serviços Públicos;",urn:lex:br:federal:decreto:2024-12-11;12308!art9_cpt_inc1
"INC","decreto_12308_2024, Art. 9º, caput, Inciso II",109,110,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 9º São Câmaras Técnicas do CITDigital: ] II – Economia Digital, coordenada pelo Ministério do Desenvolvimento, Indústria, Comércio e Serviços; e",urn:lex:br:federal:decreto:2024-12-11;12308!art9_cpt_inc2
"INC","decreto_12308_2024, Art. 9º, caput, Inciso III",111,112,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 9º São Câmaras Técnicas do CITDigital: ] III – Cidadania Digital e Democracia, coordenada pela Casa Civil.",urn:lex:br:federal:decreto:2024-12-11;12308!art9_cpt_inc3
"INC","decreto_12308_2024, Art. 14., caput, Inciso I",137,138,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 14. Ficam revogados: ] I – o Decreto nº 9.319, de 21 de março de 2018;",urn:lex:br:federal:decreto:2024-12-11;12308!art14_cpt_inc1
"INC","decreto_12308_2024, Art. 14., caput, Inciso II",139,140,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 14. Ficam revogados: ] II – o Decreto nº 9.804, de 23 de maio de 2019;",urn:lex:br:federal:decreto:2024-12-11;12308!art14_cpt_inc2
"INC","decreto_12308_2024, Art. 14., caput, Inciso III",141,142,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 14. Ficam revogados: ] III – o art. 9º do Decreto nº 10.332, de 28 de abril de 2020;",urn:lex:br:federal:decreto:2024-12-11;12308!art14_cpt_inc3
"INC","decreto_12308_2024, Art. 14., caput, Inciso IV",143,144,"[ Institui o Comitê Interministerial para a Transformação Digital. | Art. 14. Ficam revogados: ] IV – o Decreto nº 10.782, de 30 de agosto de 2021; e",urn:lex:br:federal:decreto:2024-12-11;12308!art14_cpt_inc4
