Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_9294_19960715, Art. 3º, § 4º",38,39,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Nas embalagens, as cláusulas de advertência a que se refere o § 2º deste artigo serão seqüencialmente usadas, de forma simultânea ou rotativa, nesta última hipótese devendo variar no máximo a cada cinco meses, inseridas, de forma legível e ostensivamente destacada, em uma das laterais dos maços, carteiras ou pacotes que sejam habitualmente comercializados diretamente ao consumidor.",urn:lex:br:federal:lei:1996-07-15;9294!art3_par4
"PAR","lei_9294_19960715, Art. 3º, § 5º",40,41,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Nas embalagens de produtos fumígenos vendidas diretamente ao consumidor, as cláusulas de advertência a que se refere o § 2º deste artigo serão sequencialmente usadas, de forma simultânea ou rotativa, nesta última hipótese devendo variar no máximo a cada 5 (cinco) meses, inseridas, de forma legível e ostensivamente destacada, em 100% (cem por cento) de sua face posterior e de uma de suas laterais. (Parágrafo com redação dada pela Lei nº 12.546, de 14.12.2011)",urn:lex:br:federal:lei:1996-07-15;9294!art3_par5
"PAR","lei_9294_19960715, Art. 3º, § 6º",42,43,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A partir de 1º de janeiro de 2016, além das cláusulas de advertência mencionadas no § 5º deste artigo, nas embalagens de produtos fumígenos vendidas diretamente ao consumidor também deverá ser impresso um texto de advertência adicional ocupando 30% (trinta por cento) da parte inferior de sua face frontal. (Parágrafo acrescido pela Lei nº 12.546, de 14.12.2011)",urn:lex:br:federal:lei:1996-07-15;9294!art3_par6
"PAR","lei_9294_19960715, Art. 3º, § 7º",44,45,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] (VETADO na Lei nº 12.546, de 14.12.2011)",urn:lex:br:federal:lei:1996-07-15;9294!art3_par7
"CPT","lei_9294_19960715, Art. 3º-A., caput",48,67,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Quanto aos produtos referidos no art. 2º desta Lei, são proibidos: (Artigo acrescido pela Lei nº 10.167, de 27.12.2000) a venda por via postal; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) a distribuição de qualquer tipo de amostra ou brinde; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) a propaganda por meio eletrônico, inclusive internet; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) a realização de visita promocional ou distribuição gratuita em estabelecimento de ensino ou local público; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) o patrocínio de atividade cultural ou esportiva; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) a propaganda fixa ou móvel em estádio, pista, palco ou local similar; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) a propaganda indireta contratada, também denominada ""merchandising"", nos programas produzidos no País após a publicação desta Lei, em qualquer horário; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) a comercialização em estabelecimento de ensino, em estabelecimento de saúde e em órgãos ou entidades da Administração Pública; (Inciso acrescido pela Lei nº 10.167, de 27.12.2000 e com nova redação dada pela Lei n.º 10.702, de 14.7.2003) a venda a menores de dezoito anos. (Inciso acrescido pela Lei n.º 10.702, de 14.7.2003)",urn:lex:br:federal:lei:1996-07-15;9294!art3-1_cpt
"PAR","lei_9294_19960715, Art. 3º-A., § 1º",68,69,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Até 30 de setembro de 2005, o disposto nos incisos V e VI não se aplica no caso de eventos esportivos internacionais que não tenham sede fixa em um único país e sejam organizados ou realizados por instituições estrangeiras. (Parágrafo acrescido pela Lei n.º 10.702, de 14.7.2003)",urn:lex:br:federal:lei:1996-07-15;9294!art3-1_par1
"PAR","lei_9294_19960715, Art. 3º-A., § 2º",70,71,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] É facultado ao Ministério da Saúde afixar, nos locais dos eventos esportivos a que se refere o § 1º, propaganda fixa com mensagem de advertência escrita que observará os conteúdos a que se refere o § 2º do art. 3ºC, cabendo aos responsáveis pela sua organização assegurar os locais para a referida afixação. (Parágrafo acrescido pela Lei n.º 10.702, de 14.7.2003)",urn:lex:br:federal:lei:1996-07-15;9294!art3-1_par2
"CPT","lei_9294_19960715, Art. 3º-B., caput",74,75,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Somente será permitida a comercialização de produtos fumígenos que ostentem em sua embalagem a identificação junto à Agência Nacional de Vigilância Sanitária, na forma do regulamento. (Artigo acrescido pela Lei nº 10.167, de 27.12.2000)",urn:lex:br:federal:lei:1996-07-15;9294!art3-2_cpt
"CPT","lei_9294_19960715, Art. 3º-C., caput",78,79,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A aplicação do disposto no § 1º do art. 3ºA, bem como a transmissão ou retransmissão, por televisão, em território brasileiro, de eventos culturais ou esportivos com imagens geradas no estrangeiro patrocinados por empresas ligadas a produtos fumígenos, exige a veiculação gratuita pelas emissoras de televisão, durante a transmissão do evento, de mensagem de advertência sobre os malefícios do fumo.",urn:lex:br:federal:lei:1996-07-15;9294!art3-3_cpt
"PAR","lei_9294_19960715, Art. 3º-C., § 1º",80,81,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Na abertura e no encerramento da transmissão do evento, será veiculada mensagem de advertência, cujo conteúdo será definido pelo Ministério da Saúde, com duração não inferior a trinta segundos em cada inserção.",urn:lex:br:federal:lei:1996-07-15;9294!art3-3_par1
"PAR","lei_9294_19960715, Art. 3º-C., § 2º",82,99,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A cada intervalo de quinze minutos será veiculada, sobreposta à respectiva transmissão, mensagem de advertência escrita e falada sobre os malefícios do fumo com duração não inferior a quinze segundos em cada inserção, por intermédio das seguintes frases e de outras a serem definidas na regulamentação, usadas seqüencialmente, todas precedidas da afirmação ""O Ministério da Saúde adverte"": ""fumar causa mau hálito, perda de dentes e câncer de boca""; ""fumar causa câncer de pulmão""; ""fumar causa infarto do coração""; ""fumar na gravidez prejudica o bebê""; ""em gestantes, o cigarro provoca partos prematuros, o nascimento de crianças com peso abaixo do normal e facilidade de contrair asma""; ""crianças começam a fumar ao verem os adultos fumando""; ""a nicotina é droga e causa dependência""; e ""fumar causa impotência sexual"".",urn:lex:br:federal:lei:1996-07-15;9294!art3-3_par2
"PAR","lei_9294_19960715, Art. 3º-C., § 3º",100,101,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Considera-se, para os efeitos desse artigo, integrantes do evento os treinos livres ou oficiais, os ensaios, as reapresentações e os compactos. (Artigo acrescido pela Lei n.º 10.702, de 14.7.2003)",urn:lex:br:federal:lei:1996-07-15;9294!art3-3_par3
"CPT","lei_9294_19960715, Art. 4º, caput",104,105,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Somente será permitida a propaganda comercial de bebidas alcoólicas nas emissoras de rádio e televisão entre as vinte e uma e as seis horas.",urn:lex:br:federal:lei:1996-07-15;9294!art4_cpt
"PAR","lei_9294_19960715, Art. 4º, § 1º",106,107,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A propaganda de que trata este artigo não poderá associar o produto ao esporte olímpico ou de competição, ao desempenho saudável de qualquer atividade, à condução de veículos e a imagens ou idéias de maior êxito ou sexualidade das pessoas.",urn:lex:br:federal:lei:1996-07-15;9294!art4_par1
"PAR","lei_9294_19960715, Art. 4º, § 2º",108,109,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Os rótulos das embalagens de bebidas alcoólicas conterão advertência nos seguintes termos: ""Evite o Consumo Excessivo de Álcool"".",urn:lex:br:federal:lei:1996-07-15;9294!art4_par2
"CPT","lei_9294_19960715, Art. 4º-A., caput",112,113,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Na parte interna dos locais em que se vende bebida alcoólica, deverá ser afixado advertência escrita de forma legível e ostensiva de que é crime dirigir sob a influência de álcool, punível com detenção. (Artigo acrescido pela Lei nº 11.705, de 19.6.2008)",urn:lex:br:federal:lei:1996-07-15;9294!art4-1_cpt
"CPT","lei_9294_19960715, Art. 5º, caput",116,117,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] As chamadas e caracterizações de patrocínio dos produtos indicados nos artigos 2º e 4º, para eventos alheios à programação normal ou rotineira das emissoras de rádio e televisão, poderão ser feitas em qualquer horário, desde que identificadas apenas com a marca ou ""slogan"" do produto, sem recomendação do seu consumo.",urn:lex:br:federal:lei:1996-07-15;9294!art5_cpt
"PAR","lei_9294_19960715, Art. 5º, § 1º",118,119,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] As restrições deste artigo aplicam-se à propaganda estática existente em estádios, veículos de competição e locais similares.",urn:lex:br:federal:lei:1996-07-15;9294!art5_par1
"PAR","lei_9294_19960715, Art. 5º, § 2º",120,121,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Nas condições do caput, as chamadas e caracterizações de patrocínio dos produtos estarão liberados da exigência do § 2º do art. 3º desta Lei.",urn:lex:br:federal:lei:1996-07-15;9294!art5_par2
"CPT","lei_9294_19960715, Art. 6º, caput",124,125,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] É vedada a utilização de trajes esportivos, relativamente a esportes olímpicos, para veicular a propaganda dos produtos de que trata esta Lei.",urn:lex:br:federal:lei:1996-07-15;9294!art6_cpt
"CPT","lei_9294_19960715, Art. 7º, caput",128,129,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A propaganda de medicamentos e terapias de qualquer tipo ou espécie poderá ser feita em publicações especializadas dirigidas direta e especificamente a profissionais e instituições de saúde.",urn:lex:br:federal:lei:1996-07-15;9294!art7_cpt
"PAR","lei_9294_19960715, Art. 7º, § 1º",130,131,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Os medicamentos anódinos e de venda livre, assim classificados pelo órgão competente do Ministério da Saúde, poderão ser anunciados nos órgãos de comunicação social com as advertências quanto ao seu abuso, conforme indicado pela autoridade classificatória.",urn:lex:br:federal:lei:1996-07-15;9294!art7_par1
"PAR","lei_9294_19960715, Art. 7º, § 2º",132,133,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A propaganda dos medicamentos referidos neste artigo não poderá conter afirmações que não sejam passíveis de comprovação científica, nem poderá utilizar depoimentos de profissionais que não sejam legalmente qualificados para fazê-lo.",urn:lex:br:federal:lei:1996-07-15;9294!art7_par2
"PAR","lei_9294_19960715, Art. 7º, § 3º",134,135,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Os produtos fitoterápicos da flora medicinal brasileira que se enquadram no disposto no § 1º deste artigo deverão apresentar comprovação científica dos seus efeitos terapêuticos no prazo de cinco anos da publicação desta Lei, sem o que sua propaganda será automaticamente vedada.",urn:lex:br:federal:lei:1996-07-15;9294!art7_par3
"PAR","lei_9294_19960715, Art. 7º, § 4º",136,137,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] É permitida a propaganda de medicamentos genéricos em campanhas publicitárias patrocinadas pelo Ministério da Saúde e nos recintos dos estabelecimentos autorizados a dispensá-los, com indicação do medicamento de referência. (Parágrafo acrescido pela Medida Provisória nº 2.190-34)",urn:lex:br:federal:lei:1996-07-15;9294!art7_par4
"PAR","lei_9294_19960715, Art. 7º, § 5º",138,139,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Toda a propaganda de medicamentos conterá obrigatoriamente advertência indicando que, a persistirem os sintomas, o médico deverá ser consultado. (Primitivo § 4º renumerado pela Medida Provisória nº 2.190-34, de 23.8.2001)",urn:lex:br:federal:lei:1996-07-15;9294!art7_par5
"CPT","lei_9294_19960715, Art. 8º, caput",142,143,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] A propaganda de defensivos agrícolas que contenham produtos de efeito tóxico, mediato ou imediato, para o ser humano, deverá restringir-se a programas e publicações dirigidas aos agricultores e pecuaristas, contendo completa explicação sobre a sua aplicação, precauções no emprego, consumo ou utilização, segundo o que dispuser o órgão competente do Ministério da Agricultura e do Abastecimento, sem prejuízo das normas estabelecidas pelo Ministério da Saúde ou outro órgão do Sistema Único de Saúde.",urn:lex:br:federal:lei:1996-07-15;9294!art8_cpt
"CPT","lei_9294_19960715, Art. 9º, caput",146,161,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Aplicam-se ao infrator desta Lei, sem prejuízo de outras penalidades previstas na legislação em vigor, especialmente no Código de Defesa do Consumidor e na Legislação de Telecomunicações, as seguintes sanções: (“Caput” do artigo com redação dada pela Lei nº 10.167, de 27.12.2000) advertência; (Inciso com redação dada pela Lei nº 10.167, de 27.12.2000) suspensão, no veículo de divulgação da publicidade, de qualquer outra propaganda do produto, por prazo de até trinta dias; (Inciso com redação dada pela Lei nº 10.167, de 27.12.2000) obrigatoriedade de veiculação de retificação ou esclarecimento para compensar propaganda distorcida ou de má-fé; (Inciso com redação dada pela Lei nº 10.167, de 27.12.2000) apreensão do produto; (Inciso com redação dada pela Lei nº 10.167, de 27.12.2000) multa, de R$ 5.000,00 (cinco mil reais) a R$ 100.000,00 (cem mil reais), aplicada conforme a capacidade econômica do infrator; (Inciso com redação dada pela Lei nº 10.167, de 27.12.2000) suspensão da programação da emissora de rádio e televisão, pelo tempo de dez minutos, por cada minuto ou fração de duração da propaganda transmitida em desacordo com esta Lei, observando-se o mesmo horário. (Inciso acrescido pela Lei nº 10.167, de 27.12.2000) no caso de violação do disposto no inciso IX do artigo 3ºA, as sanções previstas na Lei no 6.437, de 20 de agosto de 1977, sem prejuízo do disposto no art. 243 da Lei no 8.069, de 13 de julho de 1990. (Inciso acrescido pela Lei n.º 10.702, de 14.7.2003)",urn:lex:br:federal:lei:1996-07-15;9294!art9_cpt
"PAR","lei_9294_19960715, Art. 9º, § 1º",162,163,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] As sanções previstas neste artigo poderão ser aplicadas gradativamente, e, na reincidência, cumulativamente, de acordo com as especificidades do infrator.",urn:lex:br:federal:lei:1996-07-15;9294!art9_par1
"PAR","lei_9294_19960715, Art. 9º, § 2º",164,165,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Em qualquer caso, a peça publicitária fica definitivamente vetada.",urn:lex:br:federal:lei:1996-07-15;9294!art9_par2
"PAR","lei_9294_19960715, Art. 9º, § 3º",166,167,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Considera-se infrator, para os efeitos desta Lei, toda e qualquer pessoa natural ou jurídica que, de forma direta ou indireta, seja responsável pela divulgação da peça publicitária ou pelo respectivo veículo de comunicação. (Parágrafo com redação dada pela Lei nº 10.167, de 27.12.2000)",urn:lex:br:federal:lei:1996-07-15;9294!art9_par3
"PAR","lei_9294_19960715, Art. 9º, § 4º",168,177,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] Compete à autoridade sanitária municipal aplicar as sanções previstas neste artigo, na forma do art. 12 da Lei nº 6.437, de 20 de agosto de 1977, ressalvada a competência exclusiva ou concorrente: do órgão de vigilância sanitária do Ministério da Saúde, inclusive quanto às sanções aplicáveis às agências de publicidade, responsáveis por propaganda de âmbito nacional; do órgão de regulamentação da aviação civil do Ministério da Defesa, em relação a infrações verificadas no interior de aeronaves; do órgão do Ministério das Comunicações responsável pela fiscalização das emissoras de rádio e televisão; do órgão de regulamentação de transportes do Ministério dos Transportes, em relação a infrações ocorridas no interior de transportes rodoviários, ferroviários e aquaviários de passageiros. (Parágrafo acrescido pela Lei nº 10.167, de 27.12.2000)",urn:lex:br:federal:lei:1996-07-15;9294!art9_par4
"PAR","lei_9294_19960715, Art. 9º, § 5º",178,179,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] O Poder Executivo definirá as competências dos órgãos e entidades da administração federal encarregados em aplicar as sanções deste artigo. (Parágrafo acrescido pela Lei n.º 10.702, de 14.7.2003)",urn:lex:br:federal:lei:1996-07-15;9294!art9_par5
"CPT","lei_9294_19960715, Art. 10., caput",182,183,"[ Dispõe sobre as Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas, nos Termos do § 4º do art. 220 da Constituição Federal. | ] O Poder Executivo regulamentará esta Lei no prazo máximo de sessenta dias de sua publicação.",urn:lex:br:federal:lei:1996-07-15;9294!art10_cpt
