Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_10052_20001128, Art. 2º, § 9º",36,37,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] As despesas operacionais de planejamento, prospecção, análise e estruturação de operações, contratação, aplicação de recursos, acompanhamento de operações contratadas, avaliação de operações e divulgação de resultados, necessárias à implantação e manutenção das atividades do Funttel, não poderão ultrapassar o montante correspondente a 5% (cinco por cento) dos recursos arrecadados anualmente. (Parágrafo acrescido pela Lei nº 10.332, de 19.12.2001)",urn:lex:br:federal:lei:2000-11-28;10052!art2_par9
"CPT","lei_10052_20001128, Art. 3º, caput",40,55,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Compete ao Conselho Gestor: aprovar as normas de aplicação de recursos do Fundo em programas, projetos e atividades prioritárias na área de telecomunicações, em consonância com o disposto no art. 1º desta Lei; aprovar, acompanhar e fiscalizar a execução do Plano de Aplicação de Recursos submetido pelos agentes financeiros e pela Fundação CPQd; submeter, anualmente, ao Ministério das Comunicações a proposta orçamentária do Funttel, para inclusão no projeto de lei orçamentária anual a que se refere o § 5º do art. 165 da Constituição Federal, observados os objetivos definidos no art. 1º desta Lei, as políticas de desenvolvimento tecnológico fixadas pelos Poderes Executivo e Legislativo e a existência de linhas de crédito; prestar conta da execução orçamentária e financeira do Funttel; propor a regulamentação dos dispositivos desta Lei, no âmbito de sua competência; aprovar seu regimento interno; decidir sobre outros assuntos de interesse do Funttel.",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt
"CPT","lei_10052_20001128, Art. 4º, caput",58,75,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Constituem receitas do Fundo: dotações consignadas na lei orçamentária anual e seus créditos adicionais; (VETADO) contribuição de meio por cento sobre a receita bruta das empresas prestadoras de serviços de telecomunicações, nos regimes público e privado, excluindo-se, para determinação da base de cálculo, as vendas canceladas, os descontos concedidos, o Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS), a contribuição ao Programa de Integração Social (PIS) e a Contribuição para o Financiamento da Seguridade Social (Confins); contribuição de um por cento devida pelas instituições autorizadas na forma da lei, sobre a arrecadação bruta de eventos participativos realizados por meio de ligações telefônicas; o produto de rendimento de aplicações do próprio Fundo; o produto da remuneração de recursos repassados aos agentes aplicadores; doações; outras que lhe vierem a ser destinadas.",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt
"PAR","lei_10052_20001128, Art. 4º, Parágrafo único.",76,77,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] O patrimônio inicial do Funttel será constituído mediante a transferência de R$100.000.000,00 (cem milhões de reais) oriundos do Fistel.",urn:lex:br:federal:lei:2000-11-28;10052!art4_par1u
"CPT","lei_10052_20001128, Art. 5º, caput",80,81,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] (VETADO)",urn:lex:br:federal:lei:2000-11-28;10052!art5_cpt
"CPT","lei_10052_20001128, Art. 6º, caput",84,85,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Os recursos do Fundo serão aplicados exclusivamente no interesse do setor de telecomunicações.",urn:lex:br:federal:lei:2000-11-28;10052!art6_cpt
"PAR","lei_10052_20001128, Art. 6º, § 1º",86,87,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] A partir de 1º de agosto de 2001, vinte por cento dos recursos do Fundo serão alocados diretamente à Fundação CPQd.",urn:lex:br:federal:lei:2000-11-28;10052!art6_par1
"PAR","lei_10052_20001128, Art. 6º, § 2º",88,89,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] A partir de 1º de agosto de 2002, é facultado ao Conselho Gestor alterar o percentual definido no § 1º, levando em consideração a necessidade de recursos para preservação da capacidade de pesquisa e desenvolvimento tecnológico da Fundação CPQd, nos termos do art. 190 da Lei nº 9.472, de 16 de julho de 1997.",urn:lex:br:federal:lei:2000-11-28;10052!art6_par2
"PAR","lei_10052_20001128, Art. 6º, § 3º",90,91,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Os recursos referidos nos §§ 1º e 2º serão aplicados sob a forma não reembolsável.",urn:lex:br:federal:lei:2000-11-28;10052!art6_par3
"PAR","lei_10052_20001128, Art. 6º, § 4º",92,93,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] A Fundação CPQd apresentará, anualmente, para apreciação do Conselho Gestor, relatório de execução dos Planos de Aplicação de Recursos, na forma que dispuser a regulamentação.",urn:lex:br:federal:lei:2000-11-28;10052!art6_par4
"PAR","lei_10052_20001128, Art. 6º, § 5º",94,95,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] (VETADO)",urn:lex:br:federal:lei:2000-11-28;10052!art6_par5
"PAR","lei_10052_20001128, Art. 6º, § 6º",96,97,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] As contas dos usuários de serviços de telecomunicações deverão indicar, em separado, o valor da contribuição ao Funttel referente aos serviços faturados.",urn:lex:br:federal:lei:2000-11-28;10052!art6_par6
"PAR","lei_10052_20001128, Art. 6º, § 7º",98,99,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] (VETADO)",urn:lex:br:federal:lei:2000-11-28;10052!art6_par7
"CPT","lei_10052_20001128, Art. 7º, caput",102,103,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Os recursos destinados ao Funttel, não utilizados até o final do exercício, apurados no balanço anual, serão transferidos como crédito do mesmo Fundo no exercício seguinte.",urn:lex:br:federal:lei:2000-11-28;10052!art7_cpt
"CPT","lei_10052_20001128, Art. 8º, caput",106,107,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] O Poder Executivo expedirá a regulamentação necessária ao pleno cumprimento desta Lei no prazo de noventa dias.",urn:lex:br:federal:lei:2000-11-28;10052!art8_cpt
"CPT","lei_10052_20001128, Art. 9º, caput",110,111,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Esta Lei entra em vigor cento e vinte dias após a sua publicação.",urn:lex:br:federal:lei:2000-11-28;10052!art9_cpt
"ART","lei_10052_20001128, Art. 1º",1,4,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 1º É instituído o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, de natureza contábil, com o objetivo de estimular o processo de inovação tecnológica, incentivar a capacitação de recursos humanos, fomentar a geração de empregos e promover o acesso de pequenas e médias empresas a recursos de capital, de modo a ampliar a competitividade da indústria brasileira de telecomunicações, nos termos do art. 77 da Lei nº 9.472, de 16 de julho de 1997.",urn:lex:br:federal:lei:2000-11-28;10052!art1
"ART","lei_10052_20001128, Art. 2º",5,38,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 2º O Fundo para o Desenvolvimento Tecnológico das Telecomunicações será administrado por um Conselho Gestor e terá como agentes financeiros o Banco Nacional de Desenvolvimento Econômico e Social - BNDES e a Empresa Financiadora de Estudos e Projetos - Finep. § 1º O Conselho Gestor será constituído pelos seguintes membros: I – um representante do Ministério das Comunicações; II – um representante do Ministério da Ciência e Tecnologia; III – um representante do Ministério do Desenvolvimento, Indústria e Comércio Exterior; IV – um representante da Agência Nacional de Telecomunicações - Anatel; V – um representante do Banco Nacional de Desenvolvimento Econômico e Social - BNDES; VI – um representante da Empresa Financiadora de Estudos e Projetos - Finep. § 2º Cabe ao Poder Executivo nomear os membros do Conselho Gestor do Funttel, devendo a primeira investidura ocorrer no prazo de até noventa dias a partir da publicação desta Lei. § 3º O Conselho Gestor será presidido pelo representante do Ministério das Comunicações e decidirá por maioria absoluta. § 4º O mandato e a forma de investidura dos conselheiros serão definidos em regulamento. § 5º Os agentes financeiros prestarão contas da execução orçamentária e financeira do Fundo ao Conselho Gestor. § 6º Será definida na regulamentação a forma de repasse dos recursos pelos agentes financeiros para a execução dos projetos aprovados. § 7º Os membros do Conselho Gestor não serão remunerados pela atividade exercida no Conselho. § 8º O Ministério das Comunicações prestará ao Conselho todo o apoio técnico, administrativo e financeiro. § 9º As despesas operacionais de planejamento, prospecção, análise e estruturação de operações, contratação, aplicação de recursos, acompanhamento de operações contratadas, avaliação de operações e divulgação de resultados, necessárias à implantação e manutenção das atividades do Funttel, não poderão ultrapassar o montante correspondente a 5% (cinco por cento) dos recursos arrecadados anualmente. (Parágrafo acrescido pela Lei nº 10.332, de 19.12.2001)",urn:lex:br:federal:lei:2000-11-28;10052!art2
"ART","lei_10052_20001128, Art. 3º",39,56,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 3º Compete ao Conselho Gestor: I – aprovar as normas de aplicação de recursos do Fundo em programas, projetos e atividades prioritárias na área de telecomunicações, em consonância com o disposto no art. 1º desta Lei; II – aprovar, acompanhar e fiscalizar a execução do Plano de Aplicação de Recursos submetido pelos agentes financeiros e pela Fundação CPQd; III – submeter, anualmente, ao Ministério das Comunicações a proposta orçamentária do Funttel, para inclusão no projeto de lei orçamentária anual a que se refere o § 5º do art. 165 da Constituição Federal, observados os objetivos definidos no art. 1º desta Lei, as políticas de desenvolvimento tecnológico fixadas pelos Poderes Executivo e Legislativo e a existência de linhas de crédito; IV – prestar conta da execução orçamentária e financeira do Funttel; V – propor a regulamentação dos dispositivos desta Lei, no âmbito de sua competência; VI – aprovar seu regimento interno; VII – decidir sobre outros assuntos de interesse do Funttel.",urn:lex:br:federal:lei:2000-11-28;10052!art3
"ART","lei_10052_20001128, Art. 4º",57,78,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 4º Constituem receitas do Fundo: I – dotações consignadas na lei orçamentária anual e seus créditos adicionais; II – (VETADO) III – contribuição de meio por cento sobre a receita bruta das empresas prestadoras de serviços de telecomunicações, nos regimes público e privado, excluindo-se, para determinação da base de cálculo, as vendas canceladas, os descontos concedidos, o Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS), a contribuição ao Programa de Integração Social (PIS) e a Contribuição para o Financiamento da Seguridade Social (Confins); IV – contribuição de um por cento devida pelas instituições autorizadas na forma da lei, sobre a arrecadação bruta de eventos participativos realizados por meio de ligações telefônicas; V – o produto de rendimento de aplicações do próprio Fundo; VI – o produto da remuneração de recursos repassados aos agentes aplicadores; VII – doações; VIII – outras que lhe vierem a ser destinadas. Parágrafo único. O patrimônio inicial do Funttel será constituído mediante a transferência de R$100.000.000,00 (cem milhões de reais) oriundos do Fistel.",urn:lex:br:federal:lei:2000-11-28;10052!art4
"ART","lei_10052_20001128, Art. 5º",79,82,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 5º (VETADO)",urn:lex:br:federal:lei:2000-11-28;10052!art5
"ART","lei_10052_20001128, Art. 6º",83,100,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 6º Os recursos do Fundo serão aplicados exclusivamente no interesse do setor de telecomunicações. § 1º A partir de 1º de agosto de 2001, vinte por cento dos recursos do Fundo serão alocados diretamente à Fundação CPQd. § 2º A partir de 1º de agosto de 2002, é facultado ao Conselho Gestor alterar o percentual definido no § 1º, levando em consideração a necessidade de recursos para preservação da capacidade de pesquisa e desenvolvimento tecnológico da Fundação CPQd, nos termos do art. 190 da Lei nº 9.472, de 16 de julho de 1997. § 3º Os recursos referidos nos §§ 1º e 2º serão aplicados sob a forma não reembolsável. § 4º A Fundação CPQd apresentará, anualmente, para apreciação do Conselho Gestor, relatório de execução dos Planos de Aplicação de Recursos, na forma que dispuser a regulamentação. § 5º (VETADO) § 6º As contas dos usuários de serviços de telecomunicações deverão indicar, em separado, o valor da contribuição ao Funttel referente aos serviços faturados. § 7º (VETADO)",urn:lex:br:federal:lei:2000-11-28;10052!art6
"ART","lei_10052_20001128, Art. 7º",101,104,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 7º Os recursos destinados ao Funttel, não utilizados até o final do exercício, apurados no balanço anual, serão transferidos como crédito do mesmo Fundo no exercício seguinte.",urn:lex:br:federal:lei:2000-11-28;10052!art7
"ART","lei_10052_20001128, Art. 8º",105,108,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 8º O Poder Executivo expedirá a regulamentação necessária ao pleno cumprimento desta Lei no prazo de noventa dias.",urn:lex:br:federal:lei:2000-11-28;10052!art8
"ART","lei_10052_20001128, Art. 9º",109,112,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | ] Art. 9º Esta Lei entra em vigor cento e vinte dias após a sua publicação.",urn:lex:br:federal:lei:2000-11-28;10052!art9
"INC","lei_10052_20001128, Art. 2º, § 1º, Inciso I",9,10,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 2º § 1º O Conselho Gestor será constituído pelos seguintes membros: ] I – um representante do Ministério das Comunicações;",urn:lex:br:federal:lei:2000-11-28;10052!art2_par1_inc1
"INC","lei_10052_20001128, Art. 2º, § 1º, Inciso II",11,12,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 2º § 1º O Conselho Gestor será constituído pelos seguintes membros: ] II – um representante do Ministério da Ciência e Tecnologia;",urn:lex:br:federal:lei:2000-11-28;10052!art2_par1_inc2
"INC","lei_10052_20001128, Art. 2º, § 1º, Inciso III",13,14,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 2º § 1º O Conselho Gestor será constituído pelos seguintes membros: ] III – um representante do Ministério do Desenvolvimento, Indústria e Comércio Exterior;",urn:lex:br:federal:lei:2000-11-28;10052!art2_par1_inc3
"INC","lei_10052_20001128, Art. 2º, § 1º, Inciso IV",15,16,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 2º § 1º O Conselho Gestor será constituído pelos seguintes membros: ] IV – um representante da Agência Nacional de Telecomunicações - Anatel;",urn:lex:br:federal:lei:2000-11-28;10052!art2_par1_inc4
"INC","lei_10052_20001128, Art. 2º, § 1º, Inciso V",17,18,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 2º § 1º O Conselho Gestor será constituído pelos seguintes membros: ] V – um representante do Banco Nacional de Desenvolvimento Econômico e Social - BNDES;",urn:lex:br:federal:lei:2000-11-28;10052!art2_par1_inc5
"INC","lei_10052_20001128, Art. 2º, § 1º, Inciso VI",19,20,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 2º § 1º O Conselho Gestor será constituído pelos seguintes membros: ] VI – um representante da Empresa Financiadora de Estudos e Projetos - Finep.",urn:lex:br:federal:lei:2000-11-28;10052!art2_par1_inc6
"INC","lei_10052_20001128, Art. 3º, caput, Inciso I",41,42,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] I – aprovar as normas de aplicação de recursos do Fundo em programas, projetos e atividades prioritárias na área de telecomunicações, em consonância com o disposto no art. 1º desta Lei;",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc1
"INC","lei_10052_20001128, Art. 3º, caput, Inciso II",43,44,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] II – aprovar, acompanhar e fiscalizar a execução do Plano de Aplicação de Recursos submetido pelos agentes financeiros e pela Fundação CPQd;",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc2
"INC","lei_10052_20001128, Art. 3º, caput, Inciso III",45,46,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] III – submeter, anualmente, ao Ministério das Comunicações a proposta orçamentária do Funttel, para inclusão no projeto de lei orçamentária anual a que se refere o § 5º do art. 165 da Constituição Federal, observados os objetivos definidos no art. 1º desta Lei, as políticas de desenvolvimento tecnológico fixadas pelos Poderes Executivo e Legislativo e a existência de linhas de crédito;",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc3
"INC","lei_10052_20001128, Art. 3º, caput, Inciso IV",47,48,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] IV – prestar conta da execução orçamentária e financeira do Funttel;",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc4
"INC","lei_10052_20001128, Art. 3º, caput, Inciso V",49,50,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] V – propor a regulamentação dos dispositivos desta Lei, no âmbito de sua competência;",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc5
"INC","lei_10052_20001128, Art. 3º, caput, Inciso VI",51,52,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] VI – aprovar seu regimento interno;",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc6
"INC","lei_10052_20001128, Art. 3º, caput, Inciso VII",53,54,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 3º Compete ao Conselho Gestor: ] VII – decidir sobre outros assuntos de interesse do Funttel.",urn:lex:br:federal:lei:2000-11-28;10052!art3_cpt_inc7
"INC","lei_10052_20001128, Art. 4º, caput, Inciso I",59,60,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] I – dotações consignadas na lei orçamentária anual e seus créditos adicionais;",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc1
"INC","lei_10052_20001128, Art. 4º, caput, Inciso II",61,62,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] II – (VETADO)",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc2
"INC","lei_10052_20001128, Art. 4º, caput, Inciso III",63,64,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] III – contribuição de meio por cento sobre a receita bruta das empresas prestadoras de serviços de telecomunicações, nos regimes público e privado, excluindo-se, para determinação da base de cálculo, as vendas canceladas, os descontos concedidos, o Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS), a contribuição ao Programa de Integração Social (PIS) e a Contribuição para o Financiamento da Seguridade Social (Confins);",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc3
"INC","lei_10052_20001128, Art. 4º, caput, Inciso IV",65,66,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] IV – contribuição de um por cento devida pelas instituições autorizadas na forma da lei, sobre a arrecadação bruta de eventos participativos realizados por meio de ligações telefônicas;",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc4
"INC","lei_10052_20001128, Art. 4º, caput, Inciso V",67,68,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] V – o produto de rendimento de aplicações do próprio Fundo;",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc5
"INC","lei_10052_20001128, Art. 4º, caput, Inciso VI",69,70,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] VI – o produto da remuneração de recursos repassados aos agentes aplicadores;",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc6
"INC","lei_10052_20001128, Art. 4º, caput, Inciso VII",71,72,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] VII – doações;",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc7
"INC","lei_10052_20001128, Art. 4º, caput, Inciso VIII",73,74,"[ Institui o Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel, e dá outras providências. | Art. 4º Constituem receitas do Fundo: ] VIII – outras que lhe vierem a ser destinadas.",urn:lex:br:federal:lei:2000-11-28;10052!art4_cpt_inc8
