Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_12232_20100429, Art. 14., § 1º",195,196,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] O fornecimento de bens ou serviços especializados na conformidade do previsto no caput deste artigo exigirá sempre a apresentação pelo contratado ao contratante de 3 (três) orçamentos obtidos entre pessoas que atuem no mercado do ramo do fornecimento pretendido.",urn:lex:br:federal:lei:2010-04-29;12232!art14_par1
"PAR","lei_12232_20100429, Art. 14., § 2º",197,198,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] No caso do § 1º deste artigo, o contratado procederá à coleta de orçamentos de fornecedores em envelopes fechados, que serão abertos em sessão pública, convocada e realizada sob fiscalização do contratante, sempre que o fornecimento de bens ou serviços tiver valor superior a 0,5% (cinco décimos por cento) do valor global do contrato.",urn:lex:br:federal:lei:2010-04-29;12232!art14_par2
"PAR","lei_12232_20100429, Art. 14., § 3º",199,200,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] O fornecimento de bens ou serviços de valor igual ou inferior a 20% (vinte por cento) do limite previsto na alínea a do inciso II do art. 23 da Lei nº 8.666, de 21 de junho de 1993, está dispensado do procedimento previsto no § 2º deste artigo.",urn:lex:br:federal:lei:2010-04-29;12232!art14_par3
"CPT","lei_12232_20100429, Art. 15., caput",203,204,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] Os custos e as despesas de veiculação apresentados ao contratante para pagamento deverão ser acompanhados da demonstração do valor devido ao veículo, de sua tabela de preços, da descrição dos descontos negociados e dos pedidos de inserção correspondentes, bem como de relatório de checagem de veiculação, a cargo de empresa independente, sempre que possível.",urn:lex:br:federal:lei:2010-04-29;12232!art15_cpt
"PAR","lei_12232_20100429, Art. 15., Parágrafo único.",205,206,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] Pertencem ao contratante as vantagens obtidas em negociação de compra de mídia diretamente ou por intermédio de agência de propaganda, incluídos os eventuais descontos e as bonificações na forma de tempo, espaço ou reaplicações que tenham sido concedidos pelo veículo de divulgação.",urn:lex:br:federal:lei:2010-04-29;12232!art15_par1u
"CPT","lei_12232_20100429, Art. 16., caput",209,210,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] As informações sobre a execução do contrato, com os nomes dos fornecedores de serviços especializados e veículos, serão divulgadas em sítio próprio aberto para o contrato na rede mundial de computadores, garantido o livre acesso às informações por quaisquer interessados.",urn:lex:br:federal:lei:2010-04-29;12232!art16_cpt
"PAR","lei_12232_20100429, Art. 16., Parágrafo único.",211,212,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] As informações sobre valores pagos serão divulgadas pelos totais de cada tipo de serviço de fornecedores e de cada meio de divulgação.",urn:lex:br:federal:lei:2010-04-29;12232!art16_par1u
"CPT","lei_12232_20100429, Art. 17., caput",215,216,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS CONTRATOS DE SERVIÇOS DE PUBLICIDADE E DA SUA EXECUÇÃO | ] As agências contratadas deverão, durante o período de, no mínimo, 5 (cinco) anos após a extinção do contrato, manter acervo comprobatório da totalidade dos serviços prestados e das peças publicitárias produzidas.",urn:lex:br:federal:lei:2010-04-29;12232!art17_cpt
"CPT","lei_12232_20100429, Art. 18., caput",221,222,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] É facultativa a concessão de planos de incentivo por veículo de divulgação e sua aceitação por agência de propaganda, e os frutos deles resultantes constituem, para todos os fins de direito, receita própria da agência e não estão compreendidos na obrigação estabelecida no parágrafo único do art. 15 desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art18_cpt
"PAR","lei_12232_20100429, Art. 18., § 1º",223,224,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] A equação econômico-financeira definida na licitação e no contrato não se altera em razão da vigência ou não de planos de incentivo referidos no caput deste artigo, cujos frutos estão expressamente excluídos dela.",urn:lex:br:federal:lei:2010-04-29;12232!art18_par1
"PAR","lei_12232_20100429, Art. 18., § 2º",225,226,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] As agências de propaganda não poderão, em nenhum caso, sobrepor os planos de incentivo aos interesses dos contratantes, preterindo veículos de divulgação que não os concedam ou priorizando os que os ofereçam, devendo sempre conduzir-se na orientação da escolha desses veículos de acordo com pesquisas e dados técnicos comprovados.",urn:lex:br:federal:lei:2010-04-29;12232!art18_par2
"PAR","lei_12232_20100429, Art. 18., § 3º",227,228,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] O desrespeito ao disposto no § 2º deste artigo constituirá grave violação aos deveres contratuais por parte da agência contratada e a submeterá a processo administrativo em que, uma vez comprovado o comportamento injustificado, implicará a aplicação das sanções previstas no caput do art. 87 da Lei nº 8.666, de 21 de junho de 1993.",urn:lex:br:federal:lei:2010-04-29;12232!art18_par3
"CPT","lei_12232_20100429, Art. 19., caput",231,232,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] Para fins de interpretação da legislação de regência, valores correspondentes ao desconto-padrão de agência pela concepção, execução e distribuição de propaganda, por ordem e conta de clientes anunciantes, constituem receita da agência de publicidade e, em consequência, o veículo de divulgação não pode, para quaisquer fins, faturar e contabilizar tais valores como receita própria, inclusive quando o repasse do desconto-padrão à agência de publicidade for efetivado por meio de veículo de divulgação.",urn:lex:br:federal:lei:2010-04-29;12232!art19_cpt
"PAR","lei_12232_20100429, Art. 19., Parágrafo único.",233,234,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] (VETADO)",urn:lex:br:federal:lei:2010-04-29;12232!art19_par1u
"CPT","lei_12232_20100429, Art. 20., caput",237,238,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] O disposto nesta Lei será aplicado subsidiariamente às empresas que possuem regulamento próprio de contratação, às licitações já abertas, aos contratos em fase de execução e aos efeitos pendentes dos contratos já encerrados na data de sua publicação.",urn:lex:br:federal:lei:2010-04-29;12232!art20_cpt
"CPT","lei_12232_20100429, Art. 20-A., caput",241,242,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] A contratação de serviços de comunicação institucional, que compreendem os serviços de relação com a imprensa e de relações públicas, deverá observar o disposto no art. 5º desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art20-1_cpt
"PAR","lei_12232_20100429, Art. 20-A., § 1º",243,244,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] Aplica-se o disposto no caput deste artigo à contratação dos serviços direcionados ao planejamento, criação, programação e manutenção de páginas eletrônicas da administração pública, ao monitoramento e gestão de suas redes sociais e à otimização de páginas e canais digitais para mecanismos de buscas e produção de mensagens, infográficos, painéis interativos e conteúdo institucional.",urn:lex:br:federal:lei:2010-04-29;12232!art20-1_par1
"PAR","lei_12232_20100429, Art. 20-A., § 2º",245,246,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] O disposto no caput e no § 1º deste artigo não abrange a contratação de espaços publicitários e de mídia ou a expansão dos efeitos das mensagens e das ações de comunicação, que observarão o disposto no caput do art. 2º desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art20-1_par2
"PAR","lei_12232_20100429, Art. 20-A., § 3º",247,248,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] O disposto no caput não exclui a possibilidade de os serviços descritos no caput e no § 1º deste artigo serem prestados pelos servidores dos respectivos órgãos e entidades da administração pública. (Artigo acrescido pela Lei nº 14.356, de 31.5.2022)",urn:lex:br:federal:lei:2010-04-29;12232!art20-1_par3
"CPT","lei_12232_20100429, Art. 20-B., caput",251,256,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] Para fins desta Lei, os serviços de comunicação institucional compreendem os serviços de relações com a imprensa e de relações públicas, assim definidos: relações com a imprensa: ação que reúne estratégias organizacionais para promover e reforçar a comunicação dos órgãos e das entidades contratantes com seus públicos de interesse, por meio da interação com profissionais da imprensa; e relações públicas: esforço de comunicação planejado, coeso e contínuo que tem por objetivo estabelecer adequada percepção da atuação e dos objetivos institucionais, a partir do estímulo à compreensão mútua e da manutenção de padrões de relacionamento e fluxos de informação entre os órgãos e as entidades contratantes e seus públicos de interesse, no Brasil e no exterior. (Artigo acrescido pela Lei nº 14.356, de 31.5.2022)",urn:lex:br:federal:lei:2010-04-29;12232!art20-2_cpt
"CPT","lei_12232_20100429, Art. 21., caput",259,260,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] Serão discriminadas em categorias de programação específicas no projeto e na lei orçamentária anual as dotações orçamentárias destinadas às despesas com publicidade institucional e com publicidade de utilidade pública, inclusive quando for produzida ou veiculada por órgão ou entidade integrante da administração pública.",urn:lex:br:federal:lei:2010-04-29;12232!art21_cpt
"CPT","lei_12232_20100429, Art. 22., caput",263,264,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES FINAIS E TRANSITÓRIAS | ] Esta Lei entra em vigor na data da sua publicação.",urn:lex:br:federal:lei:2010-04-29;12232!art22_cpt
"ART","lei_12232_20100429, Art. 1º",2,9,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES GERAIS | ] Art. 1º Esta Lei estabelece normas gerais sobre licitações e contratações pela administração pública de serviços de publicidade prestados necessariamente por intermédio de agências de propaganda, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. § 1º Subordinam-se ao disposto nesta Lei os órgãos do Poder Executivo, Legislativo e Judiciário, as pessoas da administração indireta e todas as entidades controladas direta ou indiretamente pelos entes referidos no caput deste artigo. § 2º As Leis nºs 4.680, de 18 de junho de 1965, e 8.666, de 21 de junho de 1993, serão aplicadas aos procedimentos licitatórios e aos contratos regidos por esta Lei, de forma complementar.",urn:lex:br:federal:lei:2010-04-29;12232!art1
"ART","lei_12232_20100429, Art. 2º",10,27,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES GERAIS | ] Art. 2º Para fins desta Lei, considera-se serviços de publicidade o conjunto de atividades realizadas integradamente que tenham por objetivo o estudo, o planejamento, a conceituação, a concepção, a criação, a execução interna, a intermediação e a supervisão da execução externa e a distribuição de publicidade aos veículos e demais meios de divulgação, com o objetivo de promover a venda de bens ou serviços de qualquer natureza, difundir ideias ou informar o público em geral. § 1º Nas contratações de serviços de publicidade, poderão ser incluídos como atividades complementares os serviços especializados pertinentes: I – ao planejamento e à execução de pesquisas e de outros instrumentos de avaliação e de geração de conhecimento sobre o mercado, o público-alvo, os meios de divulgação nos quais serão difundidas as peças e ações publicitárias ou sobre os resultados das campanhas realizadas, respeitado o disposto no art. 3º desta Lei; II – à produção e à execução técnica das peças e projetos publicitários criados; III – à criação e ao desenvolvimento de formas inovadoras de comunicação publicitária, em consonância com novas tecnologias, visando à expansão dos efeitos das mensagens e das ações publicitárias. § 2º Os contratos de serviços de publicidade terão por objeto somente as atividades previstas no caput e no § 1º deste artigo, vedada a inclusão de quaisquer outras atividades, em especial as de assessoria de imprensa, comunicação e relações públicas ou as que tenham por finalidade a realização de eventos festivos de qualquer natureza, as quais serão contratadas por meio de procedimentos licitatórios próprios, respeitado o disposto na legislação em vigor. § 3º Na contratação dos serviços de publicidade, faculta-se a adjudicação do objeto da licitação a mais de uma agência de propaganda, sem a segregação em itens ou contas publicitárias, mediante justificativa no processo de licitação. § 4º Para a execução das ações de comunicação publicitária realizadas no âmbito dos contratos decorrentes das licitações previstas no § 3º deste artigo, o órgão ou a entidade deverá, obrigatoriamente, instituir procedimento de seleção interna entre as contratadas, cuja metodologia será aprovada pela administração e publicada na imprensa oficial.",urn:lex:br:federal:lei:2010-04-29;12232!art2
"ART","lei_12232_20100429, Art. 3º",28,33,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES GERAIS | ] Art. 3º As pesquisas e avaliações previstas no inciso I do § 1º do art. 2º desta Lei terão a finalidade específica de aferir o desenvolvimento estratégico, a criação e a veiculação e de possibilitar a mensuração dos resultados das campanhas publicitárias realizadas em decorrência da execução do contrato. Parágrafo único. É vedada a inclusão nas pesquisas e avaliações de matéria estranha ou que não guarde pertinência temática com a ação publicitária ou com o objeto do contrato de prestação de serviços de publicidade.",urn:lex:br:federal:lei:2010-04-29;12232!art3
"ART","lei_12232_20100429, Art. 4º",34,41,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DISPOSIÇÕES GERAIS | ] Art. 4º Os serviços de publicidade previstos nesta Lei serão contratados em agências de propaganda cujas atividades sejam disciplinadas pela Lei nº 4.680, de 18 de junho de 1965, e que tenham obtido certificado de qualificação técnica de funcionamento. § 1º O certificado de qualificação técnica de funcionamento previsto no caput deste artigo poderá ser obtido perante o Conselho Executivo das Normas-Padrão - CENP, entidade sem fins lucrativos, integrado e gerido por entidades nacionais que representam veículos, anunciantes e agências, ou por entidade equivalente, legalmente reconhecida como fiscalizadora e certificadora das condições técnicas de agências de propaganda. § 2º A agência contratada nos termos desta Lei só poderá reservar e comprar espaço ou tempo publicitário de veículos de divulgação, por conta e por ordem dos seus clientes, se previamente os identificar e tiver sido por eles expressamente autorizada.",urn:lex:br:federal:lei:2010-04-29;12232!art4
"ART","lei_12232_20100429, Art. 5º",44,47,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Art. 5º As licitações previstas nesta Lei serão processadas pelos órgãos e entidades responsáveis pela contratação, respeitadas as modalidades definidas no art. 22 da Lei nº 8.666, de 21 de junho de 1993, adotando-se como obrigatórios os tipos ""melhor técnica"" ou ""técnica e preço"".",urn:lex:br:federal:lei:2010-04-29;12232!art5
"ART","lei_12232_20100429, Art. 6º",48,83,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Art. 6º A elaboração do instrumento convocatório das licitações previstas nesta Lei obedecerá às exigências do art. 40 da Lei nº 8.666, de 21 de junho de 1993, com exceção das previstas nos incisos I e II do seu § 2º, e às seguintes: I – os documentos de habilitação serão apresentados apenas pelos licitantes classificados no julgamento final das propostas, nos termos do inciso XI do art. 11 desta Lei; II – as informações suficientes para que os interessados elaborem propostas serão estabelecidas em um briefing, de forma precisa, clara e objetiva; III – a proposta técnica será composta de um plano de comunicação publicitária, pertinente às informações expressas no briefing, e de um conjunto de informações referentes ao proponente; IV – o plano de comunicação publicitária previsto no inciso III deste artigo será apresentado em 2 (duas) vias, uma sem a identificação de sua autoria e outra com a identificação; V – a proposta de preço conterá quesitos representativos das formas de remuneração vigentes no mercado publicitário; VI – o julgamento das propostas técnicas e de preços e o julgamento final do certame serão realizados exclusivamente com base nos critérios especificados no instrumento convocatório; VII – a subcomissão técnica prevista no § 1º do art. 10 desta Lei reavaliará a pontuação atribuída a um quesito sempre que a diferença entre a maior e a menor pontuação for superior a 20% (vinte por cento) da pontuação máxima do quesito, com o fim de restabelecer o equilíbrio das pontuações atribuídas, de conformidade com os critérios objetivos postos no instrumento convocatório; VIII – serão fixados critérios objetivos e automáticos de identificação da proposta mais vantajosa para a administração, no caso de empate na soma de pontos das propostas técnicas, nas licitações do tipo ""melhor técnica""; IX – o formato para apresentação pelos proponentes do plano de comunicação publicitária será padronizado quanto a seu tamanho, a fontes tipográficas, a espaçamento de parágrafos, a quantidades e formas dos exemplos de peças e a outros aspectos pertinentes, observada a exceção prevista no inciso XI deste artigo; X – para apresentação pelos proponentes do conjunto de informações de que trata o art. 8º desta Lei, poderão ser fixados o número máximo de páginas de texto, o número de peças e trabalhos elaborados para seus clientes e as datas a partir das quais devam ter sido elaborados os trabalhos, e veiculadas, distribuídas, exibidas ou expostas as peças; XI – na elaboração das tabelas, planilhas e gráficos integrantes do plano de mídia e não mídia, os proponentes poderão utilizar as fontes tipográficas que julgarem mais adequadas para sua apresentação; XII – será vedada a aposição, a qualquer parte da via não identificada do plano de comunicação publicitária, de marca, sinal ou palavra que possibilite a identificação do seu proponente antes da abertura do invólucro de que trata o § 2º do art. 9º desta Lei; XIII – será vedada a aposição ao invólucro destinado às informações de que trata o art. 8º desta Lei, assim como dos documentos nele contidos, de informação, marca, sinal, etiqueta ou qualquer outro elemento que identifique a autoria do plano de comunicação publicitária, em qualquer momento anterior à abertura dos invólucros de que trata o § 2º do art. 9º desta Lei; XIV – será desclassificado o licitante que descumprir o disposto nos incisos XII e XIII deste artigo e demais disposições do instrumento convocatório. § 1º No caso do inciso VII deste artigo, persistindo a diferença de pontuação prevista após a reavaliação do quesito, os membros da subcomissão técnica, autores das pontuações consideradas destoantes, deverão registrar em ata as razões que os levaram a manter a pontuação atribuída ao quesito reavaliado, que será assinada por todos os membros da subcomissão e passará a compor o processo da licitação. § 2º Se houver desclassificação de alguma proposta técnica por descumprimento de disposições do instrumento convocatório, ainda assim será atribuída pontuação a seus quesitos, a ser lançada em planilhas que ficarão acondicionadas em invólucro fechado e rubricado no fecho pelos membros da subcomissão técnica prevista no § 1º do art. 10 desta Lei, até que expirem os prazos para interposição de recursos relativos a essa fase da licitação, exceto nos casos em que o descumprimento resulte na identificação do proponente antes da abertura do invólucro de que trata o § 2º do art. 9º desta Lei.",urn:lex:br:federal:lei:2010-04-29;12232!art6
"ART","lei_12232_20100429, Art. 7º",84,95,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Art. 7º O plano de comunicação publicitária de que trata o inciso III do art. 6o desta Lei será composto dos seguintes quesitos: I – raciocínio básico, sob a forma de texto, que apresentará um diagnóstico das necessidades de comunicação publicitária do órgão ou entidade responsável pela licitação, a compreensão do proponente sobre o objeto da licitação e os desafios de comunicação a serem enfrentados; II – estratégia de comunicação publicitária, sob a forma de texto, que indicará e defenderá as linhas gerais da proposta para suprir o desafio e alcançar os resultados e metas de comunicação desejadas pelo órgão ou entidade responsável pela licitação; III – ideia criativa, sob a forma de exemplos de peças publicitárias, que corresponderão à resposta criativa do proponente aos desafios e metas por ele explicitados na estratégia de comunicação publicitária; IV – estratégia de mídia e não mídia, em que o proponente explicitará e justificará a estratégia e as táticas recomendadas, em consonância com a estratégia de comunicação publicitária por ela sugerida e em função da verba disponível indicada no instrumento convocatório, apresentada sob a forma de textos, tabelas, gráficos, planilhas e por quadro resumo que identificará as peças a serem veiculadas ou distribuídas e suas respectivas quantidades, inserções e custos nominais de produção e de veiculação.",urn:lex:br:federal:lei:2010-04-29;12232!art7
"ART","lei_12232_20100429, Art. 8º",96,99,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Art. 8º O conjunto de informações a que se refere o inciso III do art. 6º desta Lei será composto de quesitos destinados a avaliar a capacidade de atendimento do proponente e o nível dos trabalhos por ele realizados para seus clientes.",urn:lex:br:federal:lei:2010-04-29;12232!art8
"ART","lei_12232_20100429, Art. 9º",100,107,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Art. 9º As propostas de preços serão apresentadas em 1 (um) invólucro e as propostas técnicas em 3 (três) invólucros distintos, destinados um para a via não identificada do plano de comunicação publicitária, um para a via identificada do plano de comunicação publicitária e outro para as demais informações integrantes da proposta técnica. § 1º O invólucro destinado à apresentação da via não identificada do plano de comunicação publicitária será padronizado e fornecido previamente pelo órgão ou entidade responsável pela licitação, sem nenhum tipo de identificação. § 2º A via identificada do plano de comunicação publicitária terá o mesmo teor da via não identificada, sem os exemplos de peças referentes à ideia criativa.",urn:lex:br:federal:lei:2010-04-29;12232!art9
"ART","lei_12232_20100429, Art. 10.",108,131,"[ Dispõe sobre as normas gerais para licitação e contratação pela administração pública de serviços de publicidade prestados por intermédio de agências de propaganda e dá outras providências. | DOS PROCEDIMENTOS LICITATÓRIOS | ] Art. 10. As licitações previstas nesta Lei serão processadas e julgadas por comissão permanente ou especial, com exceção da análise e julgamento das propostas técnicas. § 1º As propostas técnicas serão analisadas e julgadas por subcomissão técnica, constituída por, pelo menos, 3 (três) membros que sejam formados em comunicação, publicidade ou marketing ou que atuem em uma dessas áreas, sendo que, pelo menos, 1/3 (um terço) deles não poderão manter nenhum vínculo funcional ou contratual, direto ou indireto, com o órgão ou a entidade responsável pela licitação. § 2º A escolha dos membros da subcomissão técnica dar-seá por sorteio, em sessão pública, entre os nomes de uma relação que terá, no mínimo, o triplo do número de integrantes da subcomissão, previamente cadastrados, e será composta por, pelo menos, 1/3 (um terço) de profissionais que não mantenham nenhum vínculo funcional ou contratual, direto ou indireto, com o órgão ou entidade responsável pela licitação. § 3º Nas contratações de valor estimado em até 10 (dez) vezes o limite previsto na alínea a do inciso II do art. 23 da Lei nº 8.666, de 21 de junho de 1993, a relação prevista no § 2º deste artigo terá, no mínimo, o dobro do número de integrantes da subcomissão técnica e será composta por, pelo menos, 1/3 (um terço) de profissionais que não mantenham nenhum vínculo funcional ou contratual, direto ou indireto, com o órgão ou entidade responsável pela licitação. § 4º A relação dos nomes referidos nos §§ 2º e 3º deste artigo será publicada na imprensa oficial, em prazo não inferior a 10 (dez) dias da data em que será realizada a sessão pública marcada para o sorteio. § 5º Para os fins do cumprimento do disposto nesta Lei, até 48 (quarenta e oito) horas antes da sessão pública destinada ao sorteio, qualquer interessado poderá impugnar pessoa integrante da relação a que se referem os §§ 2º, 3º e 4º deste artigo, mediante fundamentos jurídicos plausíveis. § 6º Admitida a impugnação, o impugnado terá o direito de abster-se de atuar na subcomissão técnica, declarando-se impedido ou suspeito, antes da decisão da autoridade competente. § 7º A abstenção do impugnado ou o acolhimento da impugnação, mediante decisão fundamentada da autoridade competente, implicará, se necessário, a elaboração e a publicação de nova lista, sem o nome impugnado, respeitado o disposto neste artigo. § 8º A sessão pública será realizada após a decisão motivada da impugnação, em data previamente designada, garantidos o cumprimento do prazo mínimo previsto no § 4º deste artigo e a possibilidade de fiscalização do sorteio por qualquer interessado. § 9º O sorteio será processado de modo a garantir o preenchimento das vagas da subcomissão técnica, de acordo com a proporcionalidade do número de membros que mantenham ou não vínculo com o órgão ou entidade responsável pela licitação, nos termos dos §§ 1º, 2º e 3º deste artigo. § 10. Nas licitações previstas nesta Lei, quando processadas sob a modalidade de convite, a subcomissão técnica, excepcionalmente, nas pequenas unidades administrativas e sempre que for comprovadamente impossível o cumprimento do disposto neste artigo, será substituída pela comissão permanente de licitação ou, inexistindo esta, por servidor formalmente designado pela autoridade competente, que deverá possuir conhecimentos na área de comunicação, publicidade ou marketing.",urn:lex:br:federal:lei:2010-04-29;12232!art10
