Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_4901_2003, Art. 1º, caput",2,25,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] Fica instituído o Sistema Brasileiro de Televisão Digital - SBTVD, que tem por finalidade alcançar, entre outros, os seguintes objetivos: promover a inclusão social, a diversidade cultural do País e a língua pátria por meio do acesso à tecnologia digital, visando à democratização da informação; propiciar a criação de rede universal de educação à distância; estimular a pesquisa e o desenvolvimento e propiciar a expansão de tecnologias brasileiras e da indústria nacional relacionadas à tecnologia de informação e comunicação; planejar o processo de transição da televisão analógica para a digital, de modo a garantir a gradual adesão de usuários a custos compatíveis com sua renda; viabilizar a transição do sistema analógico para o digital, possibilitando às concessionárias do serviço de radiodifusão de sons e imagens, se necessário, o uso de faixa adicional de radiofreqüência, observada a legislação específica; estimular a evolução das atuais exploradoras de serviço de televisão analógica, bem assim o ingresso de novas empresas, propiciando a expansão do setor e possibilitando o desenvolvimento de inúmeros serviços decorrentes da tecnologia digital, conforme legislação específica; estabelecer ações e modelos de negócios para a televisão digital adequados à realidade econômica e empresarial do País; aperfeiçoar o uso do espectro de radiofreqüências; contribuir para a convergência tecnológica e empresarial dos serviços de comunicações; aprimorar a qualidade de áudio, vídeo e serviços, consideradas as atuais condições do parque instalado de receptores no Brasil; e incentivar a indústria regional e local na produção de instrumentos e serviços digitais.",urn:lex:br:federal:decreto:2003-11-26;4901!art1_cpt
"CPT","decreto_4901_2003, Art. 2º, caput",28,29,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art2_cpt
"CPT","decreto_4901_2003, Art. 3º, caput",32,33,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art3_cpt
"CPT","decreto_4901_2003, Art. 4º, caput",36,37,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art4_cpt
"CPT","decreto_4901_2003, Art. 5º, caput",40,41,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art5_cpt
"CPT","decreto_4901_2003, Art. 6º, caput",44,45,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art6_cpt
"CPT","decreto_4901_2003, Art. 7º, caput",48,49,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art7_cpt
"CPT","decreto_4901_2003, Art. 8º, caput",52,53,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] (Revogado pelo Decreto nº 9.784, de 2019) Vigência",urn:lex:br:federal:decreto:2003-11-26;4901!art8_cpt
"CPT","decreto_4901_2003, Art. 9º, caput",56,57,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] Para os fins do disposto neste Decreto, o SBTVD poderá ser financiado com recursos provenientes do Fundo para o Desenvolvimento Tecnológico das Telecomunicações - FUNTTEL, ou ainda, por outras fontes de recursos públicos ou privados, cujos planos de aplicação serão aprovados pelo Comitê de Desenvolvimento do SBTVD.",urn:lex:br:federal:decreto:2003-11-26;4901!art9_cpt
"CPT","decreto_4901_2003, Art. 10., caput",60,61,"[ Institui o Sistema Brasileiro de Televisão Digital - SBTVD, e dá outras providências. | ] Este Decreto entra em vigor na data de sua publicação.",urn:lex:br:federal:decreto:2003-11-26;4901!art10_cpt
