Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_9432_2018, Art. 1º, caput",2,3,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] Este Decreto regulamenta a Política Nacional de Avaliação e Exames da Educação Básica.",urn:lex:br:federal:decreto:2018-06-29;9432!art1_cpt
"PAR","decreto_9432_2018, Art. 1º, Parágrafo único.",4,5,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] A Política que se refere o caput será orientada pelo disposto na Base Nacional Comum Curricular, observado o disposto na Lei nº 9.394, de 20 de dezembro de 1996.",urn:lex:br:federal:decreto:2018-06-29;9432!art1_par1u
"CPT","decreto_9432_2018, Art. 2º, caput",8,21,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] São objetivos da Política Nacional de Avaliação e Exames da Educação Básica: diagnosticar as condições de oferta da educação básica; verificar a qualidade da educação básica; oferecer subsídios para o monitoramento e o aprimoramento das políticas educacionais; aferir as competências e as habilidades dos estudantes; fomentar a inclusão educacional de jovens e adultos; e promover a progressão do sistema de ensino.",urn:lex:br:federal:decreto:2018-06-29;9432!art2_cpt
"CPT","decreto_9432_2018, Art. 3º, caput",24,31,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] São princípios da Política Nacional de Avaliação e Exames da Educação Básica: igualdade de condições para o acesso e a permanência do estudante na escola; garantia do padrão de qualidade; e garantia do direito à educação e à aprendizagem ao longo da vida.",urn:lex:br:federal:decreto:2018-06-29;9432!art3_cpt
"CPT","decreto_9432_2018, Art. 4º, caput",34,41,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] Integram a Política Nacional de Avaliação e Exames da Educação Básica: o Sistema de Avaliação da Educação Básica - Saeb; o Exame Nacional para Certificação de Competências de Jovens e Adultos - Encceja; e o Exame Nacional do Ensino Médio - Enem.",urn:lex:br:federal:decreto:2018-06-29;9432!art4_cpt
"CPT","decreto_9432_2018, Art. 5º, caput",44,51,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] O Saeb é um conjunto de instrumentos que permite a produção e a disseminação de evidências, estatísticas, avaliações e estudos a respeito da qualidade das etapas que compõem a educação básica, que são: a Educação Infantil; o Ensino Fundamental; e o Ensino Médio.",urn:lex:br:federal:decreto:2018-06-29;9432!art5_cpt
"PAR","decreto_9432_2018, Art. 5º, Parágrafo único.",52,53,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] O Saeb será realizado pela União, em regime de colaboração com os Estados, o Distrito Federal e os Municípios, e contará com a coleta de dados junto aos sistemas de ensino e às escolas públicas e privadas brasileiras.",urn:lex:br:federal:decreto:2018-06-29;9432!art5_par1u
"CPT","decreto_9432_2018, Art. 6º, caput",56,63,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] O Encceja tem como objetivo aferir as competências e as habilidades de: jovens e adultos que não concluíram o ensino fundamental ou o ensino médio na idade própria; pessoas privadas de liberdade; ou pessoas que residem no exterior.",urn:lex:br:federal:decreto:2018-06-29;9432!art6_cpt
"PAR","decreto_9432_2018, Art. 6º, Parágrafo único.",64,65,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] O Encceja poderá ser utilizado para fins de certificação de níveis de ensino.",urn:lex:br:federal:decreto:2018-06-29;9432!art6_par1u
"CPT","decreto_9432_2018, Art. 7º, caput",68,69,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] O Enem integra o Saeb e tem por objetivo aferir o domínio das competências e das habilidades esperadas ao final da educação básica, em conformidade com a Base Nacional Comum Curricular e com as diretrizes curriculares nacionais da educação básica. (Redação dada pelo Decreto nº 12.915, de 2026)",urn:lex:br:federal:decreto:2018-06-29;9432!art7_cpt
"PAR","decreto_9432_2018, Art. 7º, Parágrafo único.",70,71,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] O Enem poderá ser utilizado como mecanismo de acesso à educação superior e aos programas governamentais de financiamento ou apoio ao estudante do ensino superior.",urn:lex:br:federal:decreto:2018-06-29;9432!art7_par1u
"CPT","decreto_9432_2018, Art. 7º-A., caput",74,87,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] Os resultados do Enem poderão ser utilizados para as seguintes finalidades: (Incluído pelo Decreto nº 12.915, de 2026) avaliação da qualidade do ensino médio no âmbito da educação básica; (Incluído pelo Decreto nº 12.915, de 2026) certificação de conclusão do ensino médio ou declaração parcial de proficiência; (Incluído pelo Decreto nº 12.915, de 2026) acesso à educação superior; (Incluído pelo Decreto nº 12.915, de 2026) acesso aos programas governamentais de financiamento ou de apoio ao estudante da educação superior; (Incluído pelo Decreto nº 12.915, de 2026) desenvolvimento de estudos, diagnósticos e indicadores sobre a educação brasileira; e (Incluído pelo Decreto nº 12.915, de 2026) produção de indicadores educacionais relacionados ao ensino médio e ao monitoramento das metas do Plano Nacional de Educação – PNE. (Incluído pelo Decreto nº 12.915, de 2026)",urn:lex:br:federal:decreto:2018-06-29;9432!art7-1_cpt
"CPT","decreto_9432_2018, Art. 8º, caput",90,99,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] Cabe ao Ministério da Educação, por meio do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - Inep: implementar os procedimentos estabelecidos neste Decreto; definir a concepção pedagógica das avaliações e dos exames; definir a metodologia de aplicação e aferição dos resultados das avaliações e dos exames; e editar as normas complementares necessárias ao cumprimento do disposto neste Decreto.",urn:lex:br:federal:decreto:2018-06-29;9432!art8_cpt
"CPT","decreto_9432_2018, Art. 9º, caput",102,103,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] As despesas decorrentes das disposições deste Decreto correrão à conta das dotações orçamentárias do Inep e observarão os limites estabelecidos na legislação orçamentária.",urn:lex:br:federal:decreto:2018-06-29;9432!art9_cpt
"CPT","decreto_9432_2018, Art. 10., caput",106,107,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] Este Decreto entra em vigor na data de sua publicação.",urn:lex:br:federal:decreto:2018-06-29;9432!art10_cpt
"ART","decreto_9432_2018, Art. 1º",1,6,"[ Regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. | ] Art. 1º Este Decreto regulamenta a Política Nacional de Avaliação e Exames da Educação Básica. Parágrafo único. A Política que se refere o caput será orientada pelo disposto na Base Nacional Comum Curricular, observado o disposto na Lei nº 9.394, de 20 de dezembro de 1996.",urn:lex:br:federal:decreto:2018-06-29;9432!art1
