Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_5798_2006, Art. 1º, caput",2,3,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] Sem prejuízo das demais normas em vigor aplicáveis à matéria, a pessoa jurídica, relativamente às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, poderá utilizar de incentivos fiscais, conforme disciplinado neste Decreto.",urn:lex:br:federal:decreto:2006-06-07;5798!art1_cpt
"CPT","decreto_5798_2006, Art. 2º, caput",6,25,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] Para efeitos deste Decreto, considera-se: inovação tecnológica: a concepção de novo produto ou processo de fabricação, bem como a agregação de novas funcionalidades ou características ao produto ou processo que implique melhorias incrementais e efetivo ganho de qualidade ou produtividade, resultando maior competitividade no mercado; pesquisa tecnológica e desenvolvimento de inovação tecnológica, as atividades de: pesquisa básica dirigida: os trabalhos executados com o objetivo de adquirir conhecimentos quanto à compreensão de novos fenômenos, com vistas ao desenvolvimento de produtos, processos ou sistemas inovadores; pesquisa aplicada: os trabalhos executados com o objetivo de adquirir novos conhecimentos, com vistas ao desenvolvimento ou aprimoramento de produtos, processos e sistemas; desenvolvimento experimental: os trabalhos sistemáticos delineados a partir de conhecimentos pré-existentes, visando a comprovação ou demonstração da viabilidade técnica ou funcional de novos produtos, processos, sistemas e serviços ou, ainda, um evidente aperfeiçoamento dos já produzidos ou estabelecidos; tecnologia industrial básica: aquelas tais como a aferição e calibração de máquinas e equipamentos, o projeto e a confecção de instrumentos de medida específicos, a certificação de conformidade, inclusive os ensaios correspondentes, a normalização ou a documentação técnica gerada e o patenteamento do produto ou processo desenvolvido; e serviços de apoio técnico: aqueles que sejam indispensáveis à implantação e à manutenção das instalações ou dos equipamentos destinados, exclusivamente, à execução de projetos de pesquisa, desenvolvimento ou inovação tecnológica, bem como à capacitação dos recursos humanos a eles dedicados; pesquisador contratado: o pesquisador graduado, pós-graduado, tecnólogo ou técnico de nível médio, com relação formal de emprego com a pessoa jurídica que atue exclusivamente em atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica; e pessoa jurídica nas áreas de atuação das extintas Superintendência de Desenvolvimento do Nordeste - SUDENE e Superintendência de Desenvolvimento da Amazônia - SUDAM: o estabelecimento, matriz ou não, situado na área de atuação da respectiva autarquia, no qual esteja sendo executado o projeto de pesquisa tecnológica e desenvolvimento de inovação tecnológica.",urn:lex:br:federal:decreto:2006-06-07;5798!art2_cpt
"CPT","decreto_5798_2006, Art. 3º, caput",28,45,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] A pessoa jurídica poderá usufruir dos seguintes incentivos fiscais: dedução, para efeito de apuração do lucro líquido, de valor correspondente à soma dos dispêndios realizados no período de apuração com pesquisa tecnológica e desenvolvimento de inovação tecnológica, classificáveis como despesas operacionais pela legislação do Imposto sobre a Renda da Pessoa Jurídica - IRPJ, ou como pagamento na forma prevista no § 1o deste artigo; redução de cinqüenta por cento do Imposto sobre Produtos Industrializados - IPI incidente sobre equipamentos, máquinas, aparelhos e instrumentos, bem como os acessórios sobressalentes e ferramentas que acompanhem esses bens, destinados à pesquisa e ao desenvolvimento tecnológico; depreciação acelerada integral, no próprio ano da aquisição, de máquinas, equipamentos, aparelhos e instrumentos, novos, destinados à utilização nas atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, para efeito de apuração do IRPJ e da CSLL; (Redação dada pelo Decreto nº 6.909, DE 2009) amortização acelerada, mediante dedução como custo ou despesa operacional, no período de apuração em que forem efetuados, dos dispêndios relativos à aquisição de bens intangíveis, vinculados exclusivamente às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, classificáveis no ativo diferido do beneficiário, para efeito de apuração do IRPJ; crédito do imposto sobre a renda retido na fonte, incidente sobre os valores pagos, remetidos ou creditados a beneficiários residentes ou domiciliados no exterior, a título de royalties, de assistência técnica ou científica e de serviços especializados, previstos em contratos de transferência de tecnologia averbados ou registrados nos termos da Lei no 9.279, de 14 de maio de 1996, nos seguintes percentuais: vinte por cento, relativamente aos períodos de apuração encerrados a partir de 1o de janeiro de 2006, até 31 de dezembro de 2008; dez por cento, relativamente aos períodos de apuração encerrados a partir de 1o de janeiro de 2009, até 31 de dezembro de 2013; e redução a zero da alíquota do imposto sobre a renda retido na fonte nas remessas efetuadas para o exterior destinadas ao registro e manutenção de marcas, patentes e cultivares.",urn:lex:br:federal:decreto:2006-06-07;5798!art3_cpt
"PAR","decreto_5798_2006, Art. 3º, § 1º",46,47,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] O disposto no inciso I do caput deste artigo aplica-se também aos dispêndios com pesquisa tecnológica e desenvolvimento de inovação tecnológica contratadas no País com universidade, instituição de pesquisa ou inventor independente de que trata o inciso IX do art. 2o da Lei no 10.973, de 2 de dezembro de 2004, desde que a pessoa jurídica que efetuou o dispêndio fique com a responsabilidade, o risco empresarial, a gestão e o controle da utilização dos resultados dos dispêndios.",urn:lex:br:federal:decreto:2006-06-07;5798!art3_par1
"PAR","decreto_5798_2006, Art. 3º, § 2º",48,49,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] Na apuração dos dispêndios realizados com pesquisa tecnológica e desenvolvimento de inovação tecnológica, não serão computados os montantes alocados como recursos não reembolsáveis por órgãos e entidades do Poder Público.",urn:lex:br:federal:decreto:2006-06-07;5798!art3_par2
"PAR","decreto_5798_2006, Art. 3º, § 3º",50,55,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] O benefício a que se refere o inciso V do caput deste artigo somente poderá ser usufruído por pessoa jurídica que assuma o compromisso de realizar dispêndios em pesquisa no País, em montante equivalente a, no mínimo: uma vez e meia o valor do benefício, para pessoas jurídicas nas áreas de atuação das extintas SUDENE e SUDAM; e o dobro do valor do benefício, nas demais regiões.",urn:lex:br:federal:decreto:2006-06-07;5798!art3_par3
"PAR","decreto_5798_2006, Art. 3º, § 4º",56,57,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] O crédito do imposto sobre a renda retido na fonte, a que se refere o inciso V do caput deste artigo, será restituído em moeda corrente, conforme disposto em ato normativo do Ministério da Fazenda.",urn:lex:br:federal:decreto:2006-06-07;5798!art3_par4
"PAR","decreto_5798_2006, Art. 3º, § 5º",58,59,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] Na hipótese de dispêndios com assistência técnica, científica ou assemelhados e de royalties por patentes industriais pagos a pessoa física ou jurídica no exterior, a dedutibilidade dos dispêndios fica condicionada à observância do disposto nos arts. 52 e 71 da Lei no 4.506, de 30 de novembro de 1964.",urn:lex:br:federal:decreto:2006-06-07;5798!art3_par5
"CPT","decreto_5798_2006, Art. 4º, caput",62,63,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] A dedução de que trata o inciso I do caput do art. 3o aplica-se também para efeito de apuração da base de cálculo da Contribuição Social sobre o Lucro Líquido - CSLL.",urn:lex:br:federal:decreto:2006-06-07;5798!art4_cpt
"CPT","decreto_5798_2006, Art. 5º, caput",66,67,"[ Regulamenta os incentivos fiscais às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica, de que tratam os arts. 17 a 26 da Lei no 11.196, de 21 de novembro de 2005. | ] A redução de cinqüenta por cento do IPI de que trata o inciso II do caput do art. 3o será aplicada automaticamente pelo estabelecimento industrial ou equiparado a industrial, à vista de pedido, ordem de compra ou documento de adjudicação da encomenda, emitido pelo adquirente, que ficará arquivado à disposição da fiscalização, devendo constar da nota fiscal a finalidade a que se destina o produto e a indicação do ato legal que concedeu o incentivo fiscal.",urn:lex:br:federal:decreto:2006-06-07;5798!art5_cpt
