Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_11540_20071112, Art. 1º, caput",3,4,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DOS OBJETIVOS | ] O Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT), instituído pelo Decreto-Lei nº 719, de 31 de julho de 1969, e restabelecido pela Lei nº 8.172, de 18 de janeiro de 1991, é um fundo especial de natureza contábil e financeira e tem o objetivo de financiar a inovação e o desenvolvimento científico e tecnológico com vistas a promover o desenvolvimento econômico e social do País. (“Caput” do artigo com redação dada pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art1_cpt
"PAR","lei_11540_20071112, Art. 1º, Parágrafo único.",5,6,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DOS OBJETIVOS | ] O FNDCT não se caracteriza como fundo de investimentos e não se vincula ao sistema financeiro e bancário nacional. (Parágrafo único acrescido pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art1_par1u
"CPT","lei_11540_20071112, Art. 2º, caput",11,38,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] O FNDCT será administrado por 1 (um) Conselho Diretor vinculado ao Ministério da Ciência e Tecnologia e integrado: pelo Ministro de Estado da Ciência e Tecnologia; por 1 (um) representante do Ministério da Educação; por 1 (um) representante do Ministério do Desenvolvimento, Indústria e Comércio Exterior; por 1 (um) representante do Ministério do Planejamento, Orçamento e Gestão; por 1 (um) representante do Ministério da Defesa; por 1 (um) representante do Ministério da Fazenda; pelo Presidente da Financiadora de Estudos e Projetos - FINEP; pelo Presidente do Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPq; pelo Presidente do Banco Nacional de Desenvolvimento Econômico e Social - BNDES; por 3 (três) representantes do setor empresarial, preferencialmente ligados à área tecnológica, sendo 1 (um) representativo do segmento de microempresas e pequenas empresas; por 3 (três) representantes da comunidade científica e tecnológica; por 1 (um) representante dos trabalhadores da área de ciência e tecnologia; e pelo Presidente da Empresa Brasileira de Pesquisa Agropecuária - EMBRAPA.",urn:lex:br:federal:lei:2007-11-12;11540!art2_cpt
"PAR","lei_11540_20071112, Art. 2º, § 1º",39,40,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Os membros e respectivos suplentes do Conselho Diretor referidos nos incisos II a VI do caput deste artigo serão indicados pelos órgãos que representam e designados pelo Ministro de Estado da Ciência e Tecnologia.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par1
"PAR","lei_11540_20071112, Art. 2º, § 2º",41,42,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Os suplentes dos membros do Conselho Diretor referidos nos incisos I, VII e VIII do caput deste artigo serão os representantes legais dos titulares.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par2
"PAR","lei_11540_20071112, Art. 2º, § 3º",43,44,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Os representantes titulares e suplentes da comunidade científica e tecnológica serão designados a partir de 2 (duas) listas tríplices, uma indicada pela Sociedade Brasileira para o Progresso da Ciência e outra indicada pela Academia Brasileira de Ciências.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par3
"PAR","lei_11540_20071112, Art. 2º, § 4º",45,46,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Os representantes titulares e suplentes do setor empresarial serão escolhidos pelos Ministros de Estado da Ciência e Tecnologia e do Desenvolvimento, Indústria e Comércio Exterior, a partir de lista sêxtupla indicada pela Confederação Nacional da Indústria - CNI, e designados pelo Ministro de Estado da Ciência e Tecnologia.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par4
"PAR","lei_11540_20071112, Art. 2º, § 5º",47,48,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] O mandato dos representantes da comunidade científica, do setor empresarial e dos trabalhadores da área de ciência e tecnologia será de 2 (dois) anos, sendo admitida a recondução por igual período, devendo a primeira nomeação ocorrer no prazo de 60 (sessenta) dias a contar da data de publicação desta Lei.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par5
"PAR","lei_11540_20071112, Art. 2º, § 6º",49,50,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Os representantes titular e suplente dos trabalhadores da área de ciência e tecnologia serão escolhidos e designados pelo Ministro de Estado da Ciência e Tecnologia, a partir de lista tríplice apresentada pelos representantes dos trabalhadores no Conselho Deliberativo do Fundo de Amparo ao Trabalhador - CODEFAT.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par6
"PAR","lei_11540_20071112, Art. 2º, § 7º",51,52,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] As funções dos membros do Conselho não serão remuneradas, e seu exercício será considerado serviço público relevante.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par7
"PAR","lei_11540_20071112, Art. 2º, § 8º",53,54,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Caberá ao Ministério da Ciência e Tecnologia adotar as providências necessárias para instalação do Conselho Diretor no prazo de até 90 (noventa) dias, contados a partir da data de publicação desta Lei.",urn:lex:br:federal:lei:2007-11-12;11540!art2_par8
"CPT","lei_11540_20071112, Art. 3º, caput",57,58,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] O Conselho Diretor será presidido pelo Ministro de Estado da Ciência e Tecnologia ou, nas suas ausências e impedimentos, por seu substituto.",urn:lex:br:federal:lei:2007-11-12;11540!art3_cpt
"CPT","lei_11540_20071112, Art. 4º, caput",61,62,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] O Conselho Diretor do FNDCT deliberará por maioria de votos dos seus membros, na forma do regimento interno.",urn:lex:br:federal:lei:2007-11-12;11540!art4_cpt
"CPT","lei_11540_20071112, Art. 5º, caput",65,88,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] O Conselho Diretor terá as seguintes atribuições: aprovar seu regimento interno; recomendar a contratação de estudos e pesquisas com o objetivo de subsidiar a definição de estratégias e políticas de alocação dos recursos do FNDCT; definir as políticas, diretrizes e normas para a utilização dos recursos do FNDCT nas modalidades previstas nesta Lei, elaboradas com o assessoramento superior do Conselho Nacional de Ciência e Tecnologia - CCT, nos termos da Lei nº 9.257, de 9 de janeiro de 1996, e em consonância com as diretrizes da Política Nacional de Ciência, Tecnologia e Inovação e as prioridades da Política Industrial e Tecnológica Nacional; aprovar a programação orçamentária e financeira dos recursos do FNDCT, respeitando as políticas, diretrizes e normas definidas no inciso III do caput deste artigo; analisar as prestações de contas, balanços e demonstrativos da execução orçamentária e financeira do FNDCT; efetuar avaliações relativas à execução orçamentária e financeira do FNDCT; com relação aos recursos destinados por lei em programação específica e geridos por Comitês Gestores: acompanhar e avaliar a aplicação dos recursos; recomendar aos Comitês Gestores medidas destinadas a compatibilizar e articular as políticas setoriais com a Política Nacional de Ciên - cia, Tecnologia e Inovação, por meio de ações financiadas com recursos do FNDCT provenientes dos Fundos Setoriais, bem como ações transversais, a serem financiadas com recursos de mais de um Fundo Setorial, em consonância com as diretrizes da Política Nacional de Ciência, Tecnologia e Inovação e as prioridades da Política Industrial e Tecnológica Nacional; avaliar os resultados das operações financiadas com recursos do FNDCT; e divulgar amplamente os documentos de diretrizes gerais e o plano anual de investimentos do FNDCT.",urn:lex:br:federal:lei:2007-11-12;11540!art5_cpt
"CPT","lei_11540_20071112, Art. 6º, caput",91,92,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DO CONSELHO DIRETOR | ] Com a finalidade de promover a gestão operacional integrada dos Fundos Setoriais, o Ministério da Ciência e Tecnologia instituirá um Comitê de Coordenação presidido por seu Secretário- Executivo e integrado pelos presidentes dos Comitês Gestores dos Fundos Setoriais de Ciência e Tecnologia e das entidades vinculadas ou supervisionadas responsáveis pela execução e avaliação dos recursos alocados ao FNDCT.",urn:lex:br:federal:lei:2007-11-12;11540!art6_cpt
"CPT","lei_11540_20071112, Art. 7º, caput",97,98,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA SECRETARIA-EXECUTIVA DO FUNDO | ] A Financiadora de Estudos e Projetos - FINEP exercerá a função de Secretaria-Executiva do FNDCT, cabendo-lhe praticar todos os atos de natureza técnica, administrativa, financeira e contábil necessários à gestão do FNDCT.",urn:lex:br:federal:lei:2007-11-12;11540!art7_cpt
"CPT","lei_11540_20071112, Art. 8º, caput",101,102,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA SECRETARIA-EXECUTIVA DO FUNDO | ] A Finep, como Secretaria-Executiva do FNDCT, receberá, anualmente, para cobertura de despesas de administração até 2% (dois por cento) dos recursos orçamentários atribuídos ao Fundo, observado o limite fixado anualmente por ato do Conselho Diretor.",urn:lex:br:federal:lei:2007-11-12;11540!art8_cpt
"CPT","lei_11540_20071112, Art. 9º, caput",105,124,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA SECRETARIA-EXECUTIVA DO FUNDO | ] Compete à Finep, na qualidade de Secretaria-Executiva do FNDCT: submeter ao Conselho Diretor do FNDCT, por intermédio do Ministério da Ciência e Tecnologia, propostas de planos de investimentos dos recursos do FNDCT; propor ao Conselho Diretor do FNDCT, por intermédio do Ministério da Ciência e Tecnologia, políticas, diretrizes e normas para a utilização dos recursos do FNDCT nas modalidades previstas nesta Lei; realizar, direta ou indiretamente, estudos e pesquisas recomendados pelo Ministério da Ciência e Tecnologia e pelo Conselho Diretor; decidir quanto à aprovação de estudos e projetos a serem financiados pelo FNDCT, respeitado o previsto no inciso III do caput do art. 5º desta Lei; firmar contratos, convênios e acordos relativos aos estudos e projetos financiados pelo FNDCT; prestar contas da execução orçamentária e financeira dos recursos recebidos do FNDCT ao Ministério da Ciência e Tecnologia e ao Conselho Diretor; acompanhar e controlar a aplicação dos recursos pelos beneficiários finais; suspender ou cancelar os repasses de recursos e recuperar os recursos aplicados, acrescidos das penalidades contratuais; e elaborar um relatório anual de avaliação dos resultados dos recursos aplicados pelo FNDCT e submeter essa avaliação ao Conselho Diretor, bem como disponibilizar informações para a realização de avaliação periódica de impacto e efetividade das políticas empreendidas.",urn:lex:br:federal:lei:2007-11-12;11540!art9_cpt
"CPT","lei_11540_20071112, Art. 10., caput",129,166,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DAS RECEITAS | ] Constituem receitas do FNDCT: as dotações consignadas na lei orçamentária anual e seus créditos adicionais; parcela sobre o valor de royalties sobre a produção de petróleo ou gás natural, nos termos da alínea d do inciso I e da alínea f do inciso II do caput do art. 49 da Lei nº 9.478, de 6 de agosto de 1997; percentual da receita operacional líquida de empresas de energia elétrica, nos termos do inciso I do caput do art. 4º da Lei nº 9.991, de 24 de julho de 2000; percentual dos recursos decorrentes de contratos de cessão de direitos de uso da infra-estrutura rodoviária para fins de exploração de sistemas de comunicação e telecomunicações, nos termos do art. 1º da Lei nº 9.992, de 24 de julho de 2000; percentual dos recursos oriundos da compensação financeira pela utilização de recursos hídricos para fins de geração de energia elétrica, nos termos do inciso V do caput do art. 1º da Lei nº 8.001, de 13 de março de 1990, e da Lei nº 9.993, de 24 de julho de 2000; percentual das receitas definidas nos incisos do caput do art. 1º da Lei nº 9.994, de 24 de julho de 2000, destinadas ao fomento de atividade de pesquisa científica e desenvolvimento tecnológico do setor espacial; as receitas da contribuição de intervenção no domínio econômico prevista no art. 2º da Lei nº 10.168, de 29 de dezembro de 2000, nos termos do seu art. 4º, e do art. 1º da Lei nº 10.332, de 19 de dezembro de 2001; percentual do faturamento bruto de empresas que desenvolvam ou produzam bens e serviços de informática e automação, nos termos do inciso III do § 1º do art. 11 da Lei nº 8.248, de 23 de outubro de 1991, do inciso II do § 4º do art. 2º da Lei nº 8.387, de 30 de dezembro de 1991; percentual sobre a parcela do produto da arrecadação do Adicional ao Frete para a Renovação da Marinha Mercante - AFRMM que cabe ao Fundo da Marinha Mercante - FMM, nos termos do § 1º do art. 17 da Lei nº 10.893, de 13 de julho de 2004; o produto do rendimento de suas aplicações em programas e projetos, bem como nos fundos de investimentos referidos no § 1º do art. 12 desta Lei; recursos provenientes de incentivos fiscais; empréstimos de instituições financeiras ou outras entidades; contribuições e doações de entidades públicas e privadas; o retorno dos empréstimos concedidos à Finep; e os resultados de aplicações financeiras sobre as suas disponibilidades; (Inciso acrescido pela Lei Complementar nº 177, de 12.1.2021) os rendimentos de aplicações em fundos de investimentos e participação no capital de empresas inovadoras; (Inciso acrescido pela Lei Complementar nº 177, de 12.1.2021) a reversão dos saldos financeiros anuais não utilizados até o final do exercício, apurados no balanço anual; e (Inciso acrescido pela Lei Complementar nº 177, de 12.1.2021) outras que lhe vierem a ser destinadas. (Primitivo inciso XV renumerado pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art10_cpt
"CPT","lei_11540_20071112, Art. 11., caput",171,172,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Para fins desta Lei, constitui objeto da destinação dos recursos do FNDCT o apoio a programas, projetos e atividades de Ciência, Tecnologia e Inovação (C,T&I), compreendendo a pesquisa básica ou aplicada, a inovação, a transferência de tecnologia e o desenvolvimento de novas tecnologias de produtos e processos, de bens e de serviços, bem como a capacitação de recursos humanos, o intercâmbio científico e tecnológico e a implementação, manutenção e recuperação de infraestrutura de pesquisa de C,T&I. (“Caput” do artigo com redação dada pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art11_cpt
"PAR","lei_11540_20071112, Art. 11., § 1º",173,174,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] Os créditos orçamentários programados no FNDCT não serão objeto da limitação de empenho prevista no art. 9º da Lei Complementar nº 101, de 4 de maio de 2000. (Parágrafo acrescido pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art11_par1
"PAR","lei_11540_20071112, Art. 11., § 2º",175,176,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] É vedada a imposição de quaisquer limites à execução da programação financeira relativa às fontes vinculadas ao FNDCT, exceto quando houver frustração na arrecadação das receitas correspondentes. (Parágrafo acrescido pela Lei Complementar nº 177, de 12.1.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art11_par2
"PAR","lei_11540_20071112, Art. 11., § 3º",177,178,"[ Dispõe sobre o Fundo Nacional de Desenvolvimento Científico e Tecnológico - FNDCT; altera o Decreto-Lei nº 719, de 31 de julho de 1969, e a Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências. | DA APLICAÇÃO DOS RECURSOS | ] É vedada a alocação orçamentária dos valores provenientes de fontes vinculadas ao FNDCT em reservas de contingência de natureza primária ou financeira. (Parágrafo acrescido pela Lei Complementar nº 177, de 12.1.2021, vetado pelo Presidente da República, mantido pelo Congresso Nacional e publicado na Edição Extra B do DOU de 26.3.2021)",urn:lex:br:federal:lei:2007-11-12;11540!art11_par3
