Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_15211_20250917, Art. 35., § 5º",455,456,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DAS SANÇÕES | ] As penalidades previstas nos incisos I e II do caput deste artigo serão aplicadas pela autoridade administrativa autônoma de proteção dos direitos de crianças e de adolescentes no ambiente digital, e as previstas nos incisos III e IV do caput deste artigo serão aplicadas pelo Poder Judiciário.",urn:lex:br:federal:lei:2025-09-17;15211!art35_par5
"PAR","lei_15211_20250917, Art. 35., § 6º",457,458,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DAS SANÇÕES | ] A suspensão temporária e a proibição de exercício das atividades previstas nos incisos III e IV do caput deste artigo, quando não implementadas diretamente pelo infrator, serão realizadas mediante ordem de bloqueio dirigida às prestadoras de serviços de telecomunicações que proveem conexão à internet, às entidades gestoras de pontos de troca de tráfego de internet, aos prestadores de serviços de resolução de nomes de domínio e aos demais agentes que viabilizam a conexão entre usuários e servidores de conteúdo na internet.all_inclusiveRegulamentação",urn:lex:br:federal:lei:2025-09-17;15211!art35_par6
"PAR","lei_15211_20250917, Art. 35., § 7º",459,460,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DAS SANÇÕES | ] (VETADO).",urn:lex:br:federal:lei:2025-09-17;15211!art35_par7
"CPT","lei_15211_20250917, Art. 36., caput",463,464,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DAS SANÇÕES | ] (VETADO).",urn:lex:br:federal:lei:2025-09-17;15211!art36_cpt
"CPT","lei_15211_20250917, Art. 36-A., caput",467,468,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DAS SANÇÕES | ] (Suprimido) (Incluído por Medida Provisória nº 1.318 de 17.09.2025) (Suprimido pela perda de eficácia de Medida Provisória declarada por Ato do Presidente do Congresso Nacional nº 11 de 26.02.2026)",urn:lex:br:federal:lei:2025-09-17;15211!art36-1_cpt
"CPT","lei_15211_20250917, Art. 37., caput",473,474,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] O Poder Executivo regulamentará, no que couber, o disposto nesta Lei.",urn:lex:br:federal:lei:2025-09-17;15211!art37_cpt
"PAR","lei_15211_20250917, Art. 37., Parágrafo único.",475,476,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] A regulamentação não poderá, em nenhuma hipótese, impor, autorizar ou resultar na implantação de mecanismos de vigilância massiva, genérica ou indiscriminada, vedadas as práticas que comprometam os direitos fundamentais à liberdade de expressão, à privacidade, à proteção integral e ao tratamento diferenciado dos dados pessoais de crianças e de adolescentes, nos termos da Constituição Federal e das Leis nºs 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), e 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais).",urn:lex:br:federal:lei:2025-09-17;15211!art37_par1u
"CPT","lei_15211_20250917, Art. 38., caput",479,480,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] As embalagens dos equipamentos eletrônicos de uso pessoal comercializados no País que permitam acesso à internet, fabricados no Brasil ou importados, deverão conter adesivo, em língua portuguesa, que informe aos pais ou responsáveis legais a necessidade de proteger crianças e adolescentes do acesso a sítios eletrônicos com conteúdo impróprio ou inadequado para essa faixa etária, nos termos de regulamentação.",urn:lex:br:federal:lei:2025-09-17;15211!art38_cpt
"CPT","lei_15211_20250917, Art. 39., caput",483,484,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] As obrigações previstas nos arts. 6º, 17, 18, 19, 20, 27, 28, 29, 31, 32 e 40 desta Lei aplicar-se-ão conforme as características e as funcionalidades do produto ou serviço de tecnologia da informação, moduladas de acordo com o grau de interferência do fornecedor do produto ou serviço sobre os conteúdos veiculados disponibilizados, o número de usuários e o porte do fornecedor.",urn:lex:br:federal:lei:2025-09-17;15211!art39_cpt
"PAR","lei_15211_20250917, Art. 39., § 1º",485,502,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] Os provedores dos serviços com controle editorial e os provedores de conteúdos protegidos por direitos autorais previamente licenciados de agente econômico responsável que não se confunda com usuário final estarão dispensados do cumprimento das obrigações previstas nos artigos referidos no caput deste artigo, desde que: observem as normas de classificação indicativa do Poder Executivo, quando existentes, ou, na sua ausência, os critérios de adequação etária e sinalização clara de conteúdos potencialmente nocivos a crianças e a adolescentes, conforme regulamento; ofereçam transparência na classificação etária dos conteúdos; disponibilizem mecanismos técnicos de mediação parental de acesso facilitado que permitam aos pais ou responsáveis legais exercer o controle sobre a forma com que crianças e adolescentes usam o serviço, a fim de possibilitar a restrição de: conteúdos, por faixa etária; dados pessoais tratados; interação com outros usuários; e transações comerciais; ofereçam canais acessíveis para recebimento de denúncias, exclusivamente quanto a conteúdos em desconformidade com a classificação atribuída ou que violem direitos de crianças e de adolescentes, conforme regulamento.",urn:lex:br:federal:lei:2025-09-17;15211!art39_par1
"PAR","lei_15211_20250917, Art. 39., § 2º",503,504,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] As obrigações referidas no caput deste artigo serão aplicadas de forma proporcional à capacidade do fornecedor de influenciar, de moderar ou de intervir na disponibilização, na circulação ou no alcance dos conteúdos acessíveis por crianças e adolescentes.",urn:lex:br:federal:lei:2025-09-17;15211!art39_par2
"PAR","lei_15211_20250917, Art. 39., § 3º",505,506,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] A regulamentação definirá critérios objetivos para a aferição do grau de intervenção e para a aplicação proporcional das obrigações previstas neste artigo.",urn:lex:br:federal:lei:2025-09-17;15211!art39_par3
"CPT","lei_15211_20250917, Art. 40., caput",509,510,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] Os fornecedores dos produtos ou serviços de que trata o art. 1º desta Lei deverão manter representante legal no País com poderes para receber citações, intimações ou notificações, entre outros, em quaisquer ações judiciais e procedimentos administrativos, bem como responder perante órgãos e autoridades do Poder Executivo, do Poder Judiciário e do Ministério Público e assumir, em nome da empresa estrangeira, suas responsabilidades perante os órgãos e as entidades da administração pública.",urn:lex:br:federal:lei:2025-09-17;15211!art40_cpt
"CPT","lei_15211_20250917, Art. 41., caput",513,514,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] (VETADO).",urn:lex:br:federal:lei:2025-09-17;15211!art41_cpt
"CPT","lei_15211_20250917, Art. 41-A., caput",517,518,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES FINAIS | ] Esta Lei entra em vigor em 17 de março de 2026. (Incluído por Lei nº 15.352 de 25.02.2026)",urn:lex:br:federal:lei:2025-09-17;15211!art41-1_cpt
"ART","lei_15211_20250917, Art. 1º",2,13,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES PRELIMINARES | ] Art. 1º Esta Lei dispõe sobre a proteção de crianças e de adolescentes em ambientes digitais e aplica-se a todo produto ou serviço de tecnologia da informação direcionado a crianças e a adolescentes no País ou de acesso provável por eles, independentemente de sua localização, desenvolvimento, fabricação, oferta, comercialização e operação. Parágrafo único. Para os fins desta Lei, considera-se acesso provável por crianças e adolescentes as seguintes situações: I – suficiente probabilidade de uso e atratividade do produto ou serviço de tecnologia da informação por crianças e adolescentes; II – considerável facilidade ao acesso e utilização do produto ou serviço de tecnologia da informação por crianças e adolescentes; e III – significativo grau de risco à privacidade, à segurança ou ao desenvolvimento biopsicossocial de crianças e de adolescentes, especialmente no caso de produtos ou serviços que tenham por finalidade permitir a interação social e o compartilhamento de informações em larga escala entre usuários em ambiente digital.",urn:lex:br:federal:lei:2025-09-17;15211!art1
"ART","lei_15211_20250917, Art. 2º",14,45,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES PRELIMINARES | ] Art. 2º Para os fins desta Lei, considera-se: I – produto ou serviço de tecnologia da informação: produto ou serviço fornecido a distância, por meio eletrônico e provido em virtude de requisição individual, tais como aplicações de internet, programas de computador, software s, sistemas operacionais de terminais, lojas de aplicações de internet e jogos eletrônicos ou similares conectados à internet ou a outra rede de comunicações; II – produto ou serviço de monitoramento infantil: produto ou serviço de tecnologia da informação destinado ao acompanhamento, por pais ou responsáveis legais, das ações executadas por crianças e adolescentes em ambientes digitais, a partir do registro ou da transmissão de imagens, de sons, de informações de localização, de atividade ou de outros dados; III – rede social: aplicação de internet que tem como principal finalidade o compartilhamento e a disseminação, pelos usuários, de opiniões e informações veiculadas por textos ou arquivos de imagens, sonoros ou audiovisuais, em uma única plataforma, por meio de contas conectadas ou acessíveis de forma articulada, permitida a conexão entre usuários; IV – caixa de recompensa: funcionalidade disponível em certos jogos eletrônicos que permite a aquisição, mediante pagamento, pelo jogador, de itens virtuais consumíveis ou de vantagens aleatórias, resgatáveis pelo jogador ou usuário, sem conhecimento prévio de seu conteúdo ou garantia de sua efetiva utilidade; V – perfilamento: qualquer forma de tratamento de dados pessoais, automatizada ou não, para avaliar certos aspectos de uma pessoa natural, com o objetivo de classificá-la em grupo ou perfil de modo a fazer inferências sobre seu comportamento, situação econômica, saúde, preferências pessoais, interesses, desejos de consumo, localização geográfica, deslocamentos, posições políticas ou outras características assemelhadas; VI – loja de aplicações de internet: aplicação de internet que distribui e facilita o download, para usuários de terminais, de aplicações de internet disponibilizadas ou tornadas acessíveis por meio de sua plataforma; VII – sistema operacional: software de sistema que controla as funções básicas de um hardwareou software e permite que aplicações de internet, programas de computador, aplicativos ou outros software s sejam executados por meio dele; VIII – mecanismo de supervisão parental: conjunto de configurações, de ferramentas e de salvaguardas tecnológicas integradas a produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles que possibilitem aos pais ou responsáveis legais supervisionar, limitar e gerenciar o uso do serviço, o conteúdo acessado e o tratamento de dados pessoais realizado; IX – serviço com controle editorial: aplicação de internet que tem como finalidade principal a disponibilização de conteúdos previamente selecionados, sem o uso de meios automatizados de seleção, por agente econômico responsável; X – autoridade administrativa autônoma de proteção dos direitos de crianças e de adolescentes no ambiente digital: entidade da administração pública criada por lei, responsável por zelar pela aplicação desta Lei e fiscalizar o seu cumprimento em todo o território nacional e por editar regulamentos e procedimentos para sua execução, a qual deve observar no processo decisório as normas previstas no Capítulo I da Lei nº 13.848, de 25 de junho de 2019; XI – monetização: remuneração direta ou indireta de usuário de aplicação de internet pela publicação, pela postagem, pela exibição, pela disponibilização, pela transmissão, pela divulgação ou pela distribuição de conteúdo, incluída receita por visualizações, assinaturas, doações, patrocínios, publicidade ou venda de produtos e serviços vinculados; e XII – impulsionamento: ampliação artificial do alcance, da visibilidade ou da priorização de conteúdo mediante pagamento pecuniário ou valor estimável em dinheiro. § 1º Aplicam-se a esta Lei os conceitos de criança e de adolescente constantes do art. 2º da Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), e os de internet, de aplicações de internet e de terminal constantes do art. 5º da Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet). § 2º Para os fins desta Lei, não são consideradas produtos ou serviços de tecnologia da informação as funcionalidades essenciais para o funcionamento da internet, como os protocolos e os padrões técnicos abertos e comuns que permitem a interconexão entre as redes de computadores que compõem a internet.",urn:lex:br:federal:lei:2025-09-17;15211!art2
"ART","lei_15211_20250917, Art. 3º",46,51,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DISPOSIÇÕES PRELIMINARES | ] Art. 3º Os produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles devem garantir a proteção prioritária desses usuários, ter como parâmetro o seu melhor interesse e contar com medidas adequadas e proporcionais para assegurar um nível elevado de privacidade, de proteção de dados e de segurança, nos termos definidos nas Leis nºs 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), e 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais). Parágrafo único. A criança e o adolescente têm o direito de ser educados, orientados e acompanhados por seus pais ou responsáveis legais quanto ao uso da internet e à sua experiência digital, e a estes incumbe o exercício do cuidado ativo e contínuo, por meio da utilização de ferramentas de supervisão parental adequadas à idade e ao estágio de desenvolvimento da criança e do adolescente.",urn:lex:br:federal:lei:2025-09-17;15211!art3
"ART","lei_15211_20250917, Art. 4º",54,75,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS PRODUTOS E SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO | ] Art. 4º A utilização de produtos ou serviços de tecnologia da informação por crianças e adolescentes tem como fundamentos: I – a garantia de sua proteção integral; II – a prevalência absoluta de seus interesses; III – a condição peculiar de pessoa em desenvolvimento biopsicossocial; IV – a segurança contra intimidação, exploração, abuso, ameaça e outras formas de violência; V – o respeito à autonomia e ao desenvolvimento progressivo do indivíduo; VI – a proteção contra a exploração comercial; VII – a observância dos princípios estabelecidos na Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência); VIII – a promoção da educação digital, com foco no desenvolvimento da cidadania e do senso crítico para o uso seguro e responsável da tecnologia; e IX – a transparência e a responsabilidade no tratamento de dados pessoais de crianças e de adolescentes.",urn:lex:br:federal:lei:2025-09-17;15211!art4
"ART","lei_15211_20250917, Art. 5º",76,85,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS PRODUTOS E SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO | ] Art. 5º Os produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles deverão observar os deveres de prevenção, de proteção, de informação e de segurança previstos neste Capítulo e nas Leis nºs 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), e 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), em conformidade com o princípio do melhor interesse da criança e do adolescente e da sua proteção integral, especial e prioritária. § 1º Os fornecedores dos produtos ou serviços de tecnologia da informação de que trata o caput deste artigo deverão adotar as medidas técnicas adequadas, inclusive mecanismos de segurança amplamente reconhecidos, que possibilitem à família e aos responsáveis legais prevenir o acesso e o uso inadequado por crianças e adolescentes. § 2º Para os fins desta Lei, considera-se como expressão do melhor interesse da criança e do adolescente a proteção de sua privacidade, segurança, saúde mental e física, acesso à informação, liberdade de participação na sociedade, acesso significativo às tecnologias digitais e bem-estar. § 3º A autoridade administrativa autônoma de proteção dos direitos de crianças e de adolescentes no ambiente digital poderá emitir recomendações e orientações acerca das práticas relevantes para a consecução das obrigações previstas nesta Lei, considerados as assimetrias regulatórias, as funcionalidades e o nível de risco de cada produto ou serviço, bem como a evolução tecnológica e os padrões técnicos aplicáveis.",urn:lex:br:federal:lei:2025-09-17;15211!art5
"ART","lei_15211_20250917, Art. 6º",86,105,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS PRODUTOS E SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO | ] Art. 6º Os fornecedores de produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles deverão tomar medidas razoáveis desde a concepção e ao longo da operação de suas aplicações, com o objetivo de prevenir e mitigar riscos de acesso, exposição, recomendação ou facilitação de contato com os seguintes conteúdos, produtos ou práticas: I – exploração e abuso sexual; II – violência física, intimidação sistemática virtual e assédio; III – indução, incitação, instigação ou auxílio, por meio de instruções ou orientações, a práticas ou comportamentos que levem a danos à saúde física ou mental de crianças e de adolescentes, tais como violência física ou assédio psicológico a outras crianças e adolescentes, uso de substâncias que causem dependência química ou psicológica, autodiagnóstico e automedicação, automutilação e suicídio; IV – promoção e comercialização de jogos de azar, apostas de quota fixa, loterias, produtos de tabaco, bebidas alcoólicas, narcóticos ou produtos de comercialização proibida a crianças e a adolescentes; V – práticas publicitárias predatórias, injustas ou enganosas ou outras práticas conhecidas por acarretarem danos financeiros a crianças e a adolescentes; e VI – conteúdo pornográfico. § 1º O disposto neste artigo não exime os pais e responsáveis legais, as pessoas que se beneficiam financeiramente da produção ou distribuição pública de qualquer representação visual de criança ou de adolescente e as autoridades administrativas, judiciárias e policiais de atuarem para impedir sua exposição às situações violadoras previstas no caput deste artigo. § 2º Entre as medidas de prevenção previstas no caput deste artigo, incluem-se políticas claras, eficazes e adequadas à legislação brasileira de prevenção à intimidação sistemática virtual e a outras formas de assédio na internet, com mecanismos de apoio adequado às vítimas, bem como o desenvolvimento e a disponibilização de programas educativos de conscientização direcionados a crianças, adolescentes, pais, educadores, funcionários e equipes de suporte sobre os riscos e as formas de prevenção e de enfrentamento dessas práticas, nos termos de regulamento.",urn:lex:br:federal:lei:2025-09-17;15211!art6
"ART","lei_15211_20250917, Art. 7º",106,113,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS PRODUTOS E SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO | ] Art. 7º Os fornecedores de produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles deverão, desde a concepção de seus produtos e serviços, garantir, por padrão, a configuração no modelo mais protetivo disponível em relação à privacidade e à proteção de dados pessoais, considerados a autonomia e o desenvolvimento progressivo do indivíduo e justificado o melhor interesse da criança e do adolescente. § 1º O produto ou serviço referido no caput deste artigo deverá, por padrão, operar com o grau mais elevado de proteção da privacidade e dos dados pessoais, observado que será obrigatória a disponibilização de informações claras, acessíveis e adequadas para que a criança ou o adolescente e seus responsáveis possam exercer escolhas informadas quanto à eventual adoção de configurações menos protetivas. § 2º Os fornecedores de que trata o caput deste artigo deverão abster-se de realizar o tratamento dos dados pessoais de crianças e de adolescentes de forma que cause, facilite ou contribua para a violação de sua privacidade ou de quaisquer outros direitos a eles assegurados em lei, observados os princípios previstos no art. 6º da Lei nº 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais), e o melhor interesse da criança e do adolescente.",urn:lex:br:federal:lei:2025-09-17;15211!art7
"ART","lei_15211_20250917, Art. 8º",114,127,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS PRODUTOS E SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO | ] Art. 8º Os fornecedores de produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles deverão: I – realizar gerenciamento de riscos de seus recursos, funcionalidades e sistemas e de seus impactos direcionados à segurança e à saúde de crianças e de adolescentes; II – realizar avaliação do conteúdo disponibilizado para crianças e adolescentes de acordo com a faixa etária, para que seja compatível com a respectiva classificação indicativa; III – oferecer sistemas e processos projetados para impedir que crianças e adolescentes encontrem, por meio do produto ou serviço, conteúdos ilegais e pornográficos, bem como outros conteúdos manifestamente inadequados à sua faixa etária, conforme as normas de classificação indicativa e a legislação aplicável; IV – desenvolver desde a concepção e adotar por padrão configurações que evitem o uso compulsivo de produtos ou serviços por crianças e adolescentes; e V – informar extensivamente a todos os usuários sobre a faixa etária indicada para o produto ou serviço no momento do acesso, conforme estabelecido pela política de classificação indicativa.",urn:lex:br:federal:lei:2025-09-17;15211!art8
"ART","lei_15211_20250917, Art. 9º",130,139,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DA VEDAÇÃO AO ACESSO DE CRIANÇAS E DE ADOLESCENTES A CONTEÚDOS E SERVIÇOS IMPRÓPRIOS, INADEQUADOS OU PROIBIDOS POR LEI | ] Art. 9º Os fornecedores de produtos ou serviços de tecnologia da informação que disponibilizarem conteúdo, produto ou serviço cuja oferta ou acesso seja impróprio, inadequado ou proibido para menores de 18 (dezoito) anos de idade deverão adotar medidas eficazes para impedir o seu acesso por crianças e adolescentes no âmbito de seus serviços e produtos. § 1º Para dar efetividade ao disposto no caput, deverão ser adotados mecanismos confiáveis de verificação de idade a cada acesso do usuário ao conteúdo, produto ou serviço de que trata o caput deste artigo, vedada a autodeclaração. § 2º Para os fins desta Lei, consideram-se impróprios ou inadequados para crianças e adolescentes os produtos, serviços ou conteúdos de tecnologia da informação que contenham material pornográfico, ou quaisquer outros vedados pela legislação vigente. § 3º Os provedores de aplicações de internet que disponibilizarem conteúdo pornográfico deverão impedir a criação de contas ou de perfis por crianças e adolescentes no âmbito de seus serviços.",urn:lex:br:federal:lei:2025-09-17;15211!art9
"ART","lei_15211_20250917, Art. 10.",142,145,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS MECANISMOS DE AFERIÇÃO DE IDADE | ] Art. 10. Os fornecedores de produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles deverão adotar mecanismos para proporcionar experiências adequadas à idade, nos termos deste Capítulo, respeitadas a autonomia progressiva e a diversidade de contextos socioeconômicos brasileiros.",urn:lex:br:federal:lei:2025-09-17;15211!art10
"ART","lei_15211_20250917, Art. 11.",146,151,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS MECANISMOS DE AFERIÇÃO DE IDADE | ] Art. 11. O poder público poderá atuar como regulador, certificador ou promotor de soluções técnicas de verificação de idade, observados os limites da legalidade, da proteção à privacidade e dos direitos fundamentais previstos em lei. Parágrafo único. A atuação do poder público prevista no caput deste artigo deverá assegurar a participação social, por meio de consulta pública e de outros mecanismos de participação social, de forma a garantir transparência no processo regulatório.",urn:lex:br:federal:lei:2025-09-17;15211!art11
"ART","lei_15211_20250917, Art. 12.",152,167,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS MECANISMOS DE AFERIÇÃO DE IDADE | ] Art. 12. Os provedores de lojas de aplicações de internet e de sistemas operacionais de terminais deverão: I – tomar medidas proporcionais, auditáveis e tecnicamente seguras para aferir a idade ou a faixa etária dos usuários, observados os princípios previstos no art. 6º da Lei nº 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais); II – permitir que os pais ou responsáveis legais configurem mecanismos de supervisão parental voluntários e supervisionem, de forma ativa, o acesso de crianças e de adolescentes a aplicativos e conteúdos; e III – possibilitar, por meio de Interface de Programação de Aplicações (Application Programming Interface - API) segura e pautada pela proteção da privacidade desde o padrão, o fornecimento de sinal de idade aos provedores de aplicações de internet, exclusivamente para o cumprimento das finalidades desta Lei e com salvaguardas técnicas adequadas. § 1º O fornecimento de sinal de idade por meio de APIs deverá observar o princípio da minimização de dados, vedado qualquer compartilhamento contínuo, automatizado e irrestrito de dados pessoais de crianças e de adolescentes. § 2º A autorização para download de aplicativos por crianças e adolescentes dependerá de consentimento livre e informado dos pais ou responsáveis legais, prestado nos termos da legislação vigente, respeitada a autonomia progressiva, vedada a presunção de autorização na hipótese de ausência de manifestação dos pais ou responsáveis legais. § 3º Ato do Poder Executivo regulamentará os requisitos mínimos de transparência, de segurança e de interoperabilidade para os mecanismos de aferição de idade e de supervisão parental adotados pelos sistemas operacionais e pelas lojas de aplicativos.",urn:lex:br:federal:lei:2025-09-17;15211!art12
"ART","lei_15211_20250917, Art. 13.",168,171,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS MECANISMOS DE AFERIÇÃO DE IDADE | ] Art. 13. Os dados coletados para a verificação de idade de crianças e de adolescentes poderão ser utilizados unicamente para essa finalidade, vedado seu tratamento para qualquer outro propósito.",urn:lex:br:federal:lei:2025-09-17;15211!art13
"ART","lei_15211_20250917, Art. 14.",172,177,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS MECANISMOS DE AFERIÇÃO DE IDADE | ] Art. 14. Os fornecedores de produtos ou serviços de tecnologia da informação direcionados a crianças e a adolescentes ou de acesso provável por eles deverão adotar medidas técnicas e organizacionais para garantir o recebimento das informações de idade de que trata o art. 12 desta Lei. Parágrafo único. Independentemente das medidas adotadas pelos sistemas operacionais e pelas lojas de aplicações, os fornecedores de que trata o caput deste artigo deverão implementar mecanismos próprios para impedir o acesso indevido de crianças e de adolescentes a conteúdos inadequados para sua faixa etária, nos termos do § 1º do art. 5º desta Lei.",urn:lex:br:federal:lei:2025-09-17;15211!art14
"ART","lei_15211_20250917, Art. 15.",178,181,"[ all_inclusiveRegulamentaçãoremove_red_eyeNormas correlatas Dispõe sobre a proteção de crianças e adolescentes em ambientes digitais (Estatuto Digital da Criança e do Adolescente). | DOS MECANISMOS DE AFERIÇÃO DE IDADE | ] Art. 15. O cumprimento das obrigações previstas neste Capítulo não exime os demais agentes da cadeia digital das suas responsabilidades legais, cabendo a todos os envolvidos garantir de forma solidária a proteção integral de crianças e de adolescentes.",urn:lex:br:federal:lei:2025-09-17;15211!art15
