Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"PAR","lei_9784_19990129, Art. 51., § 1º",477,478,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA DESISTÊNCIA E OUTROS CASOS DE EXTINÇÃO DO PROCESSO | ] Havendo vários interessados, a desistência ou renúncia atinge somente quem a tenha formulado.",urn:lex:br:federal:lei:1999-01-29;9784!art51_par1
"PAR","lei_9784_19990129, Art. 51., § 2º",479,480,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA DESISTÊNCIA E OUTROS CASOS DE EXTINÇÃO DO PROCESSO | ] A desistência ou renúncia do interessado, conforme o caso, não prejudica o prosseguimento do processo, se a Administração considerar que o interesse público assim o exige.",urn:lex:br:federal:lei:1999-01-29;9784!art51_par2
"CPT","lei_9784_19990129, Art. 52., caput",483,484,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA DESISTÊNCIA E OUTROS CASOS DE EXTINÇÃO DO PROCESSO | ] O órgão competente poderá declarar extinto o processo quando exaurida sua finalidade ou o objeto da decisão se tornar impossível, inútil ou prejudicado por fato superveniente.",urn:lex:br:federal:lei:1999-01-29;9784!art52_cpt
"CPT","lei_9784_19990129, Art. 53., caput",489,490,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA ANULAÇÃO, REVOGAÇÃO E CONVALIDAÇÃO | ] A Administração deve anular seus próprios atos, quando eivados de vício de legalidade, e pode revogá-los por motivo de conveniência ou oportunidade, respeitados os direitos adquiridos.",urn:lex:br:federal:lei:1999-01-29;9784!art53_cpt
"CPT","lei_9784_19990129, Art. 54., caput",493,494,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA ANULAÇÃO, REVOGAÇÃO E CONVALIDAÇÃO | ] O direito da Administração de anular os atos administrativos de que decorram efeitos favoráveis para os destinatários decai em cinco anos, contados da data em que foram praticados, salvo comprovada má-fé.",urn:lex:br:federal:lei:1999-01-29;9784!art54_cpt
"PAR","lei_9784_19990129, Art. 54., § 1º",495,496,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA ANULAÇÃO, REVOGAÇÃO E CONVALIDAÇÃO | ] No caso de efeitos patrimoniais contínuos, o prazo de decadência contar-se-á da percepção do primeiro pagamento.",urn:lex:br:federal:lei:1999-01-29;9784!art54_par1
"PAR","lei_9784_19990129, Art. 54., § 2º",497,498,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA ANULAÇÃO, REVOGAÇÃO E CONVALIDAÇÃO | ] Considera-se exercício do direito de anular qualquer medida de autoridade administrativa que importe impugnação à validade do ato.",urn:lex:br:federal:lei:1999-01-29;9784!art54_par2
"CPT","lei_9784_19990129, Art. 55., caput",501,502,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA ANULAÇÃO, REVOGAÇÃO E CONVALIDAÇÃO | ] Em decisão na qual se evidencie não acarretarem lesão ao interesse público nem prejuízo a terceiros, os atos que apresentarem defeitos sanáveis poderão ser convalidados pela própria Administração.",urn:lex:br:federal:lei:1999-01-29;9784!art55_cpt
"CPT","lei_9784_19990129, Art. 56., caput",507,508,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Das decisões administrativas cabe recurso, em face de razões de legalidade e de mérito.",urn:lex:br:federal:lei:1999-01-29;9784!art56_cpt
"PAR","lei_9784_19990129, Art. 56., § 1º",509,510,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O recurso será dirigido à autoridade que proferiu a decisão, a qual, se não a reconsiderar no prazo de cinco dias, o encaminhará à autoridade superior.",urn:lex:br:federal:lei:1999-01-29;9784!art56_par1
"PAR","lei_9784_19990129, Art. 56., § 2º",511,512,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Salvo exigência legal, a interposição de recurso administrativo independe de caução.",urn:lex:br:federal:lei:1999-01-29;9784!art56_par2
"PAR","lei_9784_19990129, Art. 56., § 3º",513,514,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Se o recorrente alegar que a decisão administrativa contraria enunciado da súmula vinculante, caberá à autoridade prolatora da decisão impugnada, se não a reconsiderar, explicitar, antes de encaminhar o recurso à autoridade superior, as razões da aplicabilidade ou inaplicabilidade da súmula, conforme o caso. (Parágrafo acrescido pela Lei nº 11.417, de 19.12.2006, publicada no DOU de 20.12.2006, em vigor 3 (três) meses após a publicação)",urn:lex:br:federal:lei:1999-01-29;9784!art56_par3
"CPT","lei_9784_19990129, Art. 57., caput",517,518,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O recurso administrativo tramitará no máximo por três instâncias administrativas, salvo disposição legal diversa.",urn:lex:br:federal:lei:1999-01-29;9784!art57_cpt
"CPT","lei_9784_19990129, Art. 58., caput",521,530,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Têm legitimidade para interpor recurso administrativo: os titulares de direitos e interesses que forem parte no processo; aqueles cujos direitos ou interesses forem indiretamente afetados pela decisão recorrida; as organizações e associações representativas, no tocante a direitos e interesses coletivos; os cidadãos ou associações, quanto a direitos ou interesses difusos.",urn:lex:br:federal:lei:1999-01-29;9784!art58_cpt
"CPT","lei_9784_19990129, Art. 59., caput",533,534,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Salvo disposição legal específica, é de dez dias o prazo para interposição de recurso administrativo, contado a partir da ciência ou divulgação oficial da decisão recorrida.",urn:lex:br:federal:lei:1999-01-29;9784!art59_cpt
"PAR","lei_9784_19990129, Art. 59., § 1º",535,536,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Quando a lei não fixar prazo diferente, o recurso administrativo deverá ser decidido no prazo máximo de trinta dias, a partir do recebimento dos autos pelo órgão competente.",urn:lex:br:federal:lei:1999-01-29;9784!art59_par1
"PAR","lei_9784_19990129, Art. 59., § 2º",537,538,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O prazo mencionado no parágrafo anterior poderá ser prorrogado por igual período, ante justificativa explícita.",urn:lex:br:federal:lei:1999-01-29;9784!art59_par2
"CPT","lei_9784_19990129, Art. 60., caput",541,542,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O recurso interpõe-se por meio de requerimento no qual o recorrente deverá expor os fundamentos do pedido de reexame, podendo juntar os documentos que julgar convenientes.",urn:lex:br:federal:lei:1999-01-29;9784!art60_cpt
"CPT","lei_9784_19990129, Art. 61., caput",545,546,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Salvo disposição legal em contrário, o recurso não tem efeito suspensivo.",urn:lex:br:federal:lei:1999-01-29;9784!art61_cpt
"PAR","lei_9784_19990129, Art. 61., Parágrafo único.",547,548,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Havendo justo receio de prejuízo de difícil ou incerta reparação decorrente da execução, a autoridade recorrida ou a imediatamente superior poderá, de ofício ou a pedido, dar efeito suspensivo ao recurso.",urn:lex:br:federal:lei:1999-01-29;9784!art61_par1u
"CPT","lei_9784_19990129, Art. 62., caput",551,552,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Interposto o recurso, o órgão competente para dele conhecer deverá intimar os demais interessados para que, no prazo de cinco dias úteis, apresentem alegações.",urn:lex:br:federal:lei:1999-01-29;9784!art62_cpt
"CPT","lei_9784_19990129, Art. 63., caput",555,564,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O recurso não será conhecido quando interposto: fora do prazo; perante órgão incompetente; por quem não seja legitimado; após exaurida a esfera administrativa.",urn:lex:br:federal:lei:1999-01-29;9784!art63_cpt
"PAR","lei_9784_19990129, Art. 63., § 1º",565,566,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Na hipótese do inciso II, será indicada ao recorrente a autoridade competente, sendo-lhe devolvido o prazo para recurso.",urn:lex:br:federal:lei:1999-01-29;9784!art63_par1
"PAR","lei_9784_19990129, Art. 63., § 2º",567,568,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O não conhecimento do recurso não impede a Administração de rever de ofício o ato ilegal, desde que não ocorrida preclusão administrativa.",urn:lex:br:federal:lei:1999-01-29;9784!art63_par2
"CPT","lei_9784_19990129, Art. 64., caput",571,572,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] O órgão competente para decidir o recurso poderá confirmar, modificar, anular ou revogar, total ou parcialmente, a decisão recorrida, se a matéria for de sua competência.",urn:lex:br:federal:lei:1999-01-29;9784!art64_cpt
"PAR","lei_9784_19990129, Art. 64., Parágrafo único.",573,574,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Se da aplicação do disposto neste artigo puder decorrer gravame à situação do recorrente, este deverá ser cientificado para que formule suas alegações antes da decisão.",urn:lex:br:federal:lei:1999-01-29;9784!art64_par1u
"CPT","lei_9784_19990129, Art. 64-A., caput",577,578,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Se o recorrente alegar violação de enunciado da súmula vinculante, o órgão competente para decidir o recurso explicitará as razões da aplicabilidade ou inaplicabilidade da súmula, conforme o caso. (Artigo acrescido pela Lei nº 11.417, de 19.12.2006, publicada no DOU de 20.12.2006, em vigor 3 (três) meses após a publicação)",urn:lex:br:federal:lei:1999-01-29;9784!art64-1_cpt
"CPT","lei_9784_19990129, Art. 64-B., caput",581,582,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Acolhida pelo Supremo Tribunal Federal a reclamação fundada em violação de enunciado da súmula vinculante, dar-se-á ciência à autoridade prolatora e ao órgão competente para o julgamento do recurso, que deverão adequar as futuras decisões administrativas em casos semelhantes, sob pena de responsabilização pessoal nas esferas cível, administrativa e penal. (Artigo acrescido pela Lei nº 11.417, de 19.12.2006, publicada no DOU de 20.12.2006, em vigor 3 (três) meses após a publicação)",urn:lex:br:federal:lei:1999-01-29;9784!art64-2_cpt
"CPT","lei_9784_19990129, Art. 65., caput",585,586,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Os processos administrativos de que resultem sanções poderão ser revistos, a qualquer tempo, a pedido ou de ofício, quando surgirem fatos novos ou circunstâncias relevantes suscetíveis de justificar a inadequação da sanção aplicada.",urn:lex:br:federal:lei:1999-01-29;9784!art65_cpt
"PAR","lei_9784_19990129, Art. 65., Parágrafo único.",587,588,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO RECURSO ADMINISTRATIVO E DA REVISÃO | ] Da revisão do processo não poderá resultar agravamento da sanção.",urn:lex:br:federal:lei:1999-01-29;9784!art65_par1u
"CPT","lei_9784_19990129, Art. 66., caput",593,594,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS PRAZOS | ] Os prazos começam a correr a partir da data da cientificação oficial, excluindo-se da contagem o dia do começo e incluindo-se o do vencimento.",urn:lex:br:federal:lei:1999-01-29;9784!art66_cpt
"PAR","lei_9784_19990129, Art. 66., § 1º",595,596,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS PRAZOS | ] Considera-se prorrogado o prazo até o primeiro dia útil seguinte se o vencimento cair em dia em que não houver expediente ou este for encerrado antes da hora normal.",urn:lex:br:federal:lei:1999-01-29;9784!art66_par1
"PAR","lei_9784_19990129, Art. 66., § 2º",597,598,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS PRAZOS | ] Os prazos expressos em dias contam-se de modo contínuo.",urn:lex:br:federal:lei:1999-01-29;9784!art66_par2
"PAR","lei_9784_19990129, Art. 66., § 3º",599,600,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS PRAZOS | ] Os prazos fixados em meses ou anos contam-se de data a data. Se no mês do vencimento não houver o dia equivalente àquele do início do prazo, tem-se como termo o último dia do mês.",urn:lex:br:federal:lei:1999-01-29;9784!art66_par3
"CPT","lei_9784_19990129, Art. 67., caput",603,604,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS PRAZOS | ] Salvo motivo de força maior devidamente comprovado, os prazos processuais não se suspendem.",urn:lex:br:federal:lei:1999-01-29;9784!art67_cpt
"CPT","lei_9784_19990129, Art. 68., caput",609,610,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS SANÇÕES | ] As sanções, a serem aplicadas por autoridade competente, terão natureza pecuniária ou consistirão em obrigação de fazer ou de não fazer, assegurado sempre o direito de defesa.",urn:lex:br:federal:lei:1999-01-29;9784!art68_cpt
"CPT","lei_9784_19990129, Art. 69., caput",615,616,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] Os processos administrativos específicos continuarão a reger-se por lei própria, aplicando-se-lhes apenas subsidiariamente os preceitos desta Lei.",urn:lex:br:federal:lei:1999-01-29;9784!art69_cpt
"CPT","lei_9784_19990129, Art. 69-A., caput",619,628,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] Terão prioridade na tramitação, em qualquer órgão ou instância, os procedimentos administrativos em que figure como parte ou interessado: pessoa com idade igual ou superior a 60 (sessenta) anos; pessoa portadora de deficiência, física ou mental; (VETADO) pessoa portadora de tuberculose ativa, esclerose múltipla, neoplasia maligna, hanseníase, paralisia irreversível e incapacitante, cardiopatia grave, doença de Parkinson, espondiloartrose anquilosante, nefropatia grave, hepatopatia grave, estados avançados da doença de Paget (osteíte deformante), contaminação por radiação, síndrome de imunodeficiência adquirida, ou outra doença grave, com base em conclusão da medicina especializada, mesmo que a doença tenha sido contraída após o início do processo.",urn:lex:br:federal:lei:1999-01-29;9784!art69-1_cpt
"PAR","lei_9784_19990129, Art. 69-A., § 1º",629,630,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] A pessoa interessada na obtenção do benefício, juntando prova de sua condição, deverá requerê-lo à autoridade administrativa competente, que determinará as providências a serem cumpridas.",urn:lex:br:federal:lei:1999-01-29;9784!art69-1_par1
"PAR","lei_9784_19990129, Art. 69-A., § 2º",631,632,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] Deferida a prioridade, os autos receberão identificação própria que evidencie o regime de tramitação prioritária.",urn:lex:br:federal:lei:1999-01-29;9784!art69-1_par2
"PAR","lei_9784_19990129, Art. 69-A., § 3º",633,634,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] (VETADO)",urn:lex:br:federal:lei:1999-01-29;9784!art69-1_par3
"PAR","lei_9784_19990129, Art. 69-A., § 4º",635,636,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] (VETADO) (Artigo acrescido pela Lei nº 12.008, de 29.7.2009)",urn:lex:br:federal:lei:1999-01-29;9784!art69-1_par4
"CPT","lei_9784_19990129, Art. 70., caput",639,640,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES FINAIS | ] Esta Lei entra em vigor na data de sua publicação. Brasília 29 de janeiro de 1999; 178º da Independência e 111º da República. FERNANDO HENRIQUE CARDOSO Renan Calheiros Paulo Paiva",urn:lex:br:federal:lei:1999-01-29;9784!art70_cpt
"ART","lei_9784_19990129, Art. 1º",2,15,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES GERAIS | ] Art. 1º Esta Lei estabelece normas básicas sobre o processo administrativo no âmbito da Administração Federal direta e indireta, visando, em especial, à proteção dos direitos dos administrados e ao melhor cumprimento dos fins da Administração. § 1º Os preceitos desta Lei também se aplicam aos órgãos dos Poderes Legislativo e Judiciário da União, quando no desempenho de função administrativa. § 2º Para os fins desta Lei, consideram-se: I – órgão - a unidade de atuação integrante da estrutura da Administração direta e da estrutura da Administração indireta; II – entidade - a unidade de atuação dotada de personalidade jurídica; III – autoridade - o servidor ou agente público dotado de poder de decisão.",urn:lex:br:federal:lei:1999-01-29;9784!art1
"ART","lei_9784_19990129, Art. 2º",16,47,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DAS DISPOSIÇÕES GERAIS | ] Art. 2º A Administração Pública obedecerá, dentre outros, aos princípios da legalidade, finalidade, motivação, razoabilidade, proporcionalidade, moralidade, ampla defesa, contraditório, segurança jurídica, interesse público e eficiência. Parágrafo único. Nos processos administrativos serão observados, entre outros, os critérios de: I – atuação conforme a lei e o Direito; II – atendimento a fins de interesse geral, vedada a renúncia total ou parcial de poderes ou competências, salvo autorização em lei; III – objetividade no atendimento do interesse público, vedada a promoção pessoal de agentes ou autoridades; IV – atuação segundo padrões éticos de probidade, decoro e boa-fé; V – divulgação oficial dos atos administrativos, ressalvadas as hipóteses de sigilo previstas na Constituição; VI – adequação entre meios e fins, vedada a imposição de obrigações, restrições e sanções em medida superior àquelas estritamente necessárias ao atendimento do interesse público; VII – indicação dos pressupostos de fato e de direito que determinarem a decisão; VIII – observância das formalidades essenciais à garantia dos direitos dos administrados; IX – adoção de formas simples, suficientes para propiciar adequado grau de certeza, segurança e respeito aos direitos dos administrados; X – garantia dos direitos à comunicação, à apresentação de alegações finais, à produção de provas e à interposição de recursos, nos processos de que possam resultar sanções e nas situações de litígio; XI – proibição de cobrança de despesas processuais, ressalvadas as previstas em lei; XII – impulsão, de ofício, do processo administrativo, sem prejuízo da atuação dos interessados; XIII – interpretação da norma administrativa da forma que melhor garanta o atendimento do fim público a que se dirige, vedada aplicação retroativa de nova interpretação.",urn:lex:br:federal:lei:1999-01-29;9784!art2
"ART","lei_9784_19990129, Art. 3º",50,61,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS DIREITOS DOS ADMINISTRADOS | ] Art. 3º O administrado tem os seguintes direitos perante a Administração, sem prejuízo de outros que lhe sejam assegurados: I – ser tratado com respeito pelas autoridades e servidores, que deverão facilitar o exercício de seus direitos e o cumprimento de suas obrigações; II – ter ciência da tramitação dos processos administrativos em que tenha a condição de interessado, ter vista dos autos, obter cópias de documentos neles contidos e conhecer as decisões proferidas; III – formular alegações e apresentar documentos antes da decisão, os quais serão objeto de consideração pelo órgão competente; IV – fazer-se assistir, facultativamente, por advogado, salvo quando obrigatória a representação, por força de lei.",urn:lex:br:federal:lei:1999-01-29;9784!art3
"ART","lei_9784_19990129, Art. 4º",64,75,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS DEVERES DO ADMINISTRADO | ] Art. 4º São deveres do administrado perante a Administração, sem prejuízo de outros previstos em ato normativo: I – expor os fatos conforme a verdade; II – proceder com lealdade, urbanidade e boa-fé; III – não agir de modo temerário; IV – prestar as informações que lhe forem solicitadas e colaborar para o esclarecimento dos fatos.",urn:lex:br:federal:lei:1999-01-29;9784!art4
"ART","lei_9784_19990129, Art. 5º",78,81,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO INÍCIO DO PROCESSO | ] Art. 5º O processo administrativo pode iniciar-se de ofício ou a pedido de interessado.",urn:lex:br:federal:lei:1999-01-29;9784!art5
"ART","lei_9784_19990129, Art. 6º",82,97,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO INÍCIO DO PROCESSO | ] Art. 6º O requerimento inicial do interessado, salvo casos em que for admitida solicitação oral, deve ser formulado por escrito e conter os seguintes dados: I – órgão ou autoridade administrativa a que se dirige; II – identificação do interessado ou de quem o represente; III – domicílio do requerente ou local para recebimento de comunicações; IV – formulação do pedido, com exposição dos fatos e de seus fundamentos; V – data e assinatura do requerente ou de seu representante. Parágrafo único. É vedada à Administração a recusa imotivada de recebimento de documentos, devendo o servidor orientar o interessado quanto ao suprimento de eventuais falhas.",urn:lex:br:federal:lei:1999-01-29;9784!art6
"ART","lei_9784_19990129, Art. 7º",98,101,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO INÍCIO DO PROCESSO | ] Art. 7º Os órgãos e entidades administrativas deverão elaborar modelos ou formulários padronizados para assuntos que importem pretensões equivalentes.",urn:lex:br:federal:lei:1999-01-29;9784!art7
"ART","lei_9784_19990129, Art. 8º",102,105,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO INÍCIO DO PROCESSO | ] Art. 8º Quando os pedidos de uma pluralidade de interessados tiverem conteúdo e fundamentos idênticos, poderão ser formulados em um único requerimento, salvo preceito legal em contrário.",urn:lex:br:federal:lei:1999-01-29;9784!art8
"ART","lei_9784_19990129, Art. 9º",108,119,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS INTERESSADOS | ] Art. 9º São legitimados como interessados no processo administrativo: I – pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação; II – aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada; III – as organizações e associações representativas, no tocante a direitos e interesses coletivos; IV – as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.",urn:lex:br:federal:lei:1999-01-29;9784!art9
"ART","lei_9784_19990129, Art. 10.",120,123,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS INTERESSADOS | ] Art. 10. São capazes, para fins de processo administrativo, os maiores de dezoito anos, ressalvada previsão especial em ato normativo próprio.",urn:lex:br:federal:lei:1999-01-29;9784!art10
"ART","lei_9784_19990129, Art. 11.",126,129,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 11. A competência é irrenunciável e se exerce pelos órgãos administrativos a que foi atribuída como própria, salvo os casos de delegação e avocação legalmente admitidos.",urn:lex:br:federal:lei:1999-01-29;9784!art11
"ART","lei_9784_19990129, Art. 12.",130,135,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 12. Um órgão administrativo e seu titular poderão, se não houver impedimento legal, delegar parte da sua competência a outros órgãos ou titulares, ainda que estes não lhe sejam hierarquicamente subordinados, quando for conveniente, em razão de circunstâncias de índole técnica, social, econômica, jurídica ou territorial. Parágrafo único. O disposto no caput deste artigo aplica-se à delegação de competência dos órgãos colegiados aos respectivos presidentes.",urn:lex:br:federal:lei:1999-01-29;9784!art12
"ART","lei_9784_19990129, Art. 13.",136,145,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 13. Não podem ser objeto de delegação: I – a edição de atos de caráter normativo; II – a decisão de recursos administrativos; III – as matérias de competência exclusiva do órgão ou autoridade.",urn:lex:br:federal:lei:1999-01-29;9784!art13
"ART","lei_9784_19990129, Art. 14.",146,155,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 14. O ato de delegação e sua revogação deverão ser publicados no meio oficial. § 1º O ato de delegação especificará as matérias e poderes transferidos, os limites da atuação do delegado, a duração e os objetivos da delegação e o recurso cabível, podendo conter ressalva de exercício da atribuição delegada. § 2º O ato de delegação é revogável a qualquer tempo pela autoridade delegante. § 3º As decisões adotadas por delegação devem mencionar explicitamente esta qualidade e considerar-se-ão editadas pelo delegado.",urn:lex:br:federal:lei:1999-01-29;9784!art14
"ART","lei_9784_19990129, Art. 15.",156,159,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 15. Será permitida, em caráter excepcional e por motivos relevantes devidamente justificados, a avocação temporária de competência atribuída a órgão hierarquicamente inferior.",urn:lex:br:federal:lei:1999-01-29;9784!art15
"ART","lei_9784_19990129, Art. 16.",160,163,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 16. Os órgãos e entidades administrativas divulgarão publicamente os locais das respectivas sedes e, quando conveniente, a unidade fundacional competente em matéria de interesse especial.",urn:lex:br:federal:lei:1999-01-29;9784!art16
"ART","lei_9784_19990129, Art. 17.",164,167,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Art. 17. Inexistindo competência legal específica, o processo administrativo deverá ser iniciado perante a autoridade de menor grau hierárquico para decidir.",urn:lex:br:federal:lei:1999-01-29;9784!art17
"ART","lei_9784_19990129, Art. 18.",170,179,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] Art. 18. É impedido de atuar em processo administrativo o servidor ou autoridade que: I – tenha interesse direto ou indireto na matéria; II – tenha participado ou venha a participar como perito, testemunha ou representante, ou se tais situações ocorrem quanto ao cônjuge, companheiro ou parente e afins até o terceiro grau; III – esteja litigando judicial ou administrativamente com o interessado ou respectivo cônjuge ou companheiro.",urn:lex:br:federal:lei:1999-01-29;9784!art18
"ART","lei_9784_19990129, Art. 19.",180,185,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] Art. 19. A autoridade ou servidor que incorrer em impedimento deve comunicar o fato à autoridade competente, abstendo-se de atuar. Parágrafo único. A omissão do dever de comunicar o impedimento constitui falta grave, para efeitos disciplinares.",urn:lex:br:federal:lei:1999-01-29;9784!art19
"ART","lei_9784_19990129, Art. 20.",186,189,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] Art. 20. Pode ser argüida a suspeição de autoridade ou servidor que tenha amizade íntima ou inimizade notória com algum dos interessados ou com os respectivos cônjuges, companheiros, parentes e afins até o terceiro grau.",urn:lex:br:federal:lei:1999-01-29;9784!art20
"ART","lei_9784_19990129, Art. 21.",190,193,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] Art. 21. O indeferimento de alegação de suspeição poderá ser objeto de recurso, sem efeito suspensivo.",urn:lex:br:federal:lei:1999-01-29;9784!art21
"ART","lei_9784_19990129, Art. 22.",196,207,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Art. 22. Os atos do processo administrativo não dependem de forma determinada senão quando a lei expressamente a exigir. § 1º Os atos do processo devem ser produzidos por escrito, em vernáculo, com a data e o local de sua realização e a assinatura da autoridade responsável. § 2º Salvo imposição legal, o reconhecimento de firma somente será exigido quando houver dúvida de autenticidade. § 3º A autenticação de documentos exigidos em cópia poderá ser feita pelo órgão administrativo. § 4º O processo deverá ter suas páginas numeradas seqüencialmente e rubricadas.",urn:lex:br:federal:lei:1999-01-29;9784!art22
