Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_9784_19990129, Art. 7º, caput",99,100,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO INÍCIO DO PROCESSO | ] Os órgãos e entidades administrativas deverão elaborar modelos ou formulários padronizados para assuntos que importem pretensões equivalentes.",urn:lex:br:federal:lei:1999-01-29;9784!art7_cpt
"CPT","lei_9784_19990129, Art. 8º, caput",103,104,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DO INÍCIO DO PROCESSO | ] Quando os pedidos de uma pluralidade de interessados tiverem conteúdo e fundamentos idênticos, poderão ser formulados em um único requerimento, salvo preceito legal em contrário.",urn:lex:br:federal:lei:1999-01-29;9784!art8_cpt
"CPT","lei_9784_19990129, Art. 9º, caput",109,118,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS INTERESSADOS | ] São legitimados como interessados no processo administrativo: pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação; aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada; as organizações e associações representativas, no tocante a direitos e interesses coletivos; as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.",urn:lex:br:federal:lei:1999-01-29;9784!art9_cpt
"CPT","lei_9784_19990129, Art. 10., caput",121,122,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS INTERESSADOS | ] São capazes, para fins de processo administrativo, os maiores de dezoito anos, ressalvada previsão especial em ato normativo próprio.",urn:lex:br:federal:lei:1999-01-29;9784!art10_cpt
"CPT","lei_9784_19990129, Art. 11., caput",127,128,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] A competência é irrenunciável e se exerce pelos órgãos administrativos a que foi atribuída como própria, salvo os casos de delegação e avocação legalmente admitidos.",urn:lex:br:federal:lei:1999-01-29;9784!art11_cpt
"CPT","lei_9784_19990129, Art. 12., caput",131,132,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Um órgão administrativo e seu titular poderão, se não houver impedimento legal, delegar parte da sua competência a outros órgãos ou titulares, ainda que estes não lhe sejam hierarquicamente subordinados, quando for conveniente, em razão de circunstâncias de índole técnica, social, econômica, jurídica ou territorial.",urn:lex:br:federal:lei:1999-01-29;9784!art12_cpt
"PAR","lei_9784_19990129, Art. 12., Parágrafo único.",133,134,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] O disposto no caput deste artigo aplica-se à delegação de competência dos órgãos colegiados aos respectivos presidentes.",urn:lex:br:federal:lei:1999-01-29;9784!art12_par1u
"CPT","lei_9784_19990129, Art. 13., caput",137,144,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Não podem ser objeto de delegação: a edição de atos de caráter normativo; a decisão de recursos administrativos; as matérias de competência exclusiva do órgão ou autoridade.",urn:lex:br:federal:lei:1999-01-29;9784!art13_cpt
"CPT","lei_9784_19990129, Art. 14., caput",147,148,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] O ato de delegação e sua revogação deverão ser publicados no meio oficial.",urn:lex:br:federal:lei:1999-01-29;9784!art14_cpt
"PAR","lei_9784_19990129, Art. 14., § 1º",149,150,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] O ato de delegação especificará as matérias e poderes transferidos, os limites da atuação do delegado, a duração e os objetivos da delegação e o recurso cabível, podendo conter ressalva de exercício da atribuição delegada.",urn:lex:br:federal:lei:1999-01-29;9784!art14_par1
"PAR","lei_9784_19990129, Art. 14., § 2º",151,152,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] O ato de delegação é revogável a qualquer tempo pela autoridade delegante.",urn:lex:br:federal:lei:1999-01-29;9784!art14_par2
"PAR","lei_9784_19990129, Art. 14., § 3º",153,154,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] As decisões adotadas por delegação devem mencionar explicitamente esta qualidade e considerar-se-ão editadas pelo delegado.",urn:lex:br:federal:lei:1999-01-29;9784!art14_par3
"CPT","lei_9784_19990129, Art. 15., caput",157,158,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Será permitida, em caráter excepcional e por motivos relevantes devidamente justificados, a avocação temporária de competência atribuída a órgão hierarquicamente inferior.",urn:lex:br:federal:lei:1999-01-29;9784!art15_cpt
"CPT","lei_9784_19990129, Art. 16., caput",161,162,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Os órgãos e entidades administrativas divulgarão publicamente os locais das respectivas sedes e, quando conveniente, a unidade fundacional competente em matéria de interesse especial.",urn:lex:br:federal:lei:1999-01-29;9784!art16_cpt
"CPT","lei_9784_19990129, Art. 17., caput",165,166,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMPETÊNCIA | ] Inexistindo competência legal específica, o processo administrativo deverá ser iniciado perante a autoridade de menor grau hierárquico para decidir.",urn:lex:br:federal:lei:1999-01-29;9784!art17_cpt
"CPT","lei_9784_19990129, Art. 18., caput",171,178,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] É impedido de atuar em processo administrativo o servidor ou autoridade que: tenha interesse direto ou indireto na matéria; tenha participado ou venha a participar como perito, testemunha ou representante, ou se tais situações ocorrem quanto ao cônjuge, companheiro ou parente e afins até o terceiro grau; esteja litigando judicial ou administrativamente com o interessado ou respectivo cônjuge ou companheiro.",urn:lex:br:federal:lei:1999-01-29;9784!art18_cpt
"CPT","lei_9784_19990129, Art. 19., caput",181,182,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] A autoridade ou servidor que incorrer em impedimento deve comunicar o fato à autoridade competente, abstendo-se de atuar.",urn:lex:br:federal:lei:1999-01-29;9784!art19_cpt
"PAR","lei_9784_19990129, Art. 19., Parágrafo único.",183,184,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] A omissão do dever de comunicar o impedimento constitui falta grave, para efeitos disciplinares.",urn:lex:br:federal:lei:1999-01-29;9784!art19_par1u
"CPT","lei_9784_19990129, Art. 20., caput",187,188,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] Pode ser argüida a suspeição de autoridade ou servidor que tenha amizade íntima ou inimizade notória com algum dos interessados ou com os respectivos cônjuges, companheiros, parentes e afins até o terceiro grau.",urn:lex:br:federal:lei:1999-01-29;9784!art20_cpt
"CPT","lei_9784_19990129, Art. 21., caput",191,192,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DOS IMPEDIMENTOS E DA SUSPEIÇÃO | ] O indeferimento de alegação de suspeição poderá ser objeto de recurso, sem efeito suspensivo.",urn:lex:br:federal:lei:1999-01-29;9784!art21_cpt
"CPT","lei_9784_19990129, Art. 22., caput",197,198,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Os atos do processo administrativo não dependem de forma determinada senão quando a lei expressamente a exigir.",urn:lex:br:federal:lei:1999-01-29;9784!art22_cpt
"PAR","lei_9784_19990129, Art. 22., § 1º",199,200,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Os atos do processo devem ser produzidos por escrito, em vernáculo, com a data e o local de sua realização e a assinatura da autoridade responsável.",urn:lex:br:federal:lei:1999-01-29;9784!art22_par1
"PAR","lei_9784_19990129, Art. 22., § 2º",201,202,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Salvo imposição legal, o reconhecimento de firma somente será exigido quando houver dúvida de autenticidade.",urn:lex:br:federal:lei:1999-01-29;9784!art22_par2
"PAR","lei_9784_19990129, Art. 22., § 3º",203,204,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] A autenticação de documentos exigidos em cópia poderá ser feita pelo órgão administrativo.",urn:lex:br:federal:lei:1999-01-29;9784!art22_par3
"PAR","lei_9784_19990129, Art. 22., § 4º",205,206,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] O processo deverá ter suas páginas numeradas seqüencialmente e rubricadas.",urn:lex:br:federal:lei:1999-01-29;9784!art22_par4
"CPT","lei_9784_19990129, Art. 23., caput",209,210,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Os atos do processo devem realizar-se em dias úteis, no horário normal de funcionamento da repartição na qual tramitar o processo.",urn:lex:br:federal:lei:1999-01-29;9784!art23_cpt
"PAR","lei_9784_19990129, Art. 23., Parágrafo único.",211,212,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Serão concluídos depois do horário normal os atos já iniciados, cujo adiamento prejudique o curso regular do procedimento ou cause dano ao interessado ou à Administração.",urn:lex:br:federal:lei:1999-01-29;9784!art23_par1u
"CPT","lei_9784_19990129, Art. 24., caput",215,216,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Inexistindo disposição específica, os atos do órgão ou autoridade responsável pelo processo e dos administrados que dele participem devem ser praticados no prazo de cinco dias, salvo motivo de força maior.",urn:lex:br:federal:lei:1999-01-29;9784!art24_cpt
"PAR","lei_9784_19990129, Art. 24., Parágrafo único.",217,218,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] O prazo previsto neste artigo pode ser dilatado até o dobro, mediante comprovada justificação.",urn:lex:br:federal:lei:1999-01-29;9784!art24_par1u
"CPT","lei_9784_19990129, Art. 25., caput",221,222,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA FORMA, TEMPO E LUGAR DOS ATOS DO PROCESSO | ] Os atos do processo devem realizar-se preferencialmente na sede do órgão, cientificando-se o interessado se outro for o local de realização.",urn:lex:br:federal:lei:1999-01-29;9784!art25_cpt
"CPT","lei_9784_19990129, Art. 26., caput",227,228,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] O órgão competente perante o qual tramita o processo administrativo determinará a intimação do interessado para ciência de decisão ou a efetivação de diligências.",urn:lex:br:federal:lei:1999-01-29;9784!art26_cpt
"PAR","lei_9784_19990129, Art. 26., § 1º",229,242,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] A intimação deverá conter: identificação do intimado e nome do órgão ou entidade administrativa; finalidade da intimação; data, hora e local em que deve comparecer; se o intimado deve comparecer pessoalmente, ou fazer-se representar; informação da continuidade do processo independentemente do seu comparecimento; indicação dos fatos e fundamentos legais pertinentes.",urn:lex:br:federal:lei:1999-01-29;9784!art26_par1
"PAR","lei_9784_19990129, Art. 26., § 2º",243,244,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] A intimação observará a antecedência mínima de três dias úteis quanto à data de comparecimento.",urn:lex:br:federal:lei:1999-01-29;9784!art26_par2
"PAR","lei_9784_19990129, Art. 26., § 3º",245,246,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] A intimação pode ser efetuada por ciência no processo, por via postal com aviso de recebimento, por telegrama ou outro meio que assegure a certeza da ciência do interessado.",urn:lex:br:federal:lei:1999-01-29;9784!art26_par3
"PAR","lei_9784_19990129, Art. 26., § 4º",247,248,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] No caso de interessados indeterminados, desconhecidos ou com domicílio indefinido, a intimação deve ser efetuada por meio de publicação oficial.",urn:lex:br:federal:lei:1999-01-29;9784!art26_par4
"PAR","lei_9784_19990129, Art. 26., § 5º",249,250,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] As intimações serão nulas quando feitas sem observância das prescrições legais, mas o comparecimento do administrado supre sua falta ou irregularidade.",urn:lex:br:federal:lei:1999-01-29;9784!art26_par5
"CPT","lei_9784_19990129, Art. 27., caput",253,254,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] O desatendimento da intimação não importa o reconhecimento da verdade dos fatos, nem a renúncia a direito pelo administrado.",urn:lex:br:federal:lei:1999-01-29;9784!art27_cpt
"PAR","lei_9784_19990129, Art. 27., Parágrafo único.",255,256,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] No prosseguimento do processo, será garantido direito de ampla defesa ao interessado.",urn:lex:br:federal:lei:1999-01-29;9784!art27_par1u
"CPT","lei_9784_19990129, Art. 28., caput",259,260,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA COMUNICAÇÃO DOS ATOS | ] Devem ser objeto de intimação os atos do processo que resultem para o interessado em imposição de deveres, ônus, sanções ou restrição ao exercício de direitos e atividades e os atos de outra natureza, de seu interesse.",urn:lex:br:federal:lei:1999-01-29;9784!art28_cpt
"CPT","lei_9784_19990129, Art. 29., caput",265,266,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] As atividades de instrução destinadas a averiguar e comprovar os dados necessários à tomada de decisão realizam-se de ofício ou mediante impulsão do órgão responsável pelo processo, sem prejuízo do direito dos interessados de propor atuações probatórias.",urn:lex:br:federal:lei:1999-01-29;9784!art29_cpt
"PAR","lei_9784_19990129, Art. 29., § 1º",267,268,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] O órgão competente para a instrução fará constar dos autos os dados necessários à decisão do processo.",urn:lex:br:federal:lei:1999-01-29;9784!art29_par1
"PAR","lei_9784_19990129, Art. 29., § 2º",269,270,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Os atos de instrução que exijam a atuação dos interessados devem realizar-se do modo menos oneroso para estes.",urn:lex:br:federal:lei:1999-01-29;9784!art29_par2
"CPT","lei_9784_19990129, Art. 30., caput",273,274,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] São inadmissíveis no processo administrativo as provas obtidas por meios ilícitos.",urn:lex:br:federal:lei:1999-01-29;9784!art30_cpt
"CPT","lei_9784_19990129, Art. 31., caput",277,278,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando a matéria do processo envolver assunto de interesse geral, o órgão competente poderá, mediante despacho motivado, abrir período de consulta pública para manifestação de terceiros, antes da decisão do pedido, se não houver prejuízo para a parte interessada.",urn:lex:br:federal:lei:1999-01-29;9784!art31_cpt
"PAR","lei_9784_19990129, Art. 31., § 1º",279,280,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] A abertura da consulta pública será objeto de divulgação pelos meios oficiais, a fim de que pessoas físicas ou jurídicas possam examinar os autos, fixando-se prazo para oferecimento de alegações escritas.",urn:lex:br:federal:lei:1999-01-29;9784!art31_par1
"PAR","lei_9784_19990129, Art. 31., § 2º",281,282,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] O comparecimento à consulta pública não confere, por si, a condição de interessado do processo, mas confere o direito de obter da Administração resposta fundamentada, que poderá ser comum a todas as alegações substancialmente iguais.",urn:lex:br:federal:lei:1999-01-29;9784!art31_par2
"CPT","lei_9784_19990129, Art. 32., caput",285,286,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Antes da tomada de decisão, a juízo da autoridade, diante da relevância da questão, poderá ser realizada audiência pública para debates sobre a matéria do processo.",urn:lex:br:federal:lei:1999-01-29;9784!art32_cpt
"CPT","lei_9784_19990129, Art. 33., caput",289,290,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Os órgãos e entidades administrativas, em matéria relevante, poderão estabelecer outros meios de participação de administrados, diretamente ou por meio de organizações e associações legalmente reconhecidas.",urn:lex:br:federal:lei:1999-01-29;9784!art33_cpt
"CPT","lei_9784_19990129, Art. 34., caput",293,294,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Os resultados da consulta e audiência pública e de outros meios de participação de administrados deverão ser apresentados com a indicação do procedimento adotado.",urn:lex:br:federal:lei:1999-01-29;9784!art34_cpt
"CPT","lei_9784_19990129, Art. 35., caput",297,298,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando necessária à instrução do processo, a audiência de outros órgãos ou entidades administrativas poderá ser realizada em reunião conjunta, com a participação de titulares ou representantes dos órgãos competentes, lavrando-se a respectiva ata, a ser juntada aos autos.",urn:lex:br:federal:lei:1999-01-29;9784!art35_cpt
"CPT","lei_9784_19990129, Art. 36., caput",301,302,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Cabe ao interessado a prova dos fatos que tenha alegado, sem prejuízo do dever atribuído ao órgão competente para a instrução e do disposto no art. 37 desta Lei.",urn:lex:br:federal:lei:1999-01-29;9784!art36_cpt
"CPT","lei_9784_19990129, Art. 37., caput",305,306,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando o interessado declarar que fatos e dados estão registrados em documentos existentes na própria Administração responsável pelo processo ou em outro órgão administrativo, o órgão competente para a instrução proverá, de ofício, à obtenção dos documentos ou das respectivas cópias.",urn:lex:br:federal:lei:1999-01-29;9784!art37_cpt
"CPT","lei_9784_19990129, Art. 38., caput",309,310,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] O interessado poderá, na fase instrutória e antes da tomada da decisão, juntar documentos e pareceres, requerer diligências e perícias, bem como aduzir alegações referentes à matéria objeto do processo.",urn:lex:br:federal:lei:1999-01-29;9784!art38_cpt
"PAR","lei_9784_19990129, Art. 38., § 1º",311,312,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Os elementos probatórios deverão ser considerados na motivação do relatório e da decisão.",urn:lex:br:federal:lei:1999-01-29;9784!art38_par1
"PAR","lei_9784_19990129, Art. 38., § 2º",313,314,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Somente poderão ser recusadas, mediante decisão fundamentada, as provas propostas pelos interessados quando sejam ilícitas, impertinentes, desnecessárias ou protelatórias.",urn:lex:br:federal:lei:1999-01-29;9784!art38_par2
"CPT","lei_9784_19990129, Art. 39., caput",317,318,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando for necessária a prestação de informações ou a apresentação de provas pelos interessados ou terceiros, serão expedidas intimações para esse fim, mencionando-se data, prazo, forma e condições de atendimento.",urn:lex:br:federal:lei:1999-01-29;9784!art39_cpt
"PAR","lei_9784_19990129, Art. 39., Parágrafo único.",319,320,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Não sendo atendida a intimação, poderá o órgão competente, se entender relevante a matéria, suprir de ofício a omissão, não se eximindo de proferir a decisão.",urn:lex:br:federal:lei:1999-01-29;9784!art39_par1u
"CPT","lei_9784_19990129, Art. 40., caput",323,324,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando dados, atuações ou documentos solicitados ao interessado forem necessários à apreciação de pedido formulado, o não atendimento no prazo fixado pela Administração para a respectiva apresentação implicará arquivamento do processo.",urn:lex:br:federal:lei:1999-01-29;9784!art40_cpt
"CPT","lei_9784_19990129, Art. 41., caput",327,328,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Os interessados serão intimados de prova ou diligência ordenada, com antecedência mínima de três dias úteis, mencionando-se data, hora e local de realização.",urn:lex:br:federal:lei:1999-01-29;9784!art41_cpt
"CPT","lei_9784_19990129, Art. 42., caput",331,332,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando deva ser obrigatoriamente ouvido um órgão consultivo, o parecer deverá ser emitido no prazo máximo de quinze dias, salvo norma especial ou comprovada necessidade de maior prazo.",urn:lex:br:federal:lei:1999-01-29;9784!art42_cpt
"PAR","lei_9784_19990129, Art. 42., § 1º",333,334,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Se um parecer obrigatório e vinculante deixar de ser emitido no prazo fixado, o processo não terá seguimento até a respectiva apresentação, responsabilizando-se quem der causa ao atraso.",urn:lex:br:federal:lei:1999-01-29;9784!art42_par1
"PAR","lei_9784_19990129, Art. 42., § 2º",335,336,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Se um parecer obrigatório e não vinculante deixar de ser emitido no prazo fixado, o processo poderá ter prosseguimento e ser decidido com sua dispensa, sem prejuízo da responsabilidade de quem se omitiu no atendimento.",urn:lex:br:federal:lei:1999-01-29;9784!art42_par2
"CPT","lei_9784_19990129, Art. 43., caput",339,340,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Quando por disposição de ato normativo devam ser previamente obtidos laudos técnicos de órgãos administrativos e estes não cumprirem o encargo no prazo assinalado, o órgão responsável pela instrução deverá solicitar laudo técnico de outro órgão dotado de qualificação e capacidade técnica equivalentes.",urn:lex:br:federal:lei:1999-01-29;9784!art43_cpt
"CPT","lei_9784_19990129, Art. 44., caput",343,344,"[ Regula o processo administrativo no âmbito da Administração Pública Federal. | DA INSTRUÇÃO | ] Encerrada a instrução, o interessado terá o direito de manifestar-se no prazo máximo de dez dias, salvo se outro prazo for legalmente fixado.",urn:lex:br:federal:lei:1999-01-29;9784!art44_cpt
