Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","decreto_9612_2018, Art. 1º, caput",2,3,"[ Dispõe sobre políticas públicas de telecomunicações. | ] Este Decreto dispõe sobre as políticas públicas de telecomunicações, nos termos dos art. 1º e art. 2º da Lei nº 9.472, de 16 de julho de 1997 .",urn:lex:br:federal:decreto:2018-12-17;9612!art1_cpt
"CPT","decreto_9612_2018, Art. 2º, caput",6,31,"[ Dispõe sobre políticas públicas de telecomunicações. | ] São objetivos gerais das políticas públicas de telecomunicações: promover: o acesso às telecomunicações em condições econômicas que viabilizem o uso e a fruição dos serviços, especialmente para: a expansão do acesso à internet em banda larga fixa e móvel, com qualidade e velocidade adequadas; e a ampliação do acesso à internet em banda larga em áreas onde a oferta seja inadequada, tais como áreas urbanas desatendidas, rurais ou remotas; a inclusão digital, para garantir à população o acesso às redes de telecomunicações, sistemas e serviços baseados em tecnologias da informação e comunicação - TIC, observadas as desigualdades sociais e regionais; e um mercado de competição ampla, livre e justa; proporcionar um ambiente favorável à expansão das redes de telecomunicações e à continuidade e à melhoria dos serviços prestados; garantir os direitos dos usuários dos serviços de telecomunicações; estimular: a pesquisa e o desenvolvimento tecnológico e produtivo; e as medidas que promovam a integridade da infraestrutura de telecomunicações e a segurança dos serviços que nela se apoiam; e incentivar a atualização tecnológica constante dos serviços de telecomunicações.",urn:lex:br:federal:decreto:2018-12-17;9612!art2_cpt
"CPT","decreto_9612_2018, Art. 3º, caput",34,35,"[ Dispõe sobre políticas públicas de telecomunicações. | ] As políticas relativas à indústria de telecomunicações observarão ainda os objetivos de que trata o art. 1º da Lei nº 10.052, de 28 de novembro de 2000 , com vistas a contribuir para o desenvolvimento tecnológico e para a competitividade da indústria nacional.",urn:lex:br:federal:decreto:2018-12-17;9612!art3_cpt
"CPT","decreto_9612_2018, Art. 4º, caput",38,49,"[ Dispõe sobre políticas públicas de telecomunicações. | ] As políticas relativas ao desenvolvimento tecnológico das telecomunicações objetivam: estimular a pesquisa, o desenvolvimento e a inovação de soluções tecnológicas destinadas ao atendimento das políticas públicas de telecomunicações e à melhoria das condições socioeconômicas da população; aplicar prioritariamente os recursos do Fundo para o Desenvolvimento Tecnológico das Telecomunicações - Funttel e de outras fontes em projetos e programas que contemplem as soluções tecnológicas de que trata o inciso I; aproveitar as oportunidades geradas pelas transições e pelo processo de convergência tecnológica para estimular o desenvolvimento e a competitividade da tecnologia nacional no setor de telecomunicações; incentivar o desenvolvimento de soluções tecnológicas de telecomunicações pelas instituições de pesquisa; e promover a inserção de empresas, de instituições de pesquisa e inovação e de pesquisadores brasileiros em cadeias internacionais de pesquisa, inovação e desenvolvimento e em fóruns internacionais de discussão sobre padrões tecnológicos.",urn:lex:br:federal:decreto:2018-12-17;9612!art4_cpt
"CPT","decreto_9612_2018, Art. 5º, caput",52,67,"[ Dispõe sobre políticas públicas de telecomunicações. | ] As políticas públicas relativas à inclusão digital objetivam ainda: fomentar e implantar a infraestrutura, os serviços, os sistemas e as aplicações baseados em TIC, necessários para o acesso às redes de telecomunicações pela população: de localidades remotas; de localidades com prestação inadequada ou inexistente desses serviços; ou em situação de vulnerabilidade social; apoiar a implementação de serviços de governo eletrônico destinados à melhoria e à transparência da gestão pública e à ampliação da participação popular; fomentar a gestão sustentável e compartilhada de bens de informática e outros dispositivos, no âmbito da política de desfazimento de bens eletrônicos do Governo federal; e estimular a formação e a capacitação dos servidores públicos e da população para utilização das TIC como ferramentas para melhoria dos serviços públicos.",urn:lex:br:federal:decreto:2018-12-17;9612!art5_cpt
"PAR","decreto_9612_2018, Art. 5º, Parágrafo único.",68,69,"[ Dispõe sobre políticas públicas de telecomunicações. | ] A fim de garantir a implantação de serviços de que trata o inciso I do caput, o Ministério das Comunicações poderá credenciar prestadores de serviços de telecomunicações, cujas atribuições e cujos compromissos serão estabelecidos em instrumento próprio. (Redação dada pelo Decreto nº 10.799, de 2021)",urn:lex:br:federal:decreto:2018-12-17;9612!art5_par1u
"CPT","decreto_9612_2018, Art. 6º, caput",72,81,"[ Dispõe sobre políticas públicas de telecomunicações. | ] O Ministério das Comunicações promoverá a implantação de infraestruturas destinadas ao desenvolvimento de Cidades Conectadas por meio das seguintes iniciativas: (Redação dada pelo Decreto nº 10.799, de 2021) implantação de infraestruturas prioritariamente em cidades com inexistência de redes de acesso de alta capacidade, com vistas à promoção da melhoria da qualidade, à oferta de novos serviços aos cidadãos e ao aumento da eficiência dos serviços públicos; (Redação dada pelo Decreto nº 10.799, de 2021) conexão dos órgãos e dos equipamentos públicos locais entre si e com a internet, por meio de infraestrutura de rede de alta capacidade; estímulo de parcerias entre o Poder Público local e entidades privadas para promover a sustentabilidade das redes de infraestrutura e de serviços baseados em TIC; oferta de pontos públicos de acesso à internet para uso livre e gratuito pela população; (Revogado pelo Decreto nº 10.799, de 2021)",urn:lex:br:federal:decreto:2018-12-17;9612!art6_cpt
"CPT","decreto_9612_2018, Art. 7º, caput",84,95,"[ Dispõe sobre políticas públicas de telecomunicações. | ] Compete ao Ministério das Comunicações, em relação às políticas públicas de telecomunicações: (Redação dada pelo Decreto nº 10.799, de 2021) detalhar seus objetivos e suas diretrizes e divulgar seus resultados; definir as diretrizes, as estratégias, as ações e os mecanismos de monitoramento e acompanhamento; supervisionar o monitoramento e o acompanhamento das ações decorrentes dos objetivos e das diretrizes, a ser realizado pela Agência Nacional de Telecomunicações - Anatel; fomentar a participação da sociedade civil por meio de audiências e consultas públicas, além de outros instrumentos; e estabelecer contratos, convênios, acordos, ajustes e outros instrumentos à consecução dos objetivos.",urn:lex:br:federal:decreto:2018-12-17;9612!art7_cpt
"CPT","decreto_9612_2018, Art. 8º, caput",98,135,"[ Dispõe sobre políticas públicas de telecomunicações. | ] Observadas as competências estabelecidas na Lei nº 9.472, de 16 de julho de 1997, a Anatel implementará e executará a regulação do setor de telecomunicações, orientada pelas políticas estabelecidas pelo Ministério das Comunicações e pelas seguintes diretrizes: (Redação dada pelo Decreto nº 10.799, de 2021) promoção: da concorrência e da livre iniciativa; da gestão eficiente de espectro de radiofrequência, de forma a ampliar a qualidade e expandir os serviços de telecomunicações, em especial a conectividade em banda larga; da regulação assimétrica, com vistas, em especial, à expansão da oferta de serviços em áreas onde eles inexistem ou à promoção da competição no setor; da simplificação normativa; da qualidade dos serviços baseada na experiência do usuário, de forma a incentivar a transparência nas ofertas e os mecanismos de comparação entre prestadoras; e da proteção física e lógica das infraestruturas críticas de telecomunicações; estímulo: aos negócios inovadores e que desenvolvam o uso de serviços convergentes; à expansão e ao compartilhamento de infraestrutura; e à redução sistemática dos riscos cibernéticos; adoção de procedimentos céleres para a resolução de conflitos; regulação de preços de atacado conforme modelo que considere o incentivo ao investimento agregado setorial na modernização e na ampliação de redes de telecomunicações; harmonização: da regulamentação setorial às normas gerais sobre relações de consumo; e dos procedimentos e das exigências referentes à exploração de satélite brasileiro e à execução do serviço de telecomunicações que utilize satélite às práticas internacionais; incentivo à autorregulação e mecanismos correlatos; e realização de levantamentos periódicos e sistematizados das infraestruturas de transporte e de acesso em operação.",urn:lex:br:federal:decreto:2018-12-17;9612!art8_cpt
"CPT","decreto_9612_2018, Art. 9º, caput",138,151,"[ Dispõe sobre políticas públicas de telecomunicações. | ] Os compromissos de expansão e de prestação dos serviços de telecomunicações fixados pela Anatel em função da celebração de termos de ajustamento de conduta, de outorga onerosa de autorização de uso de radiofrequência e de atos regulatórios em geral serão direcionados para as seguintes iniciativas: (Redação dada pelo Decreto nº 10.799, de 2021) expansão das redes de transporte de telecomunicações de alta capacidade, com prioridade para: cidades, vilas, áreas urbanas isoladas e aglomerados rurais que ainda não disponham dessa infraestrutura; e localidades com projetos aprovados de implantação de Cidades Conectadas; (Redação dada pelo Decreto nº 10.799, de 2021) expansão da cobertura de redes de acesso móvel, em banda larga, priorizado o atendimento de cidades, vilas, áreas urbanas isoladas, aglomerados rurais e rodovias federais que não disponham desse tipo de infraestrutura; (Redação dada pelo Decreto nº 10.799, de 2021) expansão das redes de acesso em banda larga fixa, com prioridade para setores censitários, conforme classificação do Instituto Brasileiro de Geografia e Estatística, sem oferta de acesso à internet por meio desse tipo de infraestrutura; e (Redação dada pelo Decreto nº 10.799, de 2021) prestação temporária de serviço de banda larga fixa ou móvel com o objetivo de promover o acesso à internet, para uso individual ou coletivo, de pessoas físicas ou jurídicas estabelecidas em ato do Ministério das Comunicações. (Incluído pelo Decreto nº 10.799, de 2021)",urn:lex:br:federal:decreto:2018-12-17;9612!art9_cpt
