Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_9610_19980219, Art. 1º, caput",3,4,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Esta Lei regula os direitos autorais, entendendo-se sob esta denominação os direitos de autor e os que lhes são conexos.",urn:lex:br:federal:lei:1998-02-19;9610!art1_cpt
"CPT","lei_9610_19980219, Art. 2º, caput",7,8,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Os estrangeiros domiciliados no exterior gozarão da proteção assegurada nos acordos, convenções e tratados em vigor no Brasil.",urn:lex:br:federal:lei:1998-02-19;9610!art2_cpt
"PAR","lei_9610_19980219, Art. 2º, Parágrafo único.",9,10,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Aplica-se o disposto nesta Lei aos nacionais ou pessoas domiciliadas em país que assegure aos brasileiros ou pessoas domiciliadas no Brasil a reciprocidade na proteção aos direitos autorais ou equivalentes.",urn:lex:br:federal:lei:1998-02-19;9610!art2_par1u
"CPT","lei_9610_19980219, Art. 3º, caput",13,14,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Os direitos autorais reputam-se, para os efeitos legais, bens móveis.",urn:lex:br:federal:lei:1998-02-19;9610!art3_cpt
"CPT","lei_9610_19980219, Art. 4º, caput",17,18,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Interpretam-se restritivamente os negócios jurídicos sobre os direitos autorais.",urn:lex:br:federal:lei:1998-02-19;9610!art4_cpt
"CPT","lei_9610_19980219, Art. 5º, caput",21,68,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Para os efeitos desta Lei, considera-se: publicação - o oferecimento de obra literária, artística ou científica ao conhecimento do público, com o consentimento do autor, ou de qualquer outro titular de direito de autor, por qualquer forma ou processo; transmissão ou emissão - a difusão de sons ou de sons e imagens, por meio de ondas radioelétricas; sinais de satélite; fio, cabo ou outro condutor; meios óticos ou qualquer outro processo eletromagnético; retransmissão - a emissão simultânea da transmissão de uma empresa por outra; distribuição - a colocação à disposição do público do original ou cópia de obras literárias, artísticas ou científicas, interpretações ou execuções fixadas e fonogramas, mediante a venda, locação ou qualquer outra forma de transferência de propriedade ou posse; comunicação ao público - ato mediante o qual a obra é colocada ao alcance do público, por qualquer meio ou procedimento e que não consista na distribuição de exemplares; reprodução - a cópia de um ou vários exemplares de uma obra literária, artística ou científica ou de um fonograma, de qualquer forma tangível, incluindo qualquer armazenamento permanente ou temporário por meios eletrônicos ou qualquer outro meio de fixação que venha a ser desenvolvido; contrafação - a reprodução não autorizada; obra: em co-autoria - quando é criada em comum, por dois ou mais autores; anônima - quando não se indica o nome do autor, por sua vontade ou por ser desconhecido; pseudônima - quando o autor se oculta sob nome suposto; inédita - a que não haja sido objeto de publicação; póstuma - a que se publique após a morte do autor; originária - a criação primígena; derivada - a que, constituindo criação intelectual nova, resulta da transformação de obra originária; coletiva - a criada por iniciativa, organização e responsabilidade de uma pessoa física ou jurídica, que a publica sob seu nome ou marca e que é constituída pela participação de diferentes autores, cujas contribuições se fundem numa criação autônoma; audiovisual - a que resulta da fixação de imagens com ou sem som, que tenha a finalidade de criar, por meio de sua reprodução, a impressão de movimento, independentemente dos processos de sua captação, do suporte usado inicial ou posteriormente para fixá-lo, bem como dos meios utilizados para sua veiculação; fonograma - toda fixação de sons de uma execução ou interpretação ou de outros sons, ou de uma representação de sons que não seja uma fixação incluída em uma obra audiovisual; editor - a pessoa física ou jurídica à qual se atribui o direito exclusivo de reprodução da obra e o dever de divulgá-la, nos limites previstos no contrato de edição; produtor - a pessoa física ou jurídica que toma a iniciativa e tem a responsabilidade econômica da primeira fixação do fonograma ou da obra audiovisual, qualquer que seja a natureza do suporte utilizado; radiodifusão - a transmissão sem fio, inclusive por satélites, de sons ou imagens e sons ou das representações desses, para recepção ao público e a transmissão de sinais codificados, quando os meios de decodificação sejam oferecidos ao público pelo organismo de radiodifusão ou com seu consentimento; artistas intérpretes ou executantes - todos os atores, cantores, músicos, bailarinos ou outras pessoas que representem um papel, cantem, recitem, declamem, interpretem ou executem em qualquer forma obras literárias ou artísticas ou expressões do folclore. titular originário - o autor de obra intelectual, o intérprete, o executante, o produtor fonográfico e as empresas de radiodifusão. (Inciso acrescido pela Lei nº 12.853, de 14.8.2013)",urn:lex:br:federal:lei:1998-02-19;9610!art5_cpt
"CPT","lei_9610_19980219, Art. 6º, caput",71,72,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DISPOSIÇÕES PRELIMINARES | ] Não serão de domínio da União, dos Estados, do Distrito Federal ou dos Municípios as obras por eles simplesmente subvencionadas.",urn:lex:br:federal:lei:1998-02-19;9610!art6_cpt
"CPT","lei_9610_19980219, Art. 7º, caput",78,105,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DAS OBRAS INTELECTUAIS | DAS OBRAS PROTEGIDAS | ] São obras intelectuais protegidas as criações do espírito, expressas por qualquer meio ou fixadas em qualquer suporte, tangível ou intangível, conhecido ou que se invente no futuro, tais como: os textos de obras literárias, artísticas ou científicas; as conferências, alocuções, sermões e outras obras da mesma natureza; as obras dramáticas e dramático-musicais; as obras coreográficas e pantomímicas, cuja execução cênica se fixe por escrito ou por outra qualquer forma; as composições musicais, tenham ou não letra; as obras audiovisuais, sonorizadas ou não, inclusive as cinematográficas; as obras fotográficas e as produzidas por qualquer processo análogo ao da fotografia; as obras de desenho, pintura, gravura, escultura, litografia e arte cinética; as ilustrações, cartas geográficas e outras obras da mesma natureza; os projetos, esboços e obras plásticas concernentes à geografia, engenharia, topografia, arquitetura, paisagismo, cenografia e ciência; as adaptações, traduções e outras transformações de obras originais, apresentadas como criação intelectual nova; os programas de computador; as coletâneas ou compilações, antologias, enciclopédias, dicionários, bases de dados e outras obras, que, por sua seleção, organização ou disposição de seu conteúdo, constituam uma criação intelectual.",urn:lex:br:federal:lei:1998-02-19;9610!art7_cpt
"PAR","lei_9610_19980219, Art. 7º, § 1º",106,107,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DAS OBRAS INTELECTUAIS | DAS OBRAS PROTEGIDAS | ] Os programas de computador são objeto de legislação específica, observadas as disposições desta Lei que lhes sejam aplicáveis.",urn:lex:br:federal:lei:1998-02-19;9610!art7_par1
"PAR","lei_9610_19980219, Art. 7º, § 2º",108,109,"[ Altera, atualiza e consolida a legislação sobre direitos autorais e dá outras providências. | DAS OBRAS INTELECTUAIS | DAS OBRAS PROTEGIDAS | ] A proteção concedida no inciso XIII não abarca os dados ou materiais em si mesmos e se entende sem prejuízo de quaisquer direitos autorais que subsistam a respeito dos dados ou materiais contidos nas obras.",urn:lex:br:federal:lei:1998-02-19;9610!art7_par2
