Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"ART","lei_4117_19620827, Art. 1º",2,5,"[ Institui o Código Brasileiro de Telecomunicações. | INTRODUÇÃO | ] Art. 1º Os serviços de telecomunicações em todo território do País, inclusive águas territoriais e espaço aéreo, assim como nos lugares em que princípios e convenções internacionais lhes reconheçam extraterritorialidade obedecerão aos preceitos da presente lei e aos regulamentos baixados para a sua execução.",urn:lex:br:federal:lei:1962-08-27;4117!art1
"ART","lei_4117_19620827, Art. 2º",6,11,"[ Institui o Código Brasileiro de Telecomunicações. | INTRODUÇÃO | ] Art. 2º Os atos internacionais de natureza normativa, qualquer que seja a denominação adotada serão considerados tratados ou convenções e só entrarão em vigor a partir de sua aprovação pelo Congresso Nacional. Parágrafo único. O Poder Executivo enviará ao Congresso Nacional no prazo de 180 (cento e oitenta) dias, a contar da data da assinatura, os atos normativos sobre telecomunicações, anexando-lhes os respectivos regulamentos, devidamente traduzidos.",urn:lex:br:federal:lei:1962-08-27;4117!art2
"ART","lei_4117_19620827, Art. 3º",12,15,"[ Institui o Código Brasileiro de Telecomunicações. | INTRODUÇÃO | ] Art. 3º Os atos internacionais de natureza administrativa entrarão em vigor na data estabelecida em sua publicação depois de aprovados pelo Presidente da República (art. 29, a1). (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art3
"ART","lei_4117_19620827, Art. 4º",18,25,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 4º Para os efeitos desta lei, constituem serviços de telecomunicações a transmissão, emissão ou recepção de símbolos, caracteres, sinais, escritos, imagens, sons ou informações de qualquer natureza, por fio, rádio, eletricidade, meios óticos ou qualquer outro processo eletromagnético. Telegrafia é o processo de telecomunicação destinado à transmissão de escritos, pelo uso de um código de sinais. Telefonia é o processo de telecomunicação destinado à transmissão da palavra falada ou de sons. § 1º Os termos não definidos nesta lei têm o significado estabelecido nos atos internacionais aprovados pelo Congresso Nacional. § 2º Os contratos de concessão, as autorizações e permissões serão interpretados e executados de acordo com as definições vigentes na época em que os mesmos tenham sido celebrados ou expedidos. (Parágrafo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art4
"ART","lei_4117_19620827, Art. 5º",26,33,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 5º Quanto ao seu âmbito, os serviços de telecomunicações se classificam em: a) serviço interior, estabelecido entre estações brasileiras, fixas ou móveis, dentro dos limites da jurisdição territorial da União; b) serviço internacional, estabelecido entre estações brasileiras, fixas ou móveis, e estações estrangeiras ou estações brasileiras móveis que se achem fora dos limites da jurisdição territorial da União.",urn:lex:br:federal:lei:1962-08-27;4117!art5
"ART","lei_4117_19620827, Art. 6º",34,69,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 6º Quanto aos fins a que se destinam, as telecomunicações assim se classificam: a) serviço público, destinado ao uso do público em geral; b) serviço público restrito, facultado ao uso dos passageiros dos navios, aeronaves, veículos em movimento ou ao uso do público em localidade ainda não atendidas por serviço público de telecomunicação; c) serviço limitado, executado por estações não abertas à correspondência pública e destinada ao uso de pessoas físicas ou jurídicas nacionais. Constituem serviço limitado entre outros: a) o de segurança, regularidade, orientação e administração dos transportes em geral; b) o de múltiplos destinos; c) o serviço rural; d) o serviço privado; d) serviço de radiodifusão, destinado a ser recebido direta e livremente pelo público em geral, compreendendo radiodifusão sonora e televisão; e) serviço de rádio-amador, destinado a treinamento próprio, intercomunicação e investigações técnicas levadas a efeito por amadores, devidamente autorizados, interessados na radiotécnica unicamente a título pessoal a que não visem a qualquer objetivo pecuniário ou comercial; f) serviço especial, relativo a determinados serviços de interesse geral, não abertos à correspondência pública e não incluídos nas definições das alíneas anteriores entre os quais: a) o de sinais horários; b) o de freqüência padrão; c) o de boletins meteorológicos; d) o que se destine a fins científicos ou experimentais; e) o de música funcional; f) o de radiodeterminação.",urn:lex:br:federal:lei:1962-08-27;4117!art6
"ART","lei_4117_19620827, Art. 7º",70,77,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 7º Os meios, através dos quais se executam os serviços de telecomunicações constituirão troncos e redes contínuos, que formarão o Sistema Nacional de Telecomunicações. § 1º O Sistema Nacional de Telecomunicações será integrado por troncos e redes a eles ligados. § 2º Objetivando a estruturação e o emprego do Sistema Nacional de Telecomunicações, o Governo estabelecerá as normas técnicas e as condições de tráfego mútuo a serem compulsoriamente observadas pelos executores dos serviços segundo o que for especificado nos Regulamentos.",urn:lex:br:federal:lei:1962-08-27;4117!art7
"ART","lei_4117_19620827, Art. 8º",78,87,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 8º Constituem troncos do Sistema Nacional de Telecomunicações os circuitos portadores comuns, que interligam os centros principais de telecomunicações. § 1º Circuitos portadores comuns são aqueles que realizam o transporte integrado de diversas modalidades de telecomunicações. § 2º Centro principais de telecomunicações são aqueles nos quais se realiza a concentração e distribuição das diversas modalidades de telecomunicações destinadas ao transporte integrado. § 3º Entendem-se por urbanas as redes telefônicas situadas dentro dos limites de um município ou do Distrito Federal e por interurbanas as intermunicipais dentro dos limites de um Estado ou Território.",urn:lex:br:federal:lei:1962-08-27;4117!art8
"ART","lei_4117_19620827, Art. 9º",88,95,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 9º O Conselho Nacional de Telecomunicações ao planejar o Sistema Nacional de Telecomunicações, discriminará os troncos e os centro principais de telecomunicações. § 1º Na discriminação a que se refere, este artigo serão incluídas, na medida das possibilidades e conveniências entre os centros principais de telecomunicação, a Capital da República e as capitais de todos os Estados e Territórios. § 2º O Conselho Nacional de Telecomunicações estabelecerá as prioridades, segundo as quais se procederá à instalação dos troncos e redes do Sistema Nacional de Telecomunicações. (Artigo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962).",urn:lex:br:federal:lei:1962-08-27;4117!art9
"ART","lei_4117_19620827, Art. 9º-A.",96,99,"[ Institui o Código Brasileiro de Telecomunicações. | DAS DEFINIÇÕES | ] Art. 9º-A. (VETADO na Lei nº 15.182, de 30.7.2025)",urn:lex:br:federal:lei:1962-08-27;4117!art9-1
"ART","lei_4117_19620827, Art. 10.",102,113,"[ Institui o Código Brasileiro de Telecomunicações. | DA COMPETÊNCIA DA UNIÃO | ] Art. 10. Compete privativamente à União: I – manter e explorar diretamente: a) os serviços dos troncos que integram o Sistema Nacional de Telecomunicações, inclusive suas conexões internacionais; (Expressão “dos troncos” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) b) os serviços públicos de telégrafos, de telefones interestaduais e de radiocomunicações, ressalvadas as exceções constantes desta lei, inclusive quanto aos de radiodifusão e ao serviço internacional; II – fiscalizar os serviços de telecomunicações por ela concedidos, autorizados ou permitidos.",urn:lex:br:federal:lei:1962-08-27;4117!art10
"ART","lei_4117_19620827, Art. 11.",114,117,"[ Institui o Código Brasileiro de Telecomunicações. | DA COMPETÊNCIA DA UNIÃO | ] Art. 11. Compete, também, a União: fiscalizar os serviços de telecomunicações concedidos, permitidos ou autorizados pelos Estados ou Municípios, em tudo que disser respeito a observância das normas gerais estabelecidas nesta lei e a integração desses serviços no Sistema Nacional de Telecomunicações.",urn:lex:br:federal:lei:1962-08-27;4117!art11
"ART","lei_4117_19620827, Art. 12.",118,121,"[ Institui o Código Brasileiro de Telecomunicações. | DA COMPETÊNCIA DA UNIÃO | ] Art. 12. As concessões feitas na faixa de 150 (cento e cinqüenta) quilômetros estabelecida na Lei nº 2.597, de 12 de setembro de 1955 obedecerão às normas fixadas na referida lei, observando-se iguais restrições relativamente aos serviços explorados pela União.",urn:lex:br:federal:lei:1962-08-27;4117!art12
"ART","lei_4117_19620827, Art. 13.",122,125,"[ Institui o Código Brasileiro de Telecomunicações. | DA COMPETÊNCIA DA UNIÃO | ] Art. 13. Dentro dos seus limites respectivos, os Estados e Municípios poderão organizar, regular e executar serviços de telefones, diretamente ou mediante concessão, obedecidas as normas gerais fixadas pelo Conselho Nacional de Telecomunicações.",urn:lex:br:federal:lei:1962-08-27;4117!art13
"ART","lei_4117_19620827, Art. 14.",128,131,"[ Institui o Código Brasileiro de Telecomunicações. | DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES | ] Art. 14. É criado o Conselho Nacional de Telecomunicações (C.O.N.T.E.L.), com a organização e competência, definidas nesta lei, diretamente subordinado ao Presidente da República. (Expressões “e competência” e “diretamente subordinado ao Presidente da República” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962).",urn:lex:br:federal:lei:1962-08-27;4117!art14
"ART","lei_4117_19620827, Art. 15.",132,153,"[ Institui o Código Brasileiro de Telecomunicações. | DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES | ] Art. 15. O Conselho Nacional de Telecomunicações terá um Presidente de livre nomeação do Presidente da República e será constituído: a) do Diretor do Departamento dos Correios e Telégrafos em exercício no referido cargo, o qual pode ser representado por pessoa escolhida entre os membros de seu Gabinete ou Diretores de sua repartição; (Expressão “pessoa escolhida entre os membros de seu Gabinete ou” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) b) de 3 (três) membros indicados, respectivamente, pelos Ministros da Guerra, Marinha e Aeronáutica; c) de 1 (um) membro indicado pelo Chefe do Estado Maior das Forças Armadas; d) de 4 (quatro) membros indicados, respectivamente pelos Ministros da Justiça e Negócios Interiores, da Educação e Cultura, das Relações Exteriores e da Indústria e Comércio; e) de 3 (três) representantes dos 3 (três) maiores partidos políticos, segundo a respectiva representação na Câmara dos Deputados no início da legislatura, indicados pela direção nacional de cada agremiação. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) f) do diretor da empresa pública que terá a seu cargo a exploração dos troncos do Sistema Nacional de Telecomunicações e serviços correlatos, o qual pode ser representado por pessoa escolhida entre os membros de seu Gabinete ou Diretores da empresa; (Expressões “dos troncos” e “pessoa escolhida entre os membros de seu Gabinete ou” vetadas pelo Presidente da República e mantidas pelo Congresso Nacional, em 17.12.1962) g) do Diretor Geral do Departamento Nacional de Telecomunicações, sem direito a voto. (Alínea vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) § 1º Se os três partidos a que se refere a alínea ""e"" estiveram todos apoiando o Governo, o partido de menor representação será substituído pelo maior partido de oposição, com representação na Câmara dos Deputados. (Parágrafo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962) § 2º Os representantes dos partidos políticos de que trata este artigo serão indicados até 30 (trinta) dias após o início de cada legislatura. (Parágrafo vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art15
"ART","lei_4117_19620827, Art. 16.",154,159,"[ Institui o Código Brasileiro de Telecomunicações. | DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES | ] Art. 16. O mandato dos membros do Conselho mencionado nas alíneas b, c, d, e e terá a duração de 4 (quatro) anos. (Expressão “e e” vetada pelo Presidente da República e mantida pelo Congresso Nacional, em 17.12.1962) Parágrafo único. Será de dois anos apenas o primeiro mandato dos membros indicados nas alíneas ""b"" e “e” observado o disposto no § 2º do artigo anterior. (Parágrafo único vetado pelo Presidente da República e mantido pelo Congresso Nacional, em 17.12.1962)",urn:lex:br:federal:lei:1962-08-27;4117!art16
"ART","lei_4117_19620827, Art. 17.",160,165,"[ Institui o Código Brasileiro de Telecomunicações. | DO CONSELHO NACIONAL DE TELECOMUNICAÇÕES | ] Art. 17. Em caso de vaga, o membro que for nomeado em substituição exercerá o mandato até o fim do período que caberia ao substituído. Parágrafo único. É vedada a substituição dos membros do Conselho no decurso do mandato, salvo por justa causa verificada mediante inquérito administrativo, sob pena de nulidade das decisões tomadas com o voto do substituto.",urn:lex:br:federal:lei:1962-08-27;4117!art17
