Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","res_anpd_4_2022.anexo1, Art. 1º, caput",3,4,"[ DISPOSIÇÕES GERAIS | ] Este Regulamento tem por objetivo estabelecer parâmetros e critérios para aplicação de sanções administrativas pela Autoridade Nacional de Proteção de Dados (ANPD), bem como as formas e dosimetrias para o cálculo do valor-base das sanções de multa.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art1_cpt
"CPT","res_anpd_4_2022.anexo1, Art. 2º, caput",7,32,"[ DISPOSIÇÕES GERAIS | ] Para fins deste Regulamento adotam-se as seguintes definições: grupo ou conglomerado de empresas: conjunto de empresas de fato ou de direito com personalidades jurídicas próprias, sob direção, controle ou administração de uma pessoa natural ou jurídica ou ainda grupo de pessoas que detêm, isolada ou conjuntamente, poder de controle sobre as demais, desde que demonstrado interesse integrado, efetiva comunhão de interesses e atuação conjunta das empresas dele integrantes; infração: descumprimento de obrigação estabelecida na Lei nº 13.709, de 14 de agosto de 2018 (LGPD), e nos regulamentos expedidos pela ANPD; infração permanente: conduta infrativa que se prolonga no tempo, mediante ação ou omissão do infrator referente ao mesmo dispositivo normativo; infrator: agente de tratamento que comete infração; medidas corretivas: medidas determinadas pela ANPD com a finalidade de corrigir a infração e reconduzir o infrator à plena conformidade à LGPD e aos regulamentos expedidos pela ANPD, devendo ser aplicadas conjuntamente com a sanção de advertência, nos termos deste Regulamento; política de boas práticas e de governança: normas e processos internos que assegurem o cumprimento abrangente da legislação de proteção de dados pessoais, estabelecidos e implementados pelo agente de tratamento mediante a adoção de: regras de boas práticas e de governança, nos termos do art. 50, caput e § 1º, da LGPD; ou programa de governança em privacidade, nos termos do § 2º do art. 50 da LGPD; ramo de atividade empresarial: área de atuação de empresa, grupo ou conglomerado de empresas, conforme definido pela ANPD e verificado no caso concreto, podendo ser comprovada mediante objeto social, código de Classificação Nacional de Atividades Econômicas (CNAE), código de serviço diretamente relacionado, ou instrumentos congêneres; reincidência específica: repetição de infração pelo mesmo infrator ao mesmo dispositivo legal ou regulamentar, no período de 5 (cinco) anos, contado do trânsito em julgado do processo administrativo sancionador, até a data do cometimento da nova infração; reincidência genérica: cometimento de infração pelo mesmo infrator, independentemente do dispositivo legal ou regulamentar, no período de 5 (cinco) anos, contado do trânsito em julgado do processo administrativo sancionador até a data do cometimento da nova infração, excluído o disposto no inciso VIII do caput; e trânsito em julgado: atributo de decisão definitiva proferida em processo administrativo sancionador, no âmbito da ANPD, tornando-a imutável e indiscutível dentro do processo em que foi proferida.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art2_cpt
"CPT","res_anpd_4_2022.anexo1, Art. 3º, caput",38,57,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] As infrações sujeitarão o infrator às seguintes sanções administrativas: advertência, nos termos do art. 9º deste Regulamento; multa simples, nos termos dos arts. 10 a 15 deste Regulamento; multa diária, nos termos do art. 16 deste Regulamento; publicização da infração, após devidamente apurada e confirmada a sua ocorrência, nos termos dos arts. 20 e 21 deste Regulamento; bloqueio dos dados pessoais a que se refere a infração, até a sua regularização, nos termos do art. 22 deste Regulamento; eliminação dos dados pessoais a que se refere a infração, nos termos do art. 23 deste Regulamento; suspensão parcial do funcionamento do banco de dados a que se refere a infração, nos termos do art. 24 deste Regulamento; suspensão do exercício da atividade de tratamento dos dados pessoais a que se refere a infração, nos termos do art. 25 deste Regulamento; e proibição parcial ou total do exercício de atividades relacionadas a tratamento de dados, nos termos do art. 26 deste Regulamento.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art3_cpt
"PAR","res_anpd_4_2022.anexo1, Art. 3º, § 1º",58,59,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] As sanções previstas nos incisos VII, VIII e IX do caput deste artigo somente serão aplicadas após já ter sido imposta ao menos uma das sanções de que tratam os incisos II, III, IV, V e VI do caput deste artigo para o mesmo caso concreto.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art3_par1
"PAR","res_anpd_4_2022.anexo1, Art. 3º, § 2º",60,61,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] Na hipótese do § 1º deste artigo, a ANPD dará ciência ao principal órgão ou entidade reguladora setorial, com competências sancionatórias, a que se submete o controlador, durante a fase de instrução, para que se manifeste sobre eventuais consequências da imposição das sanções para o exercício de atividades econômicas reguladas desenvolvidas pelo controlador, especialmente na prestação de serviços públicos, assim como forneça outras informações que entender pertinentes.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art3_par2
"PAR","res_anpd_4_2022.anexo1, Art. 3º, § 3º",62,63,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] O órgão ou entidade reguladora setorial terá prazo de até 20 (vinte) dias úteis, prorrogável uma única vez por igual período, após o qual o processo poderá ter prosseguimento e ser decidido mesmo sem a manifestação.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art3_par3
"PAR","res_anpd_4_2022.anexo1, Art. 3º, § 4º",64,65,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] O infrator poderá se manifestar sobre as informações apresentadas pelo órgão ou entidade reguladora setorial em suas alegações finais.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art3_par4
"PAR","res_anpd_4_2022.anexo1, Art. 3º, § 5º",66,67,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] O disposto nos incisos I e IV a IX, do caput deste artigo, poderá ser aplicado às entidades e aos órgãos públicos, sem prejuízo do disposto na Lei nº 8.112, de 11 de dezembro de 1990, na Lei nº 8.429, de 2 de junho de 1992, e na Lei nº 12.527, de 18 de novembro de 2011.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art3_par5
"CPT","res_anpd_4_2022.anexo1, Art. 4º, caput",70,71,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] As sanções serão aplicadas após procedimento administrativo mediante decisão fundamentada da ANPD, assegurado o direito à ampla defesa, ao contraditório e ao devido processo legal, nos termos da Lei nº 9.784, de 29 de janeiro de 1999, da LGPD, do Regimento Interno da ANPD, e do Regulamento do Processo de Fiscalização e do Processo Administrativo Sancionador, aprovado pela Resolução CD/ANPD nº 1, de 28 de outubro de 2021.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art4_cpt
"PAR","res_anpd_4_2022.anexo1, Art. 4º, Parágrafo único.",72,73,"[ DA APLICAÇÃO DAS SANÇÕES | Das Sanções Administrativas | ] Em caso de pluralidade de infratores, as sanções serão aplicadas de forma individualizada.",urn:lex:br:agencia.nacional.protecao.dados:resolucao:2023-02-24;4!anexo1!art4_par1u
